lote_id;produto_id;unidade_id;data_inicio;quantidade_planejada;quantidade_produzida;horas_planejadas;horas_reais;refugo_kg;consumo_energia_kwh;consumo_agua_l
L000296;P004;U01;2024-09-15;1912,69;1725,45;10,47;14,08;76,89;641,39;2487,91
L000297;P002;U03;2025-03-03;1326,43;1297,02;8,25;9,11;42,14;699,81;1392,19
L000298;P005;U01;2025-07-15;912,22;904,62;5,16;5,06;8,9;295,51;2121,33
L000299;P003;U01;2025-09-09;1535,74;1563,47;7,4;8,36;68,86;698,14;1234,95
L000300;P004;U02;2025-10-18;679,0;645,15;4,66;4,93;4,45;146,8;1690,95
L000301;P008;U03;2025-05-30;1511,54;1446,1;8,34;8,04;44,55;622,4;3624,12
L000302;P004;U03;2025-03-05;2094,58;2096,17;15,28;18,16;52,79;838,25;3801,29
L000303;P005;U02;2025-08-30;999,44;994,0;5,66;7,03;30,22;469,14;1598,23
L000304;P001;U01;2024-04-10;1836,02;1803,7;9,97;12,62;58,05;878,46;2936,52
L000305;P004;U02;2025-02-08;622,83;577,04;4,78;4,53;4,45;339,48;1018,39
L000306;P002;U01;2024-03-14;1363,61;1274,43;6,66;8,03;31,07;633,8;910,46
L000307;P005;U01;2025-07-13;2032,79;1854,05;11,75;10,77;15,13;1118,27;1884,48
L000308;P004;U02;2024-07-15;337,94;316,61;2,64;3,05;3,0;177,83;630,75
L000309;P003;U01;2024-08-06;1720,59;1586,14;9,93;10,08;22,42;741,62;3905,24
L000310;P008;U03;2024-07-12;863,08;765,39;6,04;6,77;4,96;473,22;1893,98
L000311;P005;U01;2025-02-06;1279,0;1215,94;6,7;7,59;42,18;739,42;2071,31
L000312;P001;U01;2024-07-07;1063,54;982,51;6,36;7,95;1375,514;565,31;1061,66
L000313;P008;U02;2025-11-24;903,63;844,23;7,16;6,57;12,94;378,78;1496,06
L000314;P001;U01;2024-11-04;469,24;482,83;2,52;2,67;17,24;139,5;352,51
L000315;P001;U02;2024-01-09;1008,6;982,37;6,86;7,43;1375,318;341,69;1895,44
L000316;P007;U03;2025-04-26;214,2;186,8;1,19;1,35;2,86;100,82;216,46
L000317;P006;U01;2024-09-05;1871,68;1750,38;12,62;12,65;42,25;525,54;1512,72
L000318;P005;U01;2025-08-22;701,12;647,22;4,54;6,11;25,31;251,84;1695,01
L000319;P002;U01;2026-02-19;1751,05;1778,95;10,64;13,11;56,14;548,96;3139,11
L000320;P001;U02;2024-02-11;406,96;385,01;2,74;3,25;6,4;158,2;1067,32
L000321;P003;U01;2024-02-19;1217,79;1154,62;8,08;8,41;49,87;274,33;2306,88
L000322;P002;U02;2025-10-16;1627,94;1627,84;9,18;11,2;52,95;693,36;3314,05
L000323;P003;U01;2025-05-31;1402,36;1243,64;10,03;12,7;5,06;284,18;1946,08
L000324;P001;U03;2025-01-07;441,86;420,5;2,89;3,74;4,59;160,43;600,61
L000325;P006;U01;2024-02-04;1768,84;1626,97;11,7;11,09;61,06;886,37;2074,13
L000326;P004;U02;2025-01-12;1157,12;1153,7;5,79;6,26;40,66;652,95;2509,81
L000327;P008;U01;2026-02-14;1064,91;1008,45;6,14;7,49;16,53;399,53;1322,12
L000328;P003;U02;2025-06-22;394,33;346,58;2,44;3,27;6,13;91,56;323,86
L000329;P006;U02;2026-01-28;987,34;997,96;6,47;6,64;21,58;601,95;1834,15
L000330;P003;U01;2024-08-22;991,04;971,05;5,66;5,68;1359,4699999999998;214,53;1627,77
L000331;P003;U02;2025-02-04;2141,43;2195,06;14,43;14,62;5,74;1175,13;4306,3
L000332;P002;U03;2026-02-07;887,99;773,97;6,08;6,5;32,32;471,86;1509,4
L000333;P001;U03;2025-06-15;2133,42;1857,61;14,51;14,33;44,78;454,89;1312,89
L000334;P008;U02;2025-03-04;1954,08;1962,04;12,32;14,64;44,02;740,4;4772,25
L000335;P001;U03;2026-01-19;822,89;747,12;6,18;7,93;30,97;274,65;913,15
L000336;P002;U03;2024-11-24;229,68;205,63;1,23;1,19;7,84;122,42;412,53
L000337;P007;U01;2025-04-23;437,55;448,61;2,88;3,24;3,31;163,64;369,15
L000338;P006;U01;2025-09-05;1745,37;1592,25;9,95;13,22;2229,1499999999996;351,61;2608,14
L000339;P005;U01;2025-08-05;1133,47;1067,55;7,18;9,17;5,0;544,95;2765,96
L000340;P003;U01;2024-05-29;891,61;883,17;6,6;8,71;23,71;404,67;1445,14
L000341;P008;U03;2024-08-19;1558,7;1359,84;12,92;13,78;61,11;312,76;2614,62
L000342;P001;U01;2024-02-13;1272,57;1166,73;7,87;7,27;51,48;722,87;1527,57
L000343;P008;U03;2024-01-02;492,16;495,83;3,1;4,03;7,14;271,96;673,35
L000344;P003;U02;2024-06-22;490,59;496,97;3,26;3,05;17,64;226,53;1023,73
L000345;P001;U03;2025-01-10;1041,45;915,4;5,29;5,8;38,83;427,35;2341,88
L000346;P003;U03;2026-07-27;2178,83;1896,47;17,72;18,88;79,55;522,37;2412,36
L000347;P002;U03;2024-11-23;1574,51;1376,09;10,11;10,48;24,27;517,88;2815,53
L000348;P001;U03;2024-02-01;2058,38;1835,03;11,42;14,74;37,88;591,75;3098,28
L000349;P006;U02;2025-11-26;1054,97;1057,01;5,99;7,74;5,66;639,4;2879,59
L000350;P001;U01;2026-07-20;1317,83;1147,06;10,05;9,84;15,64;618,81;2494,54
L000351;P007;U03;2025-12-07;1926,57;1683,69;11,98;14,72;28,46;404,33;3496,97
L000352;P002;U02;2025-07-28;532,34;511,67;3,72;4,63;14,9;279,33;1135,31
L000353;P002;U01;2024-06-12;1262,89;1257,26;6,57;7,51;30,7;475,81;2700,16
L000354;P006;U03;2024-08-30;1111,61;986,81;5,52;5,43;21,13;394,52;845,47
L000355;P005;U02;2025-06-19;657,34;662,54;3,94;4,56;21,17;380,63;907,3
L000356;P007;U02;2025-01-29;2050,84;2033,47;11,19;12,33;61,48;515,91;4929,58
L000357;P007;U03;2025-01-11;2171,59;1927,3;10,69;9,62;68,91;818,07;3549,49
L000358;P002;U02;2025-04-27;1517,51;1323,36;9,2;8,94;34,66;554,51;1339,83
L000359;P005;U03;2025-05-16;253,92;223,1;2,0;2,66;3,7;129,18;449,62
L000360;P003;U02;2024-05-09;600,62;584,75;3,01;2,89;21,34;329,53;1196,12
L000361;P004;U03;2025-07-02;1417,4;1317,55;7,59;7,38;33,32;587,85;2428,48
L000362;P004;U02;2026-07-22;1440,87;1374,2;10,5;10,25;18,91;470,33;3542,75
L000363;P003;U02;2025-06-26;1819,07;1807,65;14,86;16,82;2530,71;740,59;4430,15
L000364;P008;U02;2025-02-04;1623,68;1490,73;8,74;8,37;46,73;510,7;2990,09
L000365;P008;U01;2024-08-11;1301,89;1205,68;8,55;10,99;51,15;725,84;1574,94
L000366;P003;U01;2025-05-06;2103,58;2011,98;11,95;12,94;5,1;571,23;4895,96
L000367;P008;U03;2025-11-09;426,6;424,42;3,06;2,84;8,24;157,84;327,22
L000368;P007;U01;2025-06-24;956,16;900,74;6,11;5,61;4,13;389,15;939,38
L000369;P002;U03;2026-03-14;854,9;770,6;5,34;5,72;5,21;387,07;836,11
L000370;P007;U02;2024-01-03;468,06;411,23;3,68;3,63;12,22;224,22;537,21
L000371;P004;U03;2026-04-24;264,0;269,59;1,34;1,22;1,68;131,61;291,43
L000372;P004;U02;2024-01-08;787,62;758,32;4,55;5,85;3,12;274,1;1376,68
L000373;P006;U02;2024-03-07;1848,39;1829,03;14,08;14,16;58,86;694,07;2421,35
L000374;P001;U02;2024-09-07;1755,12;1512,63;9,76;12,97;7,57;799,29;1398,38
L000375;P001;U03;2024-08-30;1754,97;1701,31;9,83;10,09;7,18;578,96;3689,35
L000376;P004;U01;2024-09-22;202,26;185,62;0,98;1,12;0,99;64,66;221,96
L000377;P004;U01;2025-04-13;2112,85;2107,85;10,87;12,46;77,71;1260,44;5820,0
L000378;P006;U02;2024-06-17;932,3;909,14;6,73;7,84;37,84;468,23;1469,21
L000379;P001;U02;2024-10-15;1294,51;1150,36;6,9;8,44;10,29;647,4;925,32
L000380;P008;U02;2026-06-13;1625,7;1546,19;9,49;12,13;30,37;564,01;1115,11
L000381;P007;U02;2025-02-20;1636,86;1408,62;10,21;11,9;41,11;622,85;1668,75
L000382;P008;U03;2024-08-04;1018,51;900,87;8,17;7,6;11,51;268,55;1925,23
L000383;P008;U02;2026-03-09;1192,18;1182,53;5,87;5,42;30,61;612,4;3046,43
L000384;P003;U02;2025-03-10;716,51;639,61;4,48;4,23;1,41;283,62;862,79
L000385;P007;U02;2024-08-05;1928,31;1953,61;13,32;13,97;2735,0539999999996;597,73;2293,21
L000386;P002;U03;2025-11-10;690,27;676,16;4,39;3,96;12,17;293,67;1810,49
L000387;P002;U03;2025-08-24;768,1;762,54;4,28;3,87;5,33;399,53;724,92
L000388;P002;U03;2025-12-02;623,63;545,75;3,28;4,04;19,84;127,42;859,23
L000389;P001;U02;2024-02-12;1627,25;1456,24;7,99;9,7;35,05;401,19;3386,05
L000390;P001;U03;2026-07-13;1831,76;1725,57;14,53;15,73;25,47;836,46;2076,17
L000391;P001;U01;2025-02-18;1689,75;1603,61;13,28;16,36;40,95;567,45;1199,03
L000392;P007;U03;2025-12-25;1895,1;1707,86;12,67;11,55;55,89;940,68;3339,44
L000393;P006;U02;2026-03-21;658,65;644,39;5,14;5,67;14,37;269,63;684,41
L000394;P001;U01;2025-07-21;731,19;657,75;4,79;6,44;15,08;378,86;913,97
L000395;P008;U03;2025-03-12;1323,6;1280,04;8,21;9,78;20,58;776,69;3185,56
L000396;P002;U01;2026-05-07;1528,85;1491,28;9,63;11,2;5,02;528,56;1560,04
L000397;P005;U02;2024-11-20;1667,2;1447,57;9,04;10,29;46,86;477,83;3824,93
L000398;P003;U02;2024-07-20;593,83;539,25;3,89;5,17;10,74;224,11;745,7
L000399;P006;U01;2025-03-18;380,19;370,87;3,0;3,34;7,47;198,21;872,21
L000400;P007;U01;2025-09-04;591,91;586,34;4,2;4,47;6,91;310,76;863,48
L000401;P006;U03;2025-10-03;1966,3;1693,24;10,36;9,81;35,77;671,0;1952,1
L000402;P004;U03;2024-05-12;1445,76;1450,37;10,84;14,32;11,68;576,94;3741,42
L000403;P004;U02;2024-09-10;1422,07;1354,89;10,45;14,03;15,56;675,98;1028,32
L000404;P003;U01;2025-05-10;1130,98;1137,39;7,75;9,6;9,8;317,45;2224,12
L000405;P002;U02;2025-06-02;778,01;778,68;4,33;5,14;33,86;377,46;1396,35
L000406;P002;U03;2024-07-31;512,39;512,43;3,91;3,63;2,82;135,81;1025,21
L000407;P002;U02;2026-01-26;1404,71;1238,6;9,2;12,13;40,45;296,21;3102,96
L000408;P007;U01;2024-06-11;1988,99;1805,66;13,14;17,13;57,32;1005,57;3107,25
L000409;P001;U02;2026-02-22;512,08;489,18;3,83;5,14;13,24;218,87;348,67
L000410;P003;U03;2025-03-30;1184,56;1175,46;6,98;6,89;7,56;326,67;828,67
L000411;P007;U01;2026-03-04;1498,68;1368,94;7,5;7,78;8,43;333,82;3597,38
L000412;P006;U01;2025-09-22;1889,74;1701,51;13,15;14,38;46,02;929,99;3040,15
L000413;P003;U03;2026-05-30;1225,6;1170,13;7,72;8,02;18,75;462,67;1510,03
L000414;P003;U02;2025-07-20;316,39;276,87;2,22;2,24;2,69;166,69;478,69
L000415;P004;U01;2024-10-19;1783,76;1831,18;8,96;11,59;35,12;959,84;2326,69
L000416;P005;U01;2024-09-05;885,76;824,24;5,49;6,52;23,72;315,38;2020,17
L000417;P007;U02;2026-06-06;1649,62;1619,45;8,42;7,75;52,41;717,26;2984,02
L000418;P003;U03;2025-01-17;1458,6;1421,14;11,47;13,24;39,52;409,27;3824,61
L000419;P008;U01;2024-07-27;1492,28;1333,02;7,91;7,13;36,64;623,32;2068,67
L000420;P005;U01;2026-07-15;1046,22;900,47;5,13;6,15;16,16;551,68;1356,6
L000421;P001;U02;2025-09-05;353,42;334,79;1,78;1,67;14,18;174,93;304,91
L000422;P002;U01;2024-02-06;408,0;357,22;2,36;2,89;3,62;163,63;405,69
L000423;P001;U02;2024-05-04;1818,14;1746,18;11,46;13,16;49,66;1038,36;1581,86
L000424;P002;U01;2024-10-27;280,62;262,25;2,26;2,38;9,04;161,09;533,6
L000425;P005;U01;2025-11-20;1348,73;1234,07;6,74;7,45;20,86;375,94;1266,97
L000426;P006;U03;2024-05-02;768,28;734,68;4,42;5,04;16,14;326,02;1220,11
L000427;P005;U01;2024-07-09;1273,6;1162,36;8,34;8,33;27,9;561,3;3082,9
L000428;P002;U03;2025-08-04;1020,04;915,63;6,51;6,41;6,35;560,83;2026,15
L000429;P008;U01;2024-07-09;1594,32;1603,31;9,02;10,35;7,98;747,87;3232,85
L000430;P001;U03;2026-07-20;1782,46;1820,46;10,24;10,82;52,28;1056,75;2817,03
L000431;P004;U03;2026-06-23;293,05;299,48;1,44;1,65;3,54;79,41;790,92
L000432;P002;U01;2024-03-05;2161,02;2182,74;10,82;10,25;31,39;1057,9;2378,93
L000433;P005;U02;2024-05-14;685,49;660,54;4,81;4,68;11,76;273,22;1222,63
L000434;P001;U03;2024-08-13;387,77;367,55;2,23;2,73;7,41;172,86;666,11
L000435;P001;U01;2024-09-19;1590,64;1483,58;11,07;14,7;47,32;852,47;1711,47
L000436;P002;U03;2024-01-24;2008,74;1906,1;10,41;10,09;34,63;501,03;2449,72
L000437;P004;U02;2026-06-26;1780,23;1789,04;8,53;10,69;77,16;1026,83;3856,1
L000438;P002;U01;2025-05-13;809,84;726,81;4,92;5,35;9,68;255,51;1311,15
L000439;P003;U03;2024-09-11;1096,93;1022,23;6,86;9,26;5,62;306,23;2115,52
L000440;P001;U01;2025-01-15;784,43;693,92;4,12;4,98;7,15;190,68;1646,45
L000441;P004;U01;2025-07-27;1042,47;1038,08;5,82;6,46;8,47;319,5;2797,07
L000442;P007;U02;2026-07-24;253,35;258,13;2,08;2,78;1,94;110,72;213,2
L000443;P003;U01;2025-10-05;1977,8;1802,5;14,8;19,1;64,29;986,81;1856,41
L000444;P006;U02;2026-03-05;1079,09;1070,99;6,09;5,77;14,69;298,59;1799,97
L000445;P008;U02;2024-11-13;681,95;611,88;3,53;3,84;6,14;321,98;1289,97
L000446;P005;U03;2024-04-20;415,88;365,61;2,05;1,92;3,44;223,81;463,37
L000447;P006;U03;2025-11-11;1657,33;1567,07;9,24;11,09;17,03;919,28;1215,37
L000448;P005;U03;2024-02-08;1510,44;1451,46;8,58;11,17;50,47;681,0;2504,64
L000449;P007;U03;2026-01-30;1015,66;906,61;5,92;6,67;25,0;533,9;796,3
L000450;P005;U03;2025-11-20;1500,15;1416,41;7,37;9,29;26,51;651,21;2203,53
L000451;P005;U03;2026-04-17;984,26;951,73;5,95;6,46;2,92;504,84;1411,76
L000452;P007;U01;2025-11-13;970,39;986,76;7,4;7,18;24,14;600,3;1700,91
L000453;P008;U01;2025-10-19;1268,06;1227,27;7,59;9,77;26,46;572,12;3003,45
L000454;P003;U01;2024-10-26;717,61;624,71;3,83;4,42;27,29;274,45;850,83
L000455;P007;U01;2024-08-13;953,31;902,69;4,68;5,57;12,65;294,81;1490,45
L000456;P002;U01;2026-07-13;2037,04;1876,73;11,39;11,3;33,27;858,44;2871,89
L000457;P004;U03;2025-11-14;1704,18;1681,33;8,26;8,57;39,11;816,69;1731,95
L000458;P006;U03;2025-07-14;907,01;798,26;5,4;5,31;12,41;379,98;1266,88
L000459;P005;U01;2024-04-22;551,83;503,34;2,8;2,58;16,96;307,92;1341,35
L000460;P001;U02;2025-06-02;243,67;245,85;1,61;1,68;8,33;83,93;264,64
L000461;P008;U03;2025-12-03;1437,94;1305,63;7,21;6,68;26,15;641,81;3384,35
L000462;P004;U01;2025-05-13;1855,42;1910,08;14,66;19,09;54,94;437,1;5014,43
L000463;P005;U02;2026-03-24;1923,41;1799,97;15,8;15,95;41,7;555,18;2108,81
L000464;P003;U01;2025-04-27;278,33;241,52;1,99;2,24;2,3;103,85;417,53
L000465;P005;U01;2024-10-16;1672,46;1569,5;8,69;7,94;2197,2999999999997;397,81;3964,15
L000466;P002;U02;2025-02-26;1666,47;1439,04;10,31;13,89;53,84;483,14;3533,01
L000467;P002;U01;2025-11-18;1904,68;1915,55;13,76;16,67;61,53;1149,63;2501,0
L000468;P006;U01;2025-03-15;1579,5;1529,32;12,83;12,26;15,1;713,29;1620,86
L000469;P002;U01;2026-02-11;1244,13;1219,36;5,97;6,07;2,89;472,2;2506,34
L000470;P004;U02;2025-12-30;787,93;744,15;3,83;3,84;19,9;193,58;575,34
L000471;P004;U03;2025-11-19;577,28;573,12;3,09;3,56;1,78;337,84;1361,66
L000472;P002;U01;2024-01-03;362,37;355,06;2,23;2,87;6,81;105,91;752,37
L000473;P002;U01;2024-11-29;1534,94;1538,01;7,67;10,12;33,4;401,07;1423,39
L000474;P005;U01;2026-04-06;1099,56;968,47;6,66;7,19;26,26;340,06;1262,57
L000475;P003;U03;2024-05-20;749,23;697,13;4,83;6,27;31,05;377,75;1509,09
L000476;P005;U03;2025-09-19;1828,21;1672,96;9,5;12,59;47,19;888,85;3967,47
L000477;P002;U02;2025-09-13;847,04;815,49;4,99;6,66;7,95;225,64;2021,44
L000478;P006;U01;2024-08-10;1023,88;988,34;7,0;9,39;32,55;349,85;822,53
L000479;P004;U03;2024-09-03;227,6;197,67;1,41;1,51;1,28;107,84;282,12
L000480;P003;U01;2026-05-03;1303,59;1209,95;7,92;9,83;29,62;581,97;1256,84
L000481;P001;U01;2026-05-02;527,01;507,74;4,0;5,32;9,52;186,24;404,68
L000482;P004;U01;2024-12-29;405,81;370,01;2,11;2,62;14,41;132,25;841,76
L000483;P004;U02;2025-12-03;1210,69;1134,91;9,02;11,73;18,51;637,49;1345,69
L000484;P007;U01;2024-06-18;980,74;944,83;6,56;6,2;18,06;315,43;1434,41
L000485;P007;U02;2025-11-11;1859,77;1732,33;9,9;11,44;45,3;945,9;1501,19
L000486;P004;U01;2024-08-29;1688,51;1603,57;11,07;13,81;69,29;443,02;2782,13
L000487;P006;U01;2025-01-24;261,34;262,38;1,28;1,53;7,3;58,69;258,3
L000488;P004;U01;2024-08-24;1998,15;2017,66;10,03;10,6;64,67;949,5;3612,9
L000489;P003;U01;2025-10-12;668,73;632,33;4,66;5,88;4,07;257,93;1692,16
L000490;P002;U01;2025-07-11;1375,7;1185,64;9,88;9,08;16,31;303,61;1853,27
L000491;P003;U02;2026-04-20;785,61;688,43;4,52;4,22;4,63;187,58;715,58
L000492;P007;U01;2024-05-06;628,47;602,82;3,52;4,69;2,38;325,38;1122,38
L000493;P002;U03;2025-02-24;1789,78;1760,01;10,38;11,66;37,54;575,76;2449,59
L000494;P006;U01;2025-08-24;1477,17;1497,96;9,7;12,45;60,2;664,2;1226,55
L000495;P007;U01;2026-02-19;2084,18;2029,93;11,84;15,97;33,22;1230,77;2533,99
L000496;P004;U01;2024-12-18;691,64;707,34;5,28;6,16;21,86;228,13;1357,54
L000497;P002;U01;2026-05-10;590,97;598,38;3,45;3,49;13,05;296,13;1372,25
L000498;P006;U02;2024-04-17;963,03;958,93;8,0;10,12;3,48;470,94;1039,12
L000499;P006;U03;2025-04-05;506,07;457,3;2,99;2,9;4,47;216,62;782,06
L000500;P003;U01;2024-01-01;840,91;766,0;4,69;5,7;22,99;430,11;1532,2
L000501;P007;U02;2024-11-27;1989,87;1848,63;13,96;13,74;41,38;673,31;5165,56
L000502;P003;U02;2026-02-28;418,49;428,16;2,57;3,41;9,12;188,81;710,02
L000503;P003;U03;2024-12-29;785,04;681,82;4,95;5,62;16,79;400,5;1267,22
L000504;P006;U01;2026-07-07;1898,19;1712,7;13,09;16,44;14,2;553,06;1972,81
L000505;P005;U02;2024-11-10;2069,91;1832,13;16,15;20,9;67,5;1120,35;3234,91
L000506;P008;U03;2025-04-01;2058,17;1997,84;10,27;12,42;69,63;442,15;3684,62
L000507;P004;U03;2024-12-24;1454,31;1396,8;7,33;7,93;59,66;450,36;1399,15
L000508;P007;U01;2024-12-25;1840,45;1864,17;10,28;12,06;75,88;637,67;2313,12
L000509;P008;U03;2024-01-31;239,38;227,02;1,99;2,58;6,74;61,78;560,18
L000510;P003;U03;2025-09-30;435,77;422,08;3,12;2,89;13,3;96,49;732,3
L000511;P002;U01;2024-04-25;2034,74;1883,25;12,96;15,86;9,07;1146,19;4277,0
L000512;P007;U01;2024-05-31;2164,92;2202,4;13,55;12,33;55,57;905,7;3102,83
L000513;P007;U01;2025-09-02;2167,48;1917,72;12,3;14,81;45,63;470,06;5196,83
L000514;P003;U01;2024-02-11;1266,71;1257,82;6,29;8,44;5,78;741,23;1051,67
L000515;P001;U03;2024-04-27;416,98;407,45;2,4;2,62;10,35;169,91;558,78
L000516;P001;U03;2025-08-04;1168,45;1010,78;7,91;10,65;23,94;290,49;2741,73
L000517;P008;U02;2024-01-18;1812,16;1818,14;12,39;15,72;45,95;647,5;5073,39
L000518;P002;U02;2024-06-14;878,16;870,92;6,96;7,26;19,04;259,04;2287,56
L000519;P006;U01;2025-01-07;564,27;539,83;2,73;3,46;14,65;222,79;1064,29
L000520;P004;U02;2024-07-06;451,82;404,43;2,68;2,81;7,54;108,3;1005,19
L000521;P003;U03;2026-03-31;713,18;655,32;5,22;7,02;15,91;400,44;1580,45
L000522;P008;U03;2025-06-18;2142,25;2157,86;15,06;18,01;71,29;549,77;4880,42
L000523;P003;U02;2024-05-10;432,39;441,25;2,34;2,83;6,31;153,76;588,41
L000524;P008;U03;2025-04-13;849,46;813,94;4,67;5,65;6,11;181,88;1723,26
L000525;P002;U01;2025-06-01;1716,73;1491,5;10,81;12,77;49,62;768,7;2058,37
L000526;P004;U03;2025-04-09;375,04;381,5;2,73;3,33;14,98;145,51;567,42
L000527;P002;U03;2026-07-01;1874,39;1923,9;12,94;11,82;53,12;771,28;3040,68
L000528;P007;U01;2024-10-06;1170,09;1044,06;6,19;7,05;46,44;601,28;2183,81
L000529;P002;U03;2026-02-27;498,43;453,5;3,3;3,75;2,18;134,78;548,96
L000530;P003;U02;2025-09-29;2071,05;1973,54;10,14;9,15;73,44;630,82;5119,63
L000531;P004;U02;2025-12-16;1036,26;959,7;6,13;8,22;27,16;418,94;2202,29
L000532;P003;U01;2025-02-21;2001,4;1785,16;16,41;17,27;59,89;919,87;2790,09
L000533;P002;U03;2024-07-11;1240,58;1229,03;9,55;10,04;35,15;329,0;1943,4
L000534;P006;U03;2024-03-03;1158,58;1178,84;8,23;9,7;13,57;489,35;1946,13
L000535;P002;U01;2025-08-01;1313,23;1226,4;6,27;7,43;40,7;565,79;3003,85
L000536;P008;U03;2026-05-26;1379,31;1399,8;7,58;7,33;33,46;603,95;2709,91
L000537;P006;U01;2026-01-15;1307,78;1252,36;7,81;9,45;11,89;748,61;2522,43
L000538;P006;U01;2025-09-13;971,68;929,58;4,84;6,21;4,84;297,9;2135,12
L000539;P005;U01;2026-01-26;1770,79;1736,44;10,89;10,89;28,42;948,97;2627,65
L000540;P003;U01;2026-01-24;1827,51;1859,14;10,4;13,75;5,67;447,17;2440,93
L000541;P006;U01;2026-06-16;1274,56;1263,71;6,22;5,85;43,54;494,34;1713,82
L000542;P006;U02;2024-03-18;2192,53;1933,98;15,75;15,6;47,13;1136,67;4982,12
L000543;P007;U01;2024-11-13;293,41;289,18;1,5;1,46;1,64;70,94;518,29
L000544;P003;U01;2024-03-05;2024,57;1878,27;13,72;16,97;37,0;1142,68;4560,51
L000545;P003;U01;2025-02-12;1888,24;1938,59;12,32;16,27;19,66;686,23;1591,97
L000546;P007;U01;2024-06-27;372,34;359,36;2,66;2,56;2,49;132,3;429,96
L000547;P003;U02;2025-05-23;1441,69;1262,97;7,37;9,88;53,83;411,12;3088,54
L000548;P003;U01;2024-03-10;1259,17;1282,65;6,56;6,18;45,27;462,19;3181,43
L000549;P002;U02;2024-03-18;447,81;445,49;2,41;2,52;15,4;206,72;581,75
L000550;P008;U03;2024-07-04;689,7;615,89;5,3;5,25;10,69;341,47;940,75
L000551;P001;U02;2025-08-15;718,91;670,33;4,1;3,75;15,29;151,28;1572,08
L000552;P001;U01;2024-11-01;761,56;744,95;5,23;6,6;5,26;164,5;1838,21
L000553;P001;U03;2025-01-22;2173,88;2144,34;14,43;18,96;3002,076;1007,32;5158,17
L000554;P006;U03;2024-11-06;248,58;216,58;1,96;2,4;2,25;105,67;309,61
L000555;P001;U03;2025-10-22;1250,52;1100,78;10,0;13,08;18,49;381,38;961,63
L000556;P005;U01;2025-10-10;1537,11;1405,3;8,42;8,79;9,81;421,77;2573,14
L000557;P008;U03;2025-09-15;1196,26;1143,08;7,18;9,26;9,22;520,86;1993,4
L000558;P001;U02;2024-04-29;1005,45;875,78;7,19;7,8;5,52;455,54;1593,31
L000559;P007;U01;2025-03-20;742,95;756,93;4,35;5,79;9,87;332,79;1480,75
L000560;P002;U01;2026-05-22;617,67;628,28;4,79;6,32;13,61;364,65;472,69
L000561;P001;U01;2025-09-14;1311,52;1220,15;7,07;9,32;53,89;522,19;2504,09
L000562;P001;U02;2025-01-04;1277,94;1274,07;6,42;6,74;44,1;404,46;1772,95
L000563;P008;U03;2024-07-04;433,25;410,57;3,44;3,92;2,18;233,87;633,51
L000564;P004;U03;2025-10-12;306,12;282,81;1,7;1,9;3,27;96,88;279,17
L000565;P002;U02;2026-02-13;337,32;314,39;2,7;3,02;11,87;119,23;584,87
L000566;P003;U03;2026-04-08;1762,69;1542,84;12,18;11,88;58,1;628,13;1201,39
L000567;P006;U03;2026-02-19;1197,71;1165,54;9,48;10,52;30,02;336,05;826,46
L000568;P006;U01;2025-02-03;2093,81;1963,15;13,74;16,28;10,09;482,87;4437,12
L000569;P002;U03;2025-03-02;1606,43;1524,53;11,77;14,5;45,8;869,33;3087,6
L000570;P007;U02;2025-03-30;680,8;611,09;3,56;4,33;8,71;334,76;1635,54
L000571;P006;U03;2024-08-06;1952,36;1875,44;9,57;12,22;65,21;1081,71;1530,34
L000572;P005;U01;2025-07-17;2130,19;1989,29;13,54;16,5;22,02;458,43;2977,02
L000573;P006;U03;2024-12-11;1929,69;1861,73;9,89;11,58;83,05;523,96;3851,4
L000574;P007;U02;2025-12-04;2125,45;1844,12;12,64;12,06;38,42;1020,26;1430,61
L000575;P004;U01;2024-01-24;1928,01;1769,05;14,79;17,9;79,54;457,29;2962,96
L000576;P006;U03;2025-11-09;2041,16;1917,59;14,39;19,11;12,32;955,81;3559,05
L000577;P003;U02;2024-04-12;1114,89;1028,36;6,43;8,1;24,99;294,66;793,66
L000578;P007;U03;2025-07-30;1000,3;939,57;5,91;7,62;35,32;379,03;1692,56
L000579;P007;U02;2024-10-23;679,04;586,21;4,79;5,76;2,55;280,55;505,9
L000580;P006;U02;2025-03-09;715,97;709,7;3,7;3,41;17,25;213,71;921,36
L000581;P001;U02;2024-09-09;1445,92;1349,89;9,47;8,75;34,56;429,79;2824,35
L000582;P008;U01;2025-08-02;886,52;906,48;4,55;5,13;15,8;311,93;1538,14
L000583;P007;U02;2026-02-07;1838,18;1721,75;10,86;10,31;60,24;505,58;4780,08
L000584;P002;U03;2025-10-26;841,52;762,08;5,53;7,01;34,28;381,27;1348,86
L000585;P002;U03;2024-03-17;2154,43;2172,61;15,13;19,1;92,54;576,44;4597,94
L000586;P001;U02;2025-03-31;1092,66;1098,2;5,62;6,85;40,08;277,63;2990,24
L000587;P008;U02;2024-12-23;396,92;395,86;2,02;2,3;12,49;135,56;1058,64
L000588;P003;U03;2024-12-12;1871,55;1890,32;11,06;13,89;38,09;704,55;3462,65
L000589;P004;U01;2025-04-02;675,87;587,0;4,04;4,96;15,47;150,97;1295,47
L000590;P008;U01;2024-02-26;2101,24;1897,82;14,38;18,17;15,02;1137,55;2436,62
