acesso_id,visita_id,data_hora,ponto,evento
AC00511,VI01433,2025-11-22,Laboratório,Saída
AC00512,VI06832,2025-06-01,Laboratório,Entrada
AC00513,VI03155,2026-01-17,Portaria,Entrada
AC00514,VI06285,2025-12-24,Produção,Entrada
AC00515,VI06928,2025-10-01,Portaria,Entrada
AC00516,VI08875,2024-10-01,Almoxarifado,Entrada
AC00517,VI09114,2024-04-26,Portaria,Entrada
AC00518,VI08871,2025-07-26,Produção,Saída
AC00519,VI04641,2025-09-25,Produção,Entrada
AC00520,VI01580,2026-02-05,Almoxarifado,Entrada
AC00521,VI04006,2024-02-28,Produção,Saída
AC00522,VI07209,2026-04-06,Almoxarifado,Entrada
AC00523,VI06336,2025-05-07,Portaria,Entrada
AC00524,VI03253,2025-07-24,Almoxarifado,Saída
AC00525,VI04466,2024-03-21,Laboratório,Entrada
AC00526,VI06211,2025-11-24,Laboratório,Saída
AC00527,VI08326,2024-11-10,Almoxarifado,Saída
AC00528,VI04852,2026-01-14,Portaria,Entrada
AC00529,VI09390,2026-03-08,Portaria,Entrada
AC00530,VI00571,2026-06-10,Laboratório,Entrada
AC00531,VI07300,2025-02-03,Portaria,Saída
AC00532,VI06472,2024-08-18,Produção,Entrada
AC00533,VI06846,2025-12-30,Laboratório,Entrada
AC00534,VI00223,2024-10-10,Almoxarifado,Saída
AC00535,VI08599,2025-03-04,Almoxarifado,Saída
AC00536,VI00640,2024-04-26,Portaria,Entrada
AC00537,VI06126,2025-10-02,Almoxarifado,Negado
AC00538,VI00114,2025-07-28,Laboratório,Saída
AC00539,VI04149,2025-03-03,Portaria,Saída
AC00540,VI07540,2025-07-18,Laboratório,Saída
AC00541,VI01492,2026-04-06,Laboratório,Entrada
AC00542,VI01893,2024-09-24,Produção,Saída
AC00543,VI05252,2024-07-12,Almoxarifado,Entrada
AC00544,VI05883,2026-06-14,Produção,Entrada
AC00545,VI04187,2025-11-28,Produção,Entrada
AC00546,VI07396,2026-04-22,Portaria,Entrada
AC00547,VI04929,2024-10-16,Laboratório,Saída
AC00548,VI05512,2024-05-24,Portaria,Negado
AC00549,VI03944,2024-05-22,Almoxarifado,Saída
AC00550,VI07478,2024-11-24,Laboratório,Saída
AC00551,VI03572,2025-07-22,Produção,Entrada
AC00552,VI02817,2024-02-26,Portaria,Entrada
AC00553,VI04143,2026-05-11,Produção,Saída
AC00554,VI02566,2024-03-06,Produção,Entrada
AC00555,VI07148,2024-02-10,Produção,Saída
AC00556,VI01391,2026-02-26,Almoxarifado,Entrada
AC00557,VI01231,2024-02-22,Produção,Entrada
AC00558,VI07706,2026-04-01,Almoxarifado,Entrada
AC00559,VI04803,2025-12-17,Portaria,Negado
AC00560,VI06165,2025-12-23,Portaria,Saída
AC00561,VI05743,2026-01-26,Portaria,Entrada
AC00562,VI07767,2025-07-01,Produção,Entrada
AC00563,VI07071,2024-12-18,Produção,Saída
AC00564,VI03632,2024-01-15,Portaria,Saída
AC00565,VI02391,2024-02-29,Produção,Entrada
AC00566,VI05544,2024-07-14,Produção,Negado
AC00567,VI09069,2025-10-15,Produção,Entrada
AC00568,VI01972,2024-01-22,Produção,Saída
AC00569,VI04372,2026-02-25,Portaria,Entrada
AC00570,VI02277,2026-03-16,Produção,Entrada
AC00571,VI02248,2024-02-10,Produção,Saída
AC00572,VI06388,2026-03-12,Portaria,Saída
AC00573,VI04828,2024-04-25,Almoxarifado,Entrada
AC00574,VI03451,2024-07-31,Portaria,Negado
AC00575,VI03819,2025-02-20,Portaria,Entrada
AC00576,VI01101,2025-12-24,Almoxarifado,Entrada
AC00577,VI08444,2024-09-18,Portaria,Entrada
AC00578,VI01326,2024-07-09,Almoxarifado,Negado
AC00579,VI03638,2024-08-04,Portaria,Saída
AC00580,VI05265,2026-01-04,Produção,Saída
AC00581,VI01926,2024-05-22,Laboratório,Entrada
AC00582,VI07039,2025-01-30,Portaria,Entrada
AC00583,VI07504,2024-05-11,Laboratório,Saída
AC00584,VI07734,2025-03-12,Portaria,Saída
AC00585,VI04914,2024-09-06,Portaria,Entrada
AC00586,VI04145,2026-06-05,Portaria,Saída
AC00587,VI03173,2025-09-28,Laboratório,Entrada
AC00588,VI04819,2026-01-25,Almoxarifado,Entrada
AC00589,VI07434,2025-06-23,Laboratório,Entrada
AC00590,VI01952,2025-08-28,Almoxarifado,Entrada
AC00591,VI07597,2025-05-29,Portaria,Saída
AC00592,VI02725,2025-09-22,Produção,Entrada
AC00593,VI05346,2026-07-05,Portaria,Saída
AC00594,VI05633,2026-05-20,Portaria,Saída
AC00595,VI03200,2024-09-17,Almoxarifado,Entrada
AC00596,VI00727,2025-05-19,Laboratório,Saída
AC00597,VI04449,2024-04-17,Produção,Saída
AC00598,VI02249,2026-01-28,Produção,Entrada
AC00599,VI00600,2025-09-29,Portaria,Entrada
AC00600,VI00654,2025-12-30,Produção,Saída
AC00601,VI05410,2026-04-21,Produção,Saída
AC00602,VI06436,2026-03-19,Portaria,Entrada
AC00603,VI05103,2024-12-27,Almoxarifado,Saída
AC00604,VI05501,2026-07-11,Portaria,Entrada
AC00605,VI06434,2025-09-21,Portaria,Saída
AC00606,VI08998,2025-12-21,Laboratório,Entrada
AC00607,VI04405,2025-01-03,Portaria,Entrada
AC00608,VI01111,2024-02-09,Produção,Entrada
AC00609,VI06605,2025-11-01,Almoxarifado,Entrada
AC00610,VI01889,2026-04-22,Almoxarifado,Saída
AC00611,VI06776,2026-03-28,Laboratório,Entrada
AC00612,VI04684,2025-08-14,Portaria,Saída
AC00613,VI06169,2026-05-27,Portaria,Saída
AC00614,VI07966,2024-07-23,Produção,Saída
AC00615,VI01772,2025-09-16,Produção,Saída
AC00616,VI05832,2024-08-20,Portaria,Entrada
AC00617,VI05852,2025-10-08,Laboratório,Entrada
AC00618,VI06926,2025-03-28,Produção,Saída
AC00619,VI04171,2025-08-09,Almoxarifado,Entrada
AC00620,VI00292,2024-03-26,Laboratório,Saída
AC00621,VI05795,2025-07-13,Almoxarifado,Saída
AC00622,VI04711,2025-04-05,Laboratório,Saída
AC00623,VI04975,2024-08-09,Portaria,Saída
AC00624,VI00451,2024-05-12,Portaria,Saída
AC00625,VI05995,2025-02-05,Produção,Saída
AC00626,VI04389,2026-01-09,Laboratório,Entrada
AC00627,VI00280,2025-08-11,Produção,Entrada
AC00628,VI02976,2025-08-01,Laboratório,Entrada
AC00629,VI04010,2024-01-30,Produção,Entrada
AC00630,VI09323,2024-06-20,Almoxarifado,Saída
AC00631,VI07005,2024-08-26,Portaria,Entrada
AC00632,VI03604,2025-01-19,Produção,Saída
AC00633,VI03468,2024-12-21,Portaria,Saída
AC00634,VI01296,2024-04-03,Portaria,Entrada
AC00635,VI02754,2026-03-01,Laboratório,Entrada
AC00636,VI01267,2025-09-21,Almoxarifado,Negado
AC00637,VI03240,2024-04-09,Produção,Saída
AC00638,VI04509,2024-02-10,Produção,Entrada
AC00639,VI08599,2024-08-26,Produção,Entrada
AC00640,VI03659,2024-01-19,Laboratório,Entrada
AC00641,VI05255,2024-09-13,Portaria,Saída
AC00642,VI07825,2025-06-17,Laboratório,Entrada
AC00643,VI07302,2025-06-13,Portaria,Entrada
AC00644,VI07040,2025-04-26,Almoxarifado,Entrada
AC00645,VI07653,2025-01-27,Produção,Entrada
AC00646,VI01162,2025-10-28,Laboratório,Saída
AC00647,VI06915,2026-07-24,Laboratório,Saída
AC00648,VI04717,2024-03-13,Almoxarifado,Saída
AC00649,VI08309,2025-07-12,Almoxarifado,Entrada
AC00650,VI02793,2026-04-20,Almoxarifado,Saída
AC00651,VI02619,2024-04-10,Laboratório,Entrada
AC00652,VI01395,2025-04-03,Portaria,Entrada
AC00653,VI08795,2024-11-16,Portaria,Saída
AC00654,VI04911,2025-06-30,Produção,Saída
AC00655,VI02439,2025-11-03,Produção,Saída
AC00656,VI08616,2024-01-14,Almoxarifado,Negado
AC00657,VI00635,2025-06-30,Portaria,Entrada
AC00658,VI06747,2025-05-14,Portaria,Entrada
AC00659,VI01899,2026-04-30,Almoxarifado,Entrada
AC00660,VI05175,2024-10-18,Almoxarifado,Entrada
AC00661,VI08800,2024-07-31,Laboratório,Saída
AC00662,VI04356,2024-08-23,Portaria,Entrada
AC00663,VI00708,2025-12-07,Almoxarifado,Entrada
AC00664,VI08341,2024-02-22,Produção,Saída
AC00665,VI01535,2024-10-16,Produção,Entrada
AC00666,VI07361,2024-10-19,Produção,Saída
AC00667,VI09270,2024-05-13,Produção,Entrada
AC00668,VI08926,2025-03-27,Portaria,Entrada
AC00669,VI08092,2026-02-03,Portaria,Saída
AC00670,VI02484,2024-01-07,Laboratório,Saída
AC00671,VI09240,2025-03-27,Portaria,Saída
AC00672,VI02808,2026-03-21,Produção,Entrada
AC00673,VI08968,2025-11-25,Laboratório,Saída
AC00674,VI00583,2026-05-02,Almoxarifado,Entrada
AC00675,VI06733,2025-09-12,Produção,Entrada
AC00676,VI08592,2025-04-14,Laboratório,Saída
AC00677,VI01040,2026-06-09,Portaria,Saída
AC00678,VI01186,2025-07-23,Produção,Entrada
AC00679,VI01087,2025-02-12,Almoxarifado,Entrada
AC00680,VI08257,2024-01-05,Produção,Entrada
AC00681,VI04295,2024-12-12,Produção,Entrada
AC00682,VI05531,2024-05-02,Almoxarifado,Entrada
AC00683,VI06591,2025-10-18,Almoxarifado,Saída
AC00684,VI02494,2026-04-15,Laboratório,Saída
AC00685,VI09007,2024-11-13,Almoxarifado,Entrada
AC00686,VI01402,2026-03-28,Almoxarifado,Entrada
AC00687,VI02372,2024-08-14,Produção,Saída
AC00688,VI05436,2025-09-04,Laboratório,Saída
AC00689,VI00516,2026-03-21,Portaria,Saída
AC00690,VI03652,2025-01-22,Almoxarifado,Entrada
AC00691,VI04031,2025-06-03,Produção,Entrada
AC00692,VI04551,2025-09-10,Almoxarifado,Entrada
AC00693,VI00343,2024-01-20,Laboratório,Saída
AC00694,VI02941,2026-07-04,Portaria,Entrada
AC00695,VI03853,2024-07-11,Portaria,Entrada
AC00696,VI08686,2025-10-12,Produção,Saída
AC00697,VI01613,2026-01-14,Laboratório,Saída
AC00698,VI04765,2024-09-14,Almoxarifado,Entrada
AC00699,VI03163,2024-03-05,Almoxarifado,Saída
AC00700,VI03723,2026-06-22,Produção,Entrada
AC00701,VI05316,2024-03-08,Laboratório,Entrada
AC00702,VI03338,2026-01-29,Almoxarifado,Saída
AC00703,VI01004,2025-09-16,Almoxarifado,Entrada
AC00704,VI00414,2024-06-25,Laboratório,Entrada
AC00705,VI07203,2025-06-06,Laboratório,Entrada
AC00706,VI06344,2025-09-17,Produção,Entrada
AC00707,VI00909,2024-12-09,Produção,Saída
AC00708,VI09278,2024-11-23,Laboratório,Negado
AC00709,VI06411,2024-10-02,Portaria,Saída
AC00710,VI02031,2026-03-18,Laboratório,Saída
AC00711,VI01007,2025-06-29,Laboratório,Saída
AC00712,VI07839,2025-12-10,Almoxarifado,Entrada
AC00713,VI06713,2025-01-06,Produção,Saída
AC00714,VI05256,2026-07-19,Almoxarifado,Entrada
AC00715,VI05450,2026-06-01,Produção,Saída
AC00716,VI04230,2025-12-30,Produção,Saída
AC00717,VI01742,2025-12-05,Portaria,Negado
AC00718,VI02522,2024-01-14,Produção,Saída
AC00719,VI03801,2024-08-16,Almoxarifado,Entrada
AC00720,VI05312,2026-06-22,Laboratório,Saída
AC00721,VI01763,2025-03-11,Produção,Negado
AC00722,VI06290,2025-10-02,Almoxarifado,Saída
AC00723,VI04419,2026-07-15,Laboratório,Entrada
AC00724,VI05904,2025-04-30,Produção,Saída
AC00725,VI05874,2025-04-07,Almoxarifado,Saída
AC00726,VI06152,2026-06-02,Portaria,Entrada
AC00727,VI04383,2026-06-27,Laboratório,Saída
AC00728,VI07008,2026-05-14,Almoxarifado,Entrada
AC00729,VI05622,2024-04-18,Portaria,Entrada
AC00730,VI07660,2024-08-14,Almoxarifado,Saída
AC00731,VI05378,2026-05-06,Laboratório,Entrada
AC00732,VI02605,2024-10-27,Produção,Entrada
AC00733,VI09249,2024-01-27,Produção,Saída
AC00734,VI06093,2026-07-02,Portaria,Saída
AC00735,VI09458,2025-08-12,Portaria,Saída
AC00736,VI08713,2025-08-10,Laboratório,Saída
AC00737,VI00785,2025-12-12,Laboratório,Entrada
AC00738,VI08651,2026-07-16,Almoxarifado,Saída
AC00739,VI09345,2025-09-03,Almoxarifado,Entrada
AC00740,VI08342,2025-01-26,Almoxarifado,Saída
AC00741,VI01882,2025-11-02,Almoxarifado,Saída
AC00742,VI03123,2025-05-04,Portaria,Entrada
AC00743,VI06458,2025-08-11,Produção,Entrada
AC00744,VI06910,2026-06-01,Laboratório,Saída
AC00745,VI03331,2025-11-20,Produção,Saída
AC00746,VI07562,2026-07-18,Laboratório,Entrada
AC00747,VI01793,2025-10-16,Almoxarifado,Saída
AC00748,VI08991,2025-03-16,Laboratório,Entrada
AC00749,VI01768,2025-02-26,Portaria,Entrada
AC00750,VI06529,2025-04-14,Portaria,Saída
AC00751,VI05189,2024-12-02,Laboratório,Entrada
AC00752,VI09007,2026-05-23,Produção,Saída
AC00753,VI01113,2024-07-19,Laboratório,Entrada
AC00754,VI01251,2024-01-04,Portaria,Entrada
AC00755,VI00303,2025-05-22,Almoxarifado,Saída
AC00756,VI01333,2025-10-14,Almoxarifado,Entrada
AC00757,VI01393,2025-01-24,Produção,Entrada
AC00758,VI01661,2025-08-24,Portaria,Entrada
AC00759,VI01377,2025-09-13,Laboratório,Entrada
AC00760,VI02950,2026-02-09,Laboratório,Saída
AC00761,VI06568,2024-10-28,Almoxarifado,Entrada
AC00762,VI08719,2026-04-26,Laboratório,Entrada
AC00763,VI07984,2024-10-08,Portaria,Entrada
AC00764,VI06778,2025-02-01,Produção,Entrada
AC00765,VI08281,2026-07-27,Laboratório,Entrada
AC00766,VI00515,2024-10-12,Produção,Entrada
AC00767,VI06537,2025-12-27,Almoxarifado,Entrada
AC00768,VI03058,2025-12-06,Laboratório,Entrada
AC00769,VI00529,2024-01-03,Portaria,Entrada
AC00770,VI08042,2025-07-04,Almoxarifado,Saída
AC00771,VI05729,2024-02-16,Produção,Entrada
AC00772,VI00137,2024-12-13,Portaria,Saída
AC00773,VI07283,2024-10-22,Almoxarifado,Saída
AC00774,VI01059,2025-12-16,Portaria,Saída
AC00775,VI08514,2024-06-02,Almoxarifado,Saída
AC00776,VI09142,2024-04-05,Almoxarifado,Entrada
AC00777,VI03301,2026-03-31,Portaria,Entrada
AC00778,VI08745,2025-12-06,Portaria,Saída
AC00779,VI03902,2024-10-21,Almoxarifado,Saída
AC00780,VI03135,2024-01-23,Almoxarifado,Entrada
AC00781,VI07320,2025-03-30,Produção,Saída
AC00782,VI03364,2025-08-25,Laboratório,Entrada
AC00783,VI03024,2025-03-22,Portaria,Entrada
AC00784,VI03757,2026-03-16,Almoxarifado,Entrada
AC00785,VI06385,2024-11-12,Produção,Saída
AC00786,VI01574,2024-11-26,Produção,Saída
AC00787,VI06447,2024-10-05,Portaria,Entrada
AC00788,VI03454,2025-11-01,Portaria,Entrada
AC00789,VI04013,2025-01-13,Laboratório,Saída
AC00790,VI05549,2026-07-21,Produção,Entrada
AC00791,VI06445,2025-11-28,Almoxarifado,Saída
AC00792,VI01030,2025-11-19,Laboratório,Saída
AC00793,VI08067,2025-06-20,Laboratório,Saída
AC00794,VI07645,2026-01-04,Laboratório,Saída
AC00795,VI06097,2024-06-09,Portaria,Entrada
AC00796,VI03297,2024-04-22,Produção,Saída
AC00797,VI07891,2024-01-11,Almoxarifado,Entrada
AC00798,VI01416,2025-06-27,Portaria,Saída
AC00799,VI04465,2026-02-18,Produção,Entrada
AC00800,VI05219,2026-05-27,Portaria,Saída
AC00801,VI00455,2025-09-30,Portaria,Saída
AC00802,VI00173,2025-11-12,Almoxarifado,Entrada
AC00803,VI04650,2024-12-17,Almoxarifado,Entrada
AC00804,VI09307,2025-10-02,Laboratório,Saída
AC00805,VI05814,2024-01-14,Portaria,Entrada
AC00806,VI07279,2024-04-28,Produção,Negado
AC00807,VI03085,2024-02-16,Almoxarifado,Saída
AC00808,VI05191,2026-01-19,Almoxarifado,Saída
AC00809,VI06463,2024-02-01,Almoxarifado,Entrada
AC00810,VI00233,2025-03-19,Produção,Saída
AC00811,VI01383,2025-01-12,Almoxarifado,Negado
AC00812,VI02121,2025-06-23,Almoxarifado,Saída
AC00813,VI01484,2024-06-08,Almoxarifado,Entrada
AC00814,VI09327,2025-07-21,Almoxarifado,Saída
AC00815,VI08623,2026-07-04,Almoxarifado,Saída
AC00816,VI00789,2026-03-15,Laboratório,Saída
AC00817,VI02392,2025-09-24,Produção,Entrada
AC00818,VI07213,2024-04-04,Almoxarifado,Entrada
AC00819,VI01819,2024-08-29,Laboratório,Saída
AC00820,VI00730,2025-01-03,Laboratório,Entrada
AC00821,VI06141,2025-08-06,Produção,Saída
AC00822,VI01738,2026-04-07,Produção,Saída
AC00823,VI02398,2025-12-15,Produção,Entrada
AC00824,VI00552,2025-05-14,Produção,Saída
AC00825,VI00834,2025-05-01,Laboratório,Entrada
AC00826,VI09275,2024-01-11,Produção,Saída
AC00827,VI01508,2025-07-08,Produção,Saída
AC00828,VI04703,2025-10-27,Portaria,Entrada
AC00829,VI04672,2025-08-03,Produção,Entrada
AC00830,VI04705,2024-01-04,Produção,Saída
AC00831,VI04841,2024-04-17,Almoxarifado,Entrada
AC00832,VI08279,2026-01-03,Portaria,Saída
AC00833,VI05361,2025-11-11,Almoxarifado,Entrada
AC00834,VI04369,2025-11-02,Almoxarifado,Entrada
AC00835,VI04236,2024-03-16,Portaria,Saída
AC00836,VI07195,2025-11-15,Portaria,Entrada
AC00837,VI06198,2026-06-13,Portaria,Saída
AC00838,VI06205,2024-04-06,Laboratório,Entrada
AC00839,VI08641,2025-12-24,Portaria,Saída
AC00840,VI05460,2025-06-13,Portaria,Entrada
AC00841,VI07159,2025-06-15,Laboratório,Entrada
AC00842,VI07584,2025-07-13,Almoxarifado,Saída
AC00843,VI06989,2025-03-12,Laboratório,Entrada
AC00844,VI01269,2024-02-10,Laboratório,Saída
AC00845,VI05859,2025-03-02,Laboratório,Saída
AC00846,VI07851,2024-07-18,Laboratório,Entrada
AC00847,VI07423,2025-03-13,Produção,Saída
AC00848,VI06544,2024-11-07,Almoxarifado,Saída
AC00849,VI06238,2025-05-10,Almoxarifado,Entrada
AC00850,VI03413,2026-05-18,Portaria,Saída
AC00851,VI02642,2024-12-07,Produção,Saída
AC00852,VI07474,2025-01-08,Produção,Saída
AC00853,VI04228,2025-08-14,Portaria,Saída
AC00854,VI07293,2024-12-20,Portaria,Saída
AC00855,VI01039,2024-08-24,Produção,Entrada
AC00856,VI03650,2025-08-08,Portaria,Saída
AC00857,VI00912,2025-10-06,Laboratório,Entrada
AC00858,VI02052,2024-01-25,Produção,Entrada
AC00859,VI02117,2025-01-08,Almoxarifado,Entrada
AC00860,VI09274,2024-06-12,Portaria,Saída
AC00861,VI01214,2024-03-24,Portaria,Saída
AC00862,VI09077,2024-07-20,Laboratório,Saída
AC00863,VI04991,2024-10-22,Portaria,Entrada
AC00864,VI08605,2025-12-12,Portaria,Entrada
AC00865,VI02535,2025-11-07,Produção,Entrada
AC00866,VI06022,2026-03-08,Produção,Saída
AC00867,VI08951,2025-04-15,Laboratório,Entrada
AC00868,VI03842,2026-07-06,Laboratório,Entrada
AC00869,VI08506,2024-05-03,Produção,Saída
AC00870,VI02269,2025-09-18,Portaria,Saída
AC00871,VI03400,2024-03-08,Portaria,Entrada
AC00872,VI01692,2024-08-05,Laboratório,Saída
AC00873,VI04740,2025-07-14,Almoxarifado,Saída
AC00874,VI07343,2025-06-02,Produção,Entrada
AC00875,VI01632,2025-11-26,Almoxarifado,Saída
AC00876,VI04076,2025-04-22,Portaria,Saída
AC00877,VI06928,2025-12-11,Produção,Saída
AC00878,VI03525,2024-04-08,Portaria,Entrada
AC00879,VI00854,2026-05-29,Produção,Saída
AC00880,VI08356,2025-04-01,Portaria,Entrada
AC00881,VI02945,2025-09-30,Portaria,Saída
AC00882,VI03586,2024-05-16,Portaria,Saída
AC00883,VI08112,2024-02-26,Almoxarifado,Saída
AC00884,VI06475,2025-01-14,Produção,Entrada
AC00885,VI03134,2025-12-07,Produção,Entrada
AC00886,VI07853,2024-01-14,Laboratório,Saída
AC00887,VI06435,2024-02-05,Almoxarifado,Entrada
AC00888,VI09243,2024-09-09,Almoxarifado,Entrada
AC00889,VI04208,2024-09-11,Produção,Entrada
AC00890,VI07095,2025-02-09,Produção,Entrada
AC00891,VI00800,2025-09-16,Portaria,Saída
AC00892,VI07845,2025-04-20,Laboratório,Entrada
AC00893,VI04241,2026-01-11,Almoxarifado,Saída
AC00894,VI03181,2026-01-19,Almoxarifado,Entrada
AC00895,VI02756,2024-04-02,Portaria,Saída
AC00896,VI02224,2025-10-14,Almoxarifado,Entrada
AC00897,VI00004,2024-01-09,Portaria,Saída
AC00898,VI04470,2025-07-14,Laboratório,Entrada
AC00899,VI06218,2024-03-23,Almoxarifado,Saída
AC00900,VI03746,2024-10-05,Produção,Saída
AC00901,VI03658,2025-04-15,Laboratório,Negado
AC00902,VI09114,2026-02-25,Portaria,Saída
AC00903,VI03829,2026-07-07,Laboratório,Entrada
AC00904,VI01093,2025-12-23,Produção,Entrada
AC00905,VI02193,2025-05-09,Almoxarifado,Saída
AC00906,VI04141,2024-08-24,Laboratório,Saída
AC00907,VI07724,2024-07-25,Produção,Entrada
AC00908,VI04490,2026-02-28,Laboratório,Saída
AC00909,VI01416,2024-06-22,Portaria,Saída
AC00910,VI01415,2024-03-09,Produção,Entrada
AC00911,VI09412,2025-05-28,Laboratório,Saída
AC00912,VI07256,2025-12-08,Laboratório,Entrada
AC00913,VI02113,2024-03-05,Portaria,Saída
AC00914,VI04490,2024-09-30,Portaria,Negado
AC00915,VI09409,2025-06-24,Produção,Entrada
AC00916,VI03596,2024-10-15,Produção,Entrada
AC00917,VI02227,2026-03-07,Portaria,Saída
AC00918,VI04773,2026-01-18,Produção,Entrada
AC00919,VI05619,2025-08-23,Produção,Saída
AC00920,VI07296,2024-08-15,Portaria,Entrada
AC00921,VI04920,2024-04-10,Laboratório,Entrada
AC00922,VI06239,2025-12-14,Produção,Entrada
AC00923,VI05798,2025-05-23,Laboratório,Entrada
AC00924,VI03155,2024-02-01,Produção,Saída
AC00925,VI07661,2025-10-12,Almoxarifado,Entrada
AC00926,VI01855,2026-06-19,Produção,Entrada
AC00927,VI00011,2025-02-14,Portaria,Entrada
AC00928,VI03447,2024-11-22,Almoxarifado,Saída
AC00929,VI04998,2026-01-29,Produção,Entrada
AC00930,VI04087,2026-04-29,Portaria,Entrada
AC00931,VI07948,2024-12-02,Portaria,Saída
AC00932,VI02315,2025-08-20,Portaria,Saída
AC00933,VI02808,2024-01-29,Almoxarifado,Saída
AC00934,VI02475,2025-10-04,Portaria,Entrada
AC00935,VI05194,2024-04-18,Laboratório,Saída
AC00936,VI07742,2024-02-09,Produção,Saída
AC00937,VI01747,2025-04-14,Produção,Entrada
AC00938,VI02683,2025-09-06,Laboratório,Entrada
AC00939,VI08611,2024-09-07,Produção,Negado
AC00940,VI07571,2026-01-06,Produção,Saída
AC00941,VI02344,2026-03-31,Laboratório,Saída
AC00942,VI09174,2025-04-24,Produção,Entrada
AC00943,VI07969,2026-07-12,Portaria,Saída
AC00944,VI04346,2025-10-28,Portaria,Saída
AC00945,VI05852,2024-03-07,Produção,Entrada
AC00946,VI02670,2025-07-03,Almoxarifado,Entrada
AC00947,VI00811,2024-03-09,Portaria,Saída
AC00948,VI07715,2026-07-21,Portaria,Saída
AC00949,VI03944,2025-08-28,Laboratório,Negado
AC00950,VI06737,2025-11-09,Almoxarifado,Entrada
AC00951,VI01619,2024-11-28,Portaria,Saída
AC00952,VI05440,2025-02-11,Portaria,Entrada
AC00953,VI02748,2024-12-11,Almoxarifado,Saída
AC00954,VI02673,2026-03-15,Produção,Saída
AC00955,VI00892,2026-07-09,Almoxarifado,Saída
AC00956,VI01018,2024-12-17,Laboratório,Saída
AC00957,VI07668,2024-10-12,Almoxarifado,Entrada
AC00958,VI01405,2026-06-05,Almoxarifado,Entrada
AC00959,VI04449,2025-09-30,Portaria,Entrada
AC00960,VI07427,2025-09-15,Almoxarifado,Saída
AC00961,VI01463,2026-07-13,Produção,Entrada
AC00962,VI05724,2026-04-24,Portaria,Saída
AC00963,VI04469,2024-06-16,Portaria,Saída
AC00964,VI01263,2025-04-09,Produção,Saída
AC00965,VI01677,2024-09-26,Produção,Saída
AC00966,VI05779,2026-01-19,Portaria,Saída
AC00967,VI04144,2024-07-10,Produção,Saída
AC00968,VI01735,2024-08-29,Portaria,Negado
AC00969,VI08361,2024-12-16,Almoxarifado,Saída
AC00970,VI01487,2024-08-17,Portaria,Entrada
AC00971,VI07297,2024-04-24,Portaria,Saída
AC00972,VI09391,2026-05-07,Almoxarifado,Negado
AC00973,VI08752,2024-11-26,Portaria,Entrada
AC00974,VI04017,2025-06-17,Produção,Entrada
AC00975,VI06634,2026-07-16,Portaria,Saída
AC00976,VI06948,2025-02-02,Produção,Entrada
AC00977,VI09256,2026-05-14,Portaria,Saída
AC00978,VI06961,2024-11-08,Produção,Entrada
AC00979,VI08917,2025-02-10,Almoxarifado,Saída
AC00980,VI04880,2025-02-23,Laboratório,Saída
