reserva_id;viagem_id;veiculo_id;km_previsto;km_real
RV03033;VG02409;VE001;316;647
RV03034;VG02209;VE012;525;69
RV03035;VG01591;VE028;144;1066
RV03036;VG01468;VE023;706;881
RV03037;VG02561;VE062;587;493
RV03038;VG00358;VE052;942;328
RV03039;VG03994;VE022;58;488
RV03040;VG04131;VE066;977;1225
RV03041;VG03014;VE048;77;690
RV03042;VG02604;VE049;180;624
RV03043;VG03061;VE024;1099;1198
RV03044;VG03377;VE024;851;485
RV03045;VG03031;VE041;898;198
RV03046;VG00826;VE006;699;318
RV03047;VG00565;VE050;521;292
RV03048;VG00249;VE031;134;976
RV03049;VG02865;VE055;1196;1024
RV03050;VG00667;VE031;882;651
RV03051;VG01095;VE005;189;1231
RV03052;VG00769;VE066;1097;890
RV03053;VG03521;VE049;59;1030
RV03054;VG00286;VE004;921;802
RV03055;VG04012;VE052;833;865
RV03056;VG03851;VE066;300;1236
RV03057;VG02562;VE068;247;271
RV03058;VG02917;VE013;957;918
RV03059;VG01097;VE048;162;712
RV03060;VG02874;VE056;418;972
RV03061;VG00413;VE012;357;657
RV03062;VG03350;VE007;285;1009
RV03063;VG03022;VE006;317;222
RV03064;VG02199;VE035;220;165
RV03065;VG01183;VE026;418;877
RV03066;VG00837;VE058;172;1261
RV03067;VG02486;VE019;1185;1245
RV03068;VG02292;VE052;263;1188
RV03069;VG00285;VE062;368;1011
RV03070;VG03066;VE046;956;1004
RV03071;VG01758;VE050;431;130
RV03072;VG01125;VE067;371;1084
RV03073;VG03635;VE062;777;1057
RV03074;VG00272;VE029;1143;488
RV03075;VG03290;VE068;760;28
RV03076;VG00744;VE044;607;1051
RV03077;VG03218;VE017;906;368
RV03078;VG03884;VE008;457;510
RV03079;VG03029;VE041;627;254
RV03080;VG01186;VE002;500;1214
RV03081;VG02019;VE024;362;417
RV03082;VG02801;VE002;1075;781
RV03083;VG02303;VE037;581;1090
RV03084;VG03501;VE068;460;532
RV03085;VG03598;VE045;621;358
RV03086;VG04034;VE055;685;22
RV03087;VG03972;VE045;221;1026
RV03088;VG01009;VE034;573;314
RV03089;VG00990;VE047;521;925
RV03090;VG03308;VE010;920;344
RV03091;VG01563;VE030;489;906
RV03092;VG04081;VE022;87;605
RV03093;VG02547;VE070;827;361
RV03094;VG02850;VE056;957;1051
RV03095;VG01405;VE067;397;1111
RV03096;VG03646;VE004;1161;691
RV03097;VG00039;VE015;59;548
RV03098;VG03352;VE023;952;1093
RV03099;VG00568;VE043;649;995
RV03100;VG01134;VE027;305;573
RV02840;VG01658;VE055;1162;519
RV02520;VG01921;VE055;937;332
RV00283;VG03526;VE023;931;1118
ERRO_reservas_frota_1;VG03618;VE011;-999;674
