pedido_id,data_pedido,cliente_id,produto_id,unidade_id,quantidade,desconto_pct,status,receita_bruta,receita_liquida,custo_total,data_prometida,data_entrega,margem,margem_pct
PV000179,2024-08-16,C0486,P001,U03,30.18,0.1107,Entregue,558.33,496.52,222.51,2024-08-26,2024-08-28,274.01,0.5518609522275034
PV000180,2024-12-05,C0235,P005,U02,95.14,0.0536,Entregue,3015.94,2854.29,1529.32,2024-12-11,2024-12-17,1324.97,0.46420300670219217
PV000181,2024-01-08,C0487,P005,U01,51.48,0.1691,Entregue,1631.92,1355.96,815.98,2024-01-12,2024-01-10,539.98,0.3982270863447299
PV000182,2026-05-21,C0133,P004,U01,160.02,0.092,Entregue,2144.27,1947.0,975.78,2026-05-26,2026-05-28,971.22,0.498828967642527
PV000183,2024-12-31,C0036,P007,U01,35.6,0.1219,Faturado,348.88,306.35,136.65,2025-01-04,2025-01-05,169.70000000000002,0.5539415700995594
PV000184,2025-07-16,C0356,P007,U03,215.2,0.0949,Entregue,2108.96,1908.82,927.04,2025-07-26,2025-07-28,981.78,0.5143387013966744
PV000185,2024-07-30,C0122,P001,U01,69.01,0.1445,Entregue,1276.69,1092.21,560.73,2024-08-11,2024-08-11,531.48,0.4866097179113907
PV000186,2024-04-14,C0150,P008,U01,56.64,0.0388,Entregue,996.86,958.18,452.2,2024-04-27,2024-04-25,505.97999999999996,0.5280636206140809
PV000187,2026-06-07,C0134,P005,U03,14.27,0.099,Faturado,452.36,407.58,189.1,2026-06-14,2026-06-14,218.48,0.5360420040237499
PV000188,2024-09-15,C0035,P003,U01,75.43,0.0806,Entregue,3168.06,2912.71,1680.09,2024-09-29,2024-09-30,1232.6200000000001,0.4231866543528192
PV000189,2025-09-11,C0149,P007,U01,55.9,0.1087,Faturado,547.82,488.27,224.47,2025-09-20,2025-09-22,263.79999999999995,0.5402748479324962
PV000190,2025-03-31,C0401,P003,U02,45.49,0.0086,Entregue,1910.58,1894.15,848.87,2025-04-06,2025-04-04,1045.2800000000002,0.5518464746720165
PV000191,2026-02-25,C0299,P004,U02,28.4,0.1299,Entregue,380.56,331.13,174.93,2026-03-11,2026-03-14,156.2,0.4717180563524899
PV000193,2024-05-25,C0358,P002,U03,20.02,0.0696,Entregue,458.46,426.55,200.51,2024-05-29,2024-05-29,226.04000000000002,0.5299261516821006
PV000194,2024-04-28,C0113,P004,U02,22.63,0.0251,Entregue,303.24,295.63,134.4,2024-05-11,2024-05-11,161.23,0.5453776680309846
PV000195,2026-06-09,C0351,P006,U01,77.08,0.102,Entregue,4239.4,3806.98,1875.17,2026-06-23,2026-06-21,1931.81,0.5074389673704616
PV000196,2025-05-21,C0386,P004,U01,93.21,0.0224,Entregue,1249.01,1221.03,543.93,2025-06-04,2025-06-07,677.1,0.5545318296847743
PV000197,2025-03-30,C0012,P007,U01,33.61,0.1503,Cancelado,329.38,279.87,135.97,2025-04-06,2025-04-09,143.9,0.5141672919569801
PV000198,2025-12-03,C0374,P005,U01,74.28,0.1733,Entregue,2354.68,1946.61,1125.37,2025-12-14,2025-12-13,821.24,0.4218821438295293
PV000199,2024-12-25,C0217,P004,U03,174.01,0.1378,Entregue,2331.73,2010.42,959.2,2025-01-03,2025-01-09,1051.22,0.5228857651634982
PV000200,2025-04-01,C0019,P007,U01,74.65,0.0542,Entregue,731.57,691.92,318.54,2025-04-06,2025-04-06,373.37999999999994,0.53962885882761
PV000201,2025-04-22,C0242,P007,U02,27.55,0.1099,Entregue,269.99,240.32,104.92,2025-04-26,2025-04-24,135.39999999999998,0.5634154460719041
PV000202,2025-07-17,C0201,P002,U02,36.01,0.0902,Faturado,824.63,750.25,371.58,2025-07-27,2025-07-26,378.67,0.5047250916361213
PV000203,2024-09-13,C0136,P001,U01,22.06,0.1394,Faturado,408.11,351.22,182.79,2024-09-26,2024-09-25,168.43000000000004,0.4795569728375378
PV000204,2024-03-23,C0271,P006,U01,57.46,0.0735,Entregue,3160.3,2928.02,1426.46,2024-04-05,2024-04-11,1501.56,0.5128243659537844
PV000205,2025-08-29,C0266,P004,U01,90.21,0.0442,Entregue,1208.81,1155.38,490.65,2025-09-04,2025-09-07,664.7300000000001,0.575334521975454
PV000206,2024-01-23,C0490,P008,U03,6.6,0.113,Entregue,116.16,103.03,51.6,2024-02-02,2024-02-03,51.43,0.4991749975735223
PV000207,2024-03-10,C0289,P004,U02,67.48,0.1196,Entregue,904.23,796.08,366.33,2024-03-13,2024-03-13,429.75000000000006,0.5398326801326501
PV000208,2025-01-14,C0406,P006,U01,13.45,0.1,Entregue,739.75,665.78,320.11,2025-01-25,2025-01-31,345.66999999999996,0.5191955300549731
PV000209,2026-06-24,C0444,P003,U01,26.06,0.1352,Entregue,1094.52,946.54,585.74,2026-07-05,2026-07-03,360.79999999999995,0.3811777632218395
PV000210,2024-08-16,C0210,P004,U03,130.21,0.0089,Entregue,1744.81,1729.28,824.49,2024-08-23,2024-08-21,904.79,0.5232177553663953
PV000211,2026-01-16,C0035,P004,U01,22.33,0.1547,Entregue,299.22,252.93,127.61,2026-01-28,2026-01-31,125.32000000000001,0.4954730557861859
PV000212,2025-01-01,C0426,P004,U02,59.43,0.1182,Faturado,796.36,702.23,382.99,2025-01-14,2025-01-14,319.24,0.45460888882559847
PV000213,2024-11-03,C0070,P005,U03,44.23,0.171,Entregue,1402.09,1162.33,678.71,2024-11-14,2024-11-17,483.6199999999999,0.41607805012345883
PV000214,2024-10-05,C0418,P003,U01,43.23,0.0846,Entregue,1815.66,1662.06,841.89,2024-10-09,2024-10-07,820.17,0.4934659398577669
PV000215,2024-02-15,C0384,P002,U03,27.72,0.0951,Entregue,634.79,574.42,277.21,2024-02-25,2024-02-25,297.21,0.5174088645938512
PV000216,2024-05-19,C0400,P008,U01,130.06,0.0771,Entregue,2289.06,2112.57,1048.36,2024-05-24,2024-05-24,1064.2100000000003,0.503751354984687
PV000217,2025-11-21,C0322,P007,U01,40.46,0.023,Entregue,396.51,387.39,176.38,2025-12-01,2025-12-01,211.01,0.5446965590232066
PV000218,2026-04-26,C0492,P001,U01,73.57,0.0995,Entregue,1361.04,1225.62,591.92,2026-05-10,2026-05-10,633.6999999999999,0.5170444346534815
PV000219,2024-07-01,C0125,P001,U01,47.68,0.1111,Entregue,882.08,784.08,381.07,2024-07-15,2024-07-17,403.01000000000005,0.5139909192939496
PV000220,2025-07-16,C0379,P006,U02,27.09,0.1191,Entregue,1489.95,1312.5,759.81,2025-07-24,2025-07-25,552.69,0.4210971428571429
PV000221,2025-05-21,C0230,P008,U02,29.61,0.1229,Entregue,521.14,457.09,220.99,2025-06-01,2025-06-07,236.09999999999997,0.5165284736047605
PV000222,2025-05-25,C0216,P004,U01,11.93,0.1365,Faturado,159.86,138.04,74.96,2025-05-28,2025-05-28,63.08,0.45696899449434947
PV000223,2025-01-09,C0431,P007,U01,81.91,0.0244,Entregue,802.72,783.13,344.78,2025-01-23,2025-01-25,438.35,0.5597410391633574
PV000224,2026-04-18,C0297,P008,U01,13.5,0.1547,Entregue,237.6,200.84,102.69,2026-04-30,2026-05-02,98.15,0.4886974706233818
PV000225,2026-03-08,C0218,P002,U01,27.37,0.0343,Entregue,626.77,605.27,276.2,2026-03-16,2026-03-15,329.07,0.5436747236770367
PV000226,2026-03-01,C0442,P008,U01,27.27,0.0733,Faturado,479.95,444.77,198.88,2026-03-07,2026-03-10,245.89,0.5528475391775525
PV000228,2025-01-15,C0398,P008,U01,50.86,0.0515,Entregue,895.14,849.04,455.85,2025-01-20,2025-01-23,393.18999999999994,0.46309950061245636
PV000229,2026-07-02,C0142,P008,U01,20.66,0.0734,Entregue,363.62,336.93,175.01,2026-07-06,2026-07-07,161.92000000000002,0.4805746000652955
PV000230,2026-07-11,C0321,P008,U03,54.77,0.1144,Entregue,963.95,853.67,423.21,2026-07-23,2026-07-29,430.46,0.5042463715487249
PV000231,2025-04-04,C0499,P008,U02,98.98,0.0012,Entregue,1742.05,1739.96,726.59,2025-04-12,2025-04-12,1013.37,0.5824099404584013
PV000232,2024-09-14,C0378,P008,U02,17.81,0.0362,Entregue,313.46,302.11,152.61,2024-09-26,2024-09-26,149.5,0.49485286816060375
PV000233,2024-03-19,C0002,P008,U03,50.07,0.1073,Entregue,881.23,786.67,365.48,2024-03-30,2024-04-02,421.18999999999994,0.5354087482680158
PV000234,2024-11-27,C0133,P002,U01,12.21,0.0892,Entregue,279.61,254.67,110.77,2024-12-11,2024-12-13,143.89999999999998,0.5650449601445007
PV000235,2024-08-19,C0350,P003,U01,40.5,0.0297,Entregue,1701.0,1650.48,841.24,2024-09-01,2024-09-04,809.24,0.490305850419272
PV000236,2024-11-27,C0315,P007,U01,74.4,0.1678,Faturado,729.12,606.77,336.77,2024-12-08,2024-12-08,270.0,0.4449791519026979
PV000237,2026-01-01,C0387,P005,U03,33.58,0.1035,Entregue,1064.49,954.32,481.34,2026-01-08,2026-01-07,472.9800000000001,0.495619917847263
PV000238,2026-06-16,C0040,P002,U02,23.29,0.0388,Entregue,533.34,512.65,219.72,2026-06-30,2026-07-01,292.92999999999995,0.5714034916609771
PV000239,2025-05-29,C0172,P005,U02,285.44,0.0965,Entregue,9048.45,8175.27,4401.48,2025-06-06,2025-06-08,3773.790000000001,0.4616104422239266
PV000240,2025-04-04,C0049,P005,U03,68.56,0.055,Entregue,2173.35,2053.82,937.83,2025-04-07,2025-04-09,1115.9900000000002,0.5433728369574744
PV000241,2024-01-03,C0230,P007,U03,86.66,0.1165,Entregue,849.27,750.33,338.92,2024-01-10,2024-01-13,411.41,0.5483054122852612
PV000242,2025-03-31,C0103,P004,U01,167.41,0.0175,Entregue,2243.29,2204.03,1016.34,2025-04-14,2025-04-12,1187.69,0.5388719754268317
PV000243,2024-03-22,C0018,P003,U01,14.86,0.0717,Entregue,624.12,579.37,323.64,2024-03-25,2024-03-24,255.73000000000002,0.44139323748209264
PV000244,2026-04-08,C0177,P007,U01,121.27,0.0655,Entregue,1188.45,1110.61,566.26,2026-04-20,2026-04-23,544.3499999999999,0.49013605135916294
PV000245,2025-02-22,C0258,P005,U01,46.99,0.152,Entregue,1489.58,1263.16,653.5,2025-03-01,2025-02-28,609.6600000000001,0.4826466955888407
PV000246,2025-03-18,C0371,P005,U01,21.7,0.167,Entregue,687.89,573.01,322.59,2025-03-26,2025-04-01,250.42000000000002,0.4370255318406311
PV000247,2025-07-03,C0358,P002,U03,44.25,0.1025,Cancelado,1013.32,909.45,413.86,2025-07-08,2025-07-11,495.59000000000003,0.5449337511682886
PV000248,2025-05-03,C0204,P006,U02,69.23,0.0451,Entregue,3807.65,3635.92,1783.49,2025-05-16,2025-05-18,1852.43,0.5094804066096064
PV000249,2025-08-11,C0448,P005,U01,65.57,0.1626,Entregue,2078.57,1740.59,997.3,2025-08-15,2025-08-14,743.29,0.4270333622507311
PV000250,2025-12-03,C0320,P004,U01,16.84,0.0124,Faturado,225.66,222.86,97.08,2025-12-10,2025-12-10,125.78000000000002,0.5643902001256395
PV000251,2024-12-16,C0072,P006,U02,34.55,0.1165,Entregue,1900.25,1678.87,919.47,2024-12-30,2024-12-30,759.3999999999999,0.45232805398869474
PV000252,2025-07-18,C0341,P005,U01,49.07,0.1378,Entregue,1555.52,1341.17,767.87,2025-07-28,2025-07-29,573.3000000000001,0.42746258863529607
PV000253,2025-02-20,C0446,P004,U02,58.89,0.048,Entregue,789.13,751.25,383.14,2025-03-05,2025-03-05,368.11,0.4899966722129784
PV000254,2026-02-22,C0282,P004,U01,42.54,0.0829,Cancelado,570.04,522.78,280.25,2026-02-25,2026-03-03,242.52999999999997,0.46392363900684797
PV000255,2025-11-22,C0280,P006,U01,48.55,0.0004,Entregue,2670.25,2669.18,1374.07,2025-12-01,2025-11-30,1295.11,0.48520894057350944
PV000256,2025-08-03,C0233,P001,U02,41.95,0.0585,Entregue,776.08,730.68,291.09,2025-08-11,2025-08-11,439.59,0.6016176712103793
PV000257,2024-06-26,C0439,P002,U03,26.0,0.0537,Entregue,595.4,563.43,262.09,2024-07-01,2024-07-04,301.34,0.5348313011376746
PV000258,2025-03-30,C0316,P007,U01,60.09,0.1378,Cancelado,588.88,507.73,278.3,2025-04-10,2025-04-13,229.43,0.45187402753431943
PV000259,2025-09-14,C0136,P007,U01,68.38,0.0775,Entregue,670.12,618.19,283.49,2025-09-28,2025-09-28,334.70000000000005,0.5414193047444961
PV000260,2024-01-31,C0213,P006,U01,42.66,0.064,Entregue,2346.3,2196.14,1052.31,2024-02-10,2024-02-10,1143.83,0.5208365586893368
PV000261,2024-06-21,C0495,P007,U02,22.41,0.0765,Entregue,219.62,202.82,92.09,2024-06-25,2024-06-23,110.72999999999999,0.5459520757321763
PV000262,2025-09-18,C0005,P006,U02,140.57,0.1372,Entregue,7731.35,6670.61,3360.44,2025-09-22,2025-09-23,3310.1699999999996,0.4962319787845489
PV000263,2026-01-15,C0279,P007,U03,17.24,0.1768,Entregue,168.95,139.08,72.03,2026-01-21,2026-01-27,67.05000000000001,0.4820966350301985
PV000264,2024-09-29,C0265,P001,U02,108.12,0.1628,Entregue,2000.22,1674.58,876.32,2024-10-12,2024-10-12,798.2599999999999,0.47669266323496035
PV000265,2024-03-31,C0031,P001,U01,186.02,0.1452,Faturado,3441.37,2941.68,1472.06,2024-04-14,2024-04-12,1469.62,0.4995852710016045
PV000266,2025-06-27,C0217,P006,U01,17.36,0.0581,Entregue,954.8,899.33,413.73,2025-07-04,2025-07-10,485.6,0.5399575239344846
PV000267,2024-06-23,C0030,P004,U02,163.01,0.1248,Entregue,2184.33,1911.73,957.64,2024-07-06,2024-07-09,954.09,0.49907152160608453
PV000268,2025-05-04,C0349,P007,U01,27.83,0.1791,Entregue,272.73,223.88,122.39,2025-05-17,2025-05-17,101.49,0.45332320886189026
PV000269,2026-04-06,C0220,P004,U01,31.43,0.1736,Entregue,421.16,348.05,184.59,2026-04-19,2026-04-25,163.46,0.46964516592443617
PV000270,2026-06-05,C0289,P008,U01,11.0,0.0346,Faturado,193.6,186.9,97.67,2026-06-16,2026-06-14,89.23,0.4774210807918673
PV000271,2025-12-31,C0136,P001,U01,22.37,0.0838,Entregue,413.84,379.16,160.47,2026-01-13,2026-01-13,218.69000000000003,0.576774976263319
PV000272,2024-10-14,C0426,P006,U01,10.6,0.0098,Entregue,583.0,577.29,273.44,2024-10-26,2024-10-27,303.84999999999997,0.5263385819951844
PV000273,2026-03-06,C0329,P003,U03,49.91,0.1292,Entregue,2096.22,1825.39,1086.19,2026-03-15,2026-03-16,739.2,0.4049545576561721
PV000274,2025-05-16,C0152,P001,U01,23.19,0.0582,Entregue,429.02,404.05,160.9,2025-05-26,2025-05-26,243.15,0.6017819576785052
PV000275,2024-08-08,C0131,P002,U01,67.16,0.1654,Entregue,1537.96,1283.58,633.5,2024-08-19,2024-08-17,650.0799999999999,0.5064584988859284
PV000276,2026-01-30,C0310,P003,U01,66.64,0.1386,Entregue,2798.88,2410.96,1239.44,2026-02-06,2026-02-05,1171.52,0.4859143245843979
PV000277,2025-07-18,C0278,P001,U03,23.15,0.0913,Entregue,428.28,389.18,162.28,2025-07-29,2025-07-29,226.9,0.5830207102112134
PV000278,2026-05-22,C0409,P003,U01,23.73,0.1683,Entregue,996.66,828.92,501.7,2026-06-02,2026-06-05,327.21999999999997,0.39475462047000914
PV000280,2025-07-14,C0407,P004,U02,104.94,0.0143,Faturado,1406.2,1386.09,617.58,2025-07-22,2025-07-22,768.5099999999999,0.5544445165898317
PV000281,2024-04-24,C0242,P008,U01,63.39,0.1541,Entregue,1115.66,943.74,529.93,2024-05-08,2024-05-08,413.81000000000006,0.43847881831860475
PV000283,2024-02-15,C0146,P006,U01,20.52,0.1226,Entregue,1128.6,990.23,491.25,2024-02-26,2024-02-25,498.98,0.5039031336154227
PV000284,2025-04-20,C0408,P004,U03,9.07,0.0813,Entregue,121.54,111.66,54.56,2025-04-27,2025-04-25,57.099999999999994,0.5113738133619917
PV000285,2026-07-09,C0240,P001,U01,61.84,0.0536,Entregue,1144.04,1082.72,449.69,2026-07-23,2026-07-21,633.03,0.584666395744052
PV000286,2024-02-02,C0371,P003,U01,54.63,0.0531,Entregue,2294.46,2172.62,1092.13,2024-02-13,2024-02-11,1080.4899999999998,0.49732120665371754
PV000287,2026-02-03,C0496,P008,U02,30.78,0.0855,Entregue,541.73,495.41,242.56,2026-02-09,2026-02-15,252.85000000000002,0.5103853373973073
PV000288,2024-01-09,C0298,P001,U02,121.04,0.0046,Entregue,2239.24,2228.94,979.67,2024-01-17,2024-01-17,1249.27,0.5604771774924403
PV000289,2026-06-21,C0019,P006,U02,22.51,0.1537,Entregue,1238.05,1047.76,579.13,2026-06-28,2026-07-01,468.63,0.44726845842559365
PV000290,2025-10-24,C0424,P003,U03,16.81,0.1686,Entregue,706.02,586.99,332.15,2025-10-30,2025-10-30,254.84000000000003,0.43414708938823493
PV000291,2024-12-20,C0309,P008,U03,55.3,0.1267,Entregue,973.28,849.97,409.55,2024-12-27,2024-12-30,440.42,0.5181594644516865
PV000292,2025-03-23,C0493,P001,U01,37.66,0.1392,Entregue,696.71,599.73,312.43,2025-04-01,2025-04-04,287.3,0.4790489053407367
PV000293,2024-01-16,C0401,P004,U01,51.75,0.1721,Entregue,693.45,574.11,338.74,2024-01-26,2024-01-29,235.37,0.4099736984201634
PV000294,2025-03-30,C0139,P006,U02,50.8,0.1368,Entregue,2794.0,2411.78,1436.57,2025-04-12,2025-04-12,975.2100000000003,0.40435280166516024
PV000295,2026-05-24,C0262,P008,U02,56.19,0.0367,Entregue,988.94,952.65,502.47,2026-05-28,2026-05-29,450.17999999999995,0.4725555030703826
PV000296,2024-09-11,C0439,P005,U01,30.79,0.0996,Entregue,976.04,878.83,436.64,2024-09-24,2024-09-27,442.19000000000005,0.5031576072733066
PV000297,2025-07-03,C0058,P007,U01,76.53,0.0399,Entregue,749.99,720.07,355.43,2025-07-17,2025-07-20,364.64000000000004,0.5063952115766523
PV000298,2024-06-13,C0083,P005,U01,42.01,0.0841,Entregue,1331.72,1219.72,575.84,2024-06-24,2024-06-24,643.88,0.5278916472633063
PV000299,2024-11-19,C0034,P003,U01,9.85,0.0471,Entregue,413.7,394.21,214.01,2024-11-24,2024-11-23,180.2,0.4571167651759215
PV000300,2025-05-03,C0309,P002,U01,12.06,0.1022,Entregue,276.17,247.95,104.42,2025-05-12,2025-05-12,143.52999999999997,0.5788667069973784
PV000301,2025-12-19,C0005,P003,U01,131.92,0.044,Faturado,5540.64,5296.85,2721.77,2025-12-26,2025-12-26,2575.0800000000004,0.4861530909880401
PV000302,2024-12-27,C0006,P001,U03,44.76,0.1605,Entregue,828.06,695.16,363.02,2025-01-02,2025-01-08,332.14,0.47778928591978825
PV000303,2024-07-18,C0160,P002,U01,58.27,0.072,Entregue,1334.38,1238.3,510.01,2024-07-27,2024-07-28,728.29,0.5881369619639829
PV000304,2026-02-28,C0214,P002,U01,17.33,0.1714,Entregue,396.86,328.84,147.24,2026-03-03,2026-03-02,181.59999999999997,0.5522442525240238
PV000305,2024-08-31,C0118,P007,U01,175.71,0.1594,Faturado,1721.96,1447.48,723.19,2024-09-05,2024-09-08,724.29,0.5003799707077127
PV000306,2025-08-17,C0054,P007,U01,62.68,0.1072,Faturado,614.26,548.41,244.56,2025-08-23,2025-08-26,303.84999999999997,0.5540562717674732
PV000307,2024-11-26,C0500,P003,U01,54.72,0.1136,Entregue,2298.24,2037.16,1190.7,2024-12-04,2024-12-10,846.46,0.415509827406782
PV000308,2024-09-20,C0320,P001,U03,71.75,0.1688,Entregue,1327.38,1103.32,556.61,2024-09-23,2024-09-26,546.7099999999999,0.4955135409491353
PV000309,2026-05-17,C0297,P001,U02,42.53,0.1266,Entregue,786.8,687.19,318.81,2026-05-27,2026-05-29,368.38000000000005,0.5360671721066954
PV000310,2024-05-18,C0077,P007,U02,56.21,0.161,Entregue,550.86,462.17,244.02,2024-05-26,2024-05-26,218.15,0.4720124629465348
PV000311,2024-08-23,C0087,P002,U01,36.07,0.0923,Faturado,826.0,749.76,331.26,2024-09-03,2024-09-03,418.5,0.5581786171574904
PV000312,2025-07-29,C0455,P007,U01,16.83,0.1642,Entregue,164.93,137.85,68.57,2025-08-04,2025-08-10,69.28,0.5025752629669932
PV000313,2025-04-02,C0456,P005,U01,23.71,0.0216,Entregue,751.61,735.38,329.55,2025-04-06,2025-04-04,405.83,0.5518643422448258
PV000314,2024-09-03,C0064,P007,U01,140.59,0.0356,Entregue,1377.78,1328.73,635.43,2024-09-09,2024-09-15,693.3000000000001,0.5217764331354
PV000315,2026-05-03,C0176,P007,U02,197.63,0.1111,Entregue,1936.77,1721.59,841.39,2026-05-09,2026-05-15,880.1999999999999,0.5112715571070928
PV000316,2025-07-11,C0003,P007,U02,39.42,0.1478,Entregue,386.32,329.22,149.48,2025-07-14,2025-07-13,179.74000000000004,0.5459571107466132
PV000317,2026-02-01,C0134,P003,U02,92.54,0.0677,Faturado,3886.68,3623.55,1873.98,2026-02-04,2026-02-02,1749.5700000000002,0.48283313325330135
PV000318,2026-03-04,C0377,P002,U02,31.92,0.0839,Entregue,730.97,669.64,328.81,2026-03-18,2026-03-17,340.83,0.5089749716265456
PV000319,2025-07-30,C0190,P005,U03,31.55,0.1354,Entregue,1000.14,864.72,432.67,2025-08-12,2025-08-13,432.05,0.49964150245166067
PV000320,2024-08-01,C0311,P004,U01,26.67,0.1605,Entregue,357.38,300.02,148.76,2024-08-06,2024-08-05,151.26,0.5041663889074062
PV000321,2025-04-03,C0431,P001,U02,8.65,0.1458,Entregue,160.02,136.69,63.29,2025-04-15,2025-04-16,73.4,0.5369814909649573
PV000322,2025-09-04,C0010,P006,U03,28.11,0.0793,Entregue,1546.05,1423.45,663.41,2025-09-16,2025-09-17,760.0400000000001,0.5339421827250694
PV000323,2026-06-06,C0365,P002,U01,21.49,0.0785,Entregue,492.12,453.49,202.27,2026-06-19,2026-06-22,251.22,0.5539703190809059
PV000324,2025-09-06,C0308,P006,U01,56.47,0.0841,Entregue,3105.85,2844.65,1344.15,2025-09-17,2025-09-19,1500.5,0.5274814124760515
PV000325,2026-01-04,C0290,P007,U02,177.75,0.0341,Entregue,1741.95,1682.55,693.15,2026-01-08,2026-01-07,989.4,0.5880360167602746
PV000326,2025-12-03,C0360,P005,U02,115.19,0.14,Entregue,3651.52,3140.31,1795.22,2025-12-12,2025-12-12,1345.09,0.42833032407628546
PV000327,2025-11-06,C0186,P001,U02,67.8,0.1005,Entregue,1254.3,1128.24,492.34,2025-11-12,2025-11-15,635.9000000000001,0.563621215344253
PV000328,2025-04-12,C0069,P004,U03,179.49,0.0707,Entregue,2405.17,2235.12,1121.68,2025-04-19,2025-04-22,1113.4399999999998,0.4981566985217795
PV000329,2026-01-19,C0229,P005,U03,24.5,0.1651,Entregue,776.65,648.43,371.75,2026-01-31,2026-01-31,276.67999999999995,0.4266921641503323
PV000330,2025-11-24,C0287,P006,U02,20.59,0.1268,Entregue,1132.45,988.86,559.69,2025-11-29,2025-11-29,429.16999999999996,0.43400481362376875
PV000331,2026-02-22,C0389,P008,U01,77.16,0.0348,Faturado,1358.02,1310.76,660.51,2026-03-03,2026-03-03,650.25,0.49608624004394397
PV000332,2024-12-20,C0359,P003,U01,82.16,0.0518,Entregue,3450.72,3271.97,1698.43,2024-12-28,2024-12-30,1573.5399999999997,0.4809151673151037
PV000333,2026-02-25,C0175,P001,U02,6.46,0.1144,Entregue,119.51,105.84,44.23,2026-03-07,2026-03-09,61.61000000000001,0.5821050642479214
PV000334,2024-08-21,C0166,P004,U01,45.45,0.0057,Entregue,609.03,605.56,297.61,2024-08-30,2024-08-29,307.94999999999993,0.5085375520179668
PV000335,2026-01-09,C0128,P002,U02,17.47,0.0236,Entregue,400.06,390.62,153.49,2026-01-22,2026-01-22,237.13,0.6070605703753008
PV000336,2025-04-01,C0046,P007,U02,33.1,0.0721,Faturado,324.38,300.99,134.45,2025-04-07,2025-04-05,166.54000000000002,0.5533074188511247
PV000337,2025-10-13,C0209,P008,U03,79.55,0.1044,Faturado,1400.08,1253.91,664.6,2025-10-17,2025-10-20,589.3100000000001,0.46997790910033416
PV000338,2025-11-15,C0452,P006,U02,17.03,0.1171,Entregue,936.65,826.97,427.2,2025-11-18,2025-11-16,399.77000000000004,0.4834153596865666
PV000340,2026-02-13,C0006,P002,U02,37.18,0.1226,Entregue,851.42,747.04,327.38,2026-02-19,2026-02-20,419.65999999999997,0.5617637609766545
PV000341,2025-09-02,C0187,P003,U03,25.94,0.1741,Faturado,1089.48,899.8,561.7,2025-09-07,2025-09-10,338.0999999999999,0.37575016670371186
PV000342,2026-01-06,C0355,P002,U03,62.5,0.0196,Entregue,1431.25,1403.2,527.17,2026-01-15,2026-01-13,876.0300000000001,0.6243087229190423
PV000343,2026-05-10,C0212,P001,U01,34.7,0.1212,Entregue,641.95,564.15,289.42,2026-05-20,2026-05-22,274.72999999999996,0.48698041301072403
PV000344,2024-09-30,C0211,P004,U01,186.79,0.1301,Entregue,2502.99,2177.35,1044.55,2024-10-03,2024-10-02,1132.8,0.5202654603072542
PV000345,2025-11-17,C0496,P001,U01,77.07,0.1068,Entregue,1425.79,1273.52,584.78,2025-11-21,2025-11-19,688.74,0.5408160060305296
