inspecao_id,lote_id,ph,viscosidade_cp,resultado,tempo_liberacao_h
IQ001923,L001923,7.31,5263.0,Aprovado,3.5
IQ001924,L001924,6.52,5906.0,Aprovado,13.7
IQ001925,L001925,8.47,3917.0,Aprovado,1.2
IQ001926,L001926,7.14,4794.0,Aprovado,8.8
IQ001927,L001927,5.95,3945.0,Aprovado,4.7
IQ001928,L001928,8.24,5059.0,Aprovado,24.5
IQ001929,L001929,8.97,5430.0,Aprovado,7.7
IQ001930,L001930,7.19,4976.0,Aprovado,6.8
IQ001931,L001931,6.01,5513.0,Aprovado,18.7
IQ001932,L001932,6.06,4835.0,Aprovado,15.7
IQ001933,L001933,5.99,4775.0,Aprovado,32.2
IQ001934,L001934,6.39,4937.0,Aprovado,23.2
IQ001935,L001935,6.18,5522.0,Aprovado,3.4
IQ001936,L001936,6.08,4322.0,Aprovado,2.6
IQ001937,L001937,8.21,6002.0,Aprovado,23.9
IQ001938,L001938,7.8,4991.0,Aprovado,4.9
IQ001939,L001939,7.54,5626.0,Aprovado,19.9
IQ001940,L001940,7.39,5054.0,Aprovado,8.6
IQ001941,L001941,6.24,4260.0,Aprovado,12.3
IQ001942,L001942,7.29,5265.0,Aprovado,12.3
IQ001943,L001943,4.48,4961.0,Aprovado,6.9
IQ001944,L001944,6.97,5820.0,Aprovado,11.6
IQ001945,L001945,6.95,5297.0,Aprovado,2.2
IQ001946,L001946,8.24,5731.0,Aprovado,19.6
IQ001947,L001947,7.91,5410.0,Aprovado,8.0
IQ001948,L001948,7.34,5225.0,Aprovado,25.1
IQ001949,L001949,7.22,5976.0,Aprovado,4.8
IQ001950,L001950,7.0,5323.0,Aprovado,12.9
IQ001951,L001951,6.11,5391.0,Aprovado,4.6
IQ001952,L001952,7.32,5013.0,Aprovado,8.7
IQ001954,L001954,5.95,4696.0,Aprovado,38.1
IQ001955,L001955,6.5,5478.0,Aprovado,4.3
IQ001956,L001956,6.22,4362.0,Aprovado,4.9
IQ001957,L001957,6.81,5236.0,Aprovado,10.8
IQ001958,L001958,7.0,4683.0,Aprovado,8.0
IQ001959,L001959,7.79,4480.0,Aprovado,6.4
IQ001960,L001960,6.66,4635.0,Aprovado,3.7
IQ001961,L001961,7.85,5821.0,Aprovado,3.6
IQ001962,L001962,6.82,5548.0,Aprovado,4.6
IQ001963,L001963,7.48,4918.0,Aprovado,4.5
IQ001964,L001964,7.27,5009.0,Aprovado,4.8
IQ001965,L001965,6.34,5879.0,Aprovado,24.0
IQ001966,L001966,6.86,4985.0,Aprovado,15.7
IQ001967,L001967,5.68,5412.0,Aprovado,2.6
IQ001968,L001968,5.98,5394.0,Aprovado,28.3
IQ001969,L001969,6.18,5369.0,Aprovado,13.5
IQ001970,L001970,6.43,5618.0,Aprovado,15.0
IQ001971,L001971,5.88,5687.0,Aprovado,7.1
IQ001972,L001972,8.66,4821.0,Aprovado,63.2
IQ001973,L001973,7.26,5649.0,Reprovado,6.2
IQ001974,L001974,8.04,5730.0,Aprovado,19.7
IQ001975,L001975,8.01,5632.0,Aprovado,11.3
IQ001976,L001976,8.29,4877.0,Aprovado,12.1
IQ001977,L001977,7.77,4634.0,Aprovado,3.9
IQ001978,L001978,7.43,4965.0,Aprovado,5.6
IQ001979,L001979,8.39,5490.0,Aprovado,13.4
IQ001980,L001980,7.98,5243.0,Aprovado,15.4
IQ001981,L001981,6.83,5053.0,Aprovado,2.6
IQ001982,L001982,6.64,5027.0,Aprovado,6.8
IQ001983,L001983,5.83,5603.0,Aprovado,13.0
IQ001984,L001984,7.35,5172.0,Aprovado,1.0
IQ001985,L001985,6.19,4133.0,Aprovado,10.2
IQ001986,L001986,5.73,6050.0,Aprovado,2.7
IQ001987,L001987,7.07,5000.0,Aprovado,0.4
IQ001988,L001988,6.15,5164.0,Aprovado,15.0
IQ001989,L001989,6.24,5548.0,Aprovado,1.6
IQ001990,L001990,7.32,5150.0,Aprovado,2.8
IQ001991,L001991,9.14,6154.0,Aprovado,18.6
IQ001992,L001992,8.69,5346.0,Aprovado,6.3
IQ001993,L001993,7.0,6013.0,Aprovado,5.7
IQ001994,L001994,7.15,5176.0,Aprovado,9.4
IQ001995,L001995,6.0,4660.0,Aprovado,3.0
IQ001996,L001996,7.31,5334.0,Aprovado,4.7
IQ001997,L001997,7.62,4903.0,Aprovado,11.0
IQ001998,L001998,7.01,6112.0,Aprovado,5.6
IQ001999,L001999,6.22,4692.0,Aprovado,12.6
IQ002000,L002000,6.04,5014.0,Aprovado,30.1
IQ002001,L002001,6.3,5545.0,Aprovado,9.8
IQ002002,L002002,6.88,5856.0,Aprovado,6.6
IQ002003,L002003,7.54,6122.0,Aprovado,6.1
IQ002004,L002004,6.53,5318.0,Aprovado,14.5
IQ002005,L002005,5.52,4847.0,Aprovado,10.8
IQ002006,L002006,7.09,4640.0,Aprovado,17.5
IQ002007,L002007,7.55,5665.0,Aprovado,7.1
IQ002008,L002008,6.37,5168.0,Aprovado,6.5
IQ002009,L002009,7.9,5144.0,Aprovado,4.9
IQ002010,L002010,5.49,4977.0,Aprovado,5.2
IQ002011,L002011,5.58,5165.0,Aprovado,7.1
IQ002012,L002012,7.7,4551.0,Aprovado,10.9
IQ002013,L002013,7.7,4967.0,Aprovado com desvio,18.8
IQ002014,L002014,7.05,5390.0,Aprovado,1.1
IQ002015,L002015,6.64,6112.0,Aprovado,6.2
IQ002016,L002016,5.95,5877.0,Aprovado,11.3
IQ002017,L002017,6.14,4832.0,Aprovado,2.5
IQ002018,L002018,6.32,5241.0,Aprovado,13.2
IQ002019,L002019,7.29,4119.0,Aprovado,19.3
IQ002020,L002020,6.99,4298.0,Aprovado,6.3
IQ002021,L002021,6.66,5575.0,Aprovado,2.9
IQ002022,L002022,6.92,4756.0,Aprovado,15.7
IQ002023,L002023,9.64,6019.0,Aprovado,10.6
IQ002024,L002024,7.41,6467.0,Aprovado,9.8
IQ002025,L002025,6.23,5271.0,Aprovado,9.6
IQ002026,L002026,8.46,5904.0,Aprovado,2.3
IQ002027,L002027,6.88,5309.0,Aprovado,6.7
IQ002028,L002028,7.71,5999.0,Aprovado,14.9
IQ002029,L002029,8.52,3924.0,Aprovado,8.1
IQ002030,L002030,6.8,5918.0,Aprovado,5.7
IQ002031,L002031,6.2,5477.0,Aprovado com desvio,12.1
IQ002032,L002032,7.13,4627.0,Aprovado,3.2
IQ002033,L002033,6.79,4451.0,Aprovado,3.8
IQ002034,L002034,6.84,5471.0,Aprovado com desvio,2.9
IQ002035,L002035,7.19,5557.0,Aprovado,8.3
IQ002036,L002036,6.65,4523.0,Aprovado,22.8
IQ002037,L002037,7.11,5384.0,Aprovado,6.1
IQ002039,L002039,7.26,4660.0,Aprovado,6.1
IQ002040,L002040,6.3,4110.0,Aprovado,32.6
IQ002041,L002041,5.81,4653.0,Aprovado,7.5
IQ002042,L002042,7.36,4862.0,Aprovado,9.1
IQ002043,L002043,6.32,5138.0,Aprovado,13.5
IQ002044,L002044,8.65,5748.0,Reprovado,8.3
IQ002045,L002045,6.32,6025.0,Aprovado,1.7
IQ002046,L002046,6.11,5704.0,Aprovado com desvio,9.3
IQ002047,L002047,8.45,5778.0,Aprovado,14.3
IQ002048,L002048,7.52,5197.0,Aprovado,28.0
IQ002049,L002049,6.28,5539.0,Reprovado,9.4
IQ002050,L002050,7.59,5100.0,Aprovado,9.4
IQ002051,L002051,7.8,4503.0,Aprovado,18.9
IQ002052,L002052,7.1,5049.0,Aprovado,9.9
IQ002053,L002053,6.13,5467.0,Aprovado com desvio,3.7
IQ002054,L002054,8.7,5774.0,Aprovado com desvio,1.5
IQ002055,L002055,6.93,6360.0,Aprovado,1.4
IQ002056,L002056,6.46,4998.0,Reprovado,20.0
IQ002057,L002057,7.06,6074.0,Aprovado,7.3
IQ002058,L002058,8.53,6182.0,Aprovado,6.7
IQ002059,L002059,7.25,4498.0,Aprovado,13.6
IQ002060,L002060,7.55,5733.0,Aprovado,5.6
IQ002061,L002061,6.61,4933.0,Aprovado,1.9
IQ002062,L002062,7.48,4762.0,Aprovado,1.3
IQ002063,L002063,6.59,3986.0,Aprovado,4.8
IQ002064,L002064,7.11,4428.0,Aprovado,4.8
IQ002065,L002065,6.73,5893.0,Aprovado,6.2
IQ002066,L002066,6.43,4919.0,Aprovado,17.6
IQ002067,L002067,7.38,4438.0,Aprovado,9.9
IQ002068,L002068,5.12,5009.0,Aprovado com desvio,3.7
IQ002069,L002069,6.76,5065.0,Aprovado,2.4
IQ002070,L002070,7.06,4999.0,Aprovado,7.7
IQ002071,L002071,7.16,5221.0,Aprovado,11.5
IQ002072,L002072,7.42,5588.0,Aprovado,11.0
IQ002073,L002073,7.66,4527.0,Aprovado,3.5
IQ002074,L002074,6.7,5368.0,Aprovado,15.0
IQ002075,L002075,7.27,4459.0,Aprovado,9.5
IQ002076,L002076,6.63,4779.0,Aprovado,12.9
IQ002077,L002077,5.41,4872.0,Aprovado,14.2
IQ002078,L002078,6.96,5848.0,Aprovado,10.4
IQ002079,L002079,6.18,5951.0,Aprovado,26.9
IQ002080,L002080,6.13,6411.0,Aprovado,4.7
IQ002081,L002081,6.06,6227.0,Aprovado,14.7
IQ002082,L002082,6.49,5217.0,Aprovado,15.6
IQ002083,L002083,5.93,4130.0,Aprovado,19.1
IQ002084,L002084,6.77,5419.0,Aprovado,14.9
IQ002085,L002085,6.47,4931.0,Aprovado,11.3
IQ002086,L002086,7.67,4988.0,Aprovado,3.9
IQ002087,L002087,7.84,4231.0,Aprovado,2.4
IQ002088,L002088,7.66,6598.0,Aprovado,8.3
IQ002089,L002089,7.78,4631.0,Aprovado,3.7
IQ002090,L002090,6.47,5557.0,Aprovado,7.8
IQ002091,L002091,6.43,5401.0,Aprovado,7.4
IQ002092,L002092,6.77,5488.0,Aprovado com desvio,9.7
IQ002093,L002093,7.1,5753.0,Aprovado,8.4
IQ002094,L002094,6.75,5292.0,Aprovado,13.0
IQ002095,L002095,8.35,5333.0,Aprovado,2.5
IQ002096,L002096,7.94,5303.0,Aprovado,7.2
IQ002097,L002097,6.57,5071.0,Aprovado,12.4
IQ002098,L002098,7.01,4780.0,Aprovado,20.8
IQ002099,L002099,5.38,5143.0,Aprovado,7.4
IQ002100,L002100,8.06,5389.0,Aprovado com desvio,10.0
IQ002101,L002101,6.91,4216.0,Aprovado,10.5
IQ002102,L002102,7.31,5849.0,Aprovado,4.5
IQ002103,L002103,8.22,4584.0,Aprovado,17.4
IQ002104,L002104,7.28,5426.0,Aprovado,10.4
IQ002105,L002105,5.92,4770.0,Aprovado,11.2
IQ002106,L002106,8.02,6064.0,Aprovado,23.3
IQ002107,L002107,7.59,5130.0,Aprovado,12.7
IQ002108,L002108,6.05,5014.0,Aprovado,5.5
IQ002109,L002109,8.27,4485.0,Aprovado,14.4
IQ002110,L002110,6.44,4889.0,Aprovado,5.6
IQ002111,L002111,7.17,4879.0,Aprovado,4.8
IQ002112,L002112,7.52,5365.0,Reprovado,16.8
IQ002113,L002113,6.92,5544.0,Aprovado,5.3
IQ002114,L002114,7.45,5792.0,Aprovado,16.0
IQ002115,L002115,6.16,4440.0,Aprovado,35.7
IQ002116,L002116,8.01,5264.0,Aprovado com desvio,6.2
IQ002117,L002117,6.5,4904.0,Aprovado,2.4
IQ002118,L002118,5.83,5147.0,Aprovado,4.9
IQ002119,L002119,8.26,5310.0,Aprovado,10.4
IQ002120,L002120,7.23,5553.0,Aprovado,22.1
IQ002121,L002121,7.93,5547.0,Aprovado,6.0
IQ002122,L002122,7.05,5273.0,Aprovado,1.2
IQ002123,L002123,8.46,3847.0,Aprovado com desvio,15.4
IQ002124,L002124,6.26,5454.0,Aprovado,3.5
IQ002125,L002125,6.0,5415.0,Aprovado,12.8
IQ002126,L002126,8.2,6111.0,Aprovado,9.7
IQ002127,L002127,7.81,6209.0,Aprovado,20.6
IQ002128,L002128,6.22,3910.0,Aprovado com desvio,3.6
IQ002129,L002129,8.37,3725.0,Aprovado,15.3
IQ002130,L002130,7.7,4454.0,Aprovado,8.8
IQ002131,L002131,6.11,5065.0,Aprovado,28.4
IQ002132,L002132,6.89,5159.0,Aprovado,3.9
IQ002133,L002133,6.52,6290.0,Aprovado,4.7
IQ002134,L002134,5.86,5021.0,Aprovado com desvio,3.3
IQ002135,L002135,6.86,4661.0,Aprovado,11.6
IQ002136,L002136,7.92,5141.0,Aprovado,18.2
IQ002137,L002137,5.78,4900.0,Aprovado,10.8
IQ002138,L002138,5.09,4610.0,Aprovado,8.8
IQ002139,L002139,7.46,5674.0,Aprovado,12.4
IQ002140,L002140,6.45,4208.0,Aprovado,7.9
IQ002141,L002141,7.66,5109.0,Aprovado,29.0
IQ002142,L002142,6.92,4507.0,Aprovado,8.3
IQ002143,L002143,8.7,5677.0,Aprovado,14.5
IQ002144,L002144,8.66,5119.0,Aprovado,13.2
IQ002145,L002145,7.68,4956.0,Aprovado,11.1
IQ002146,L002146,7.29,5000.0,Reprovado,1.3
IQ002147,L002147,7.76,3804.0,Aprovado,26.8
IQ002148,L002148,7.97,4886.0,Aprovado,9.3
IQ002149,L002149,8.07,5898.0,Aprovado,11.8
IQ002150,L002150,6.47,5527.0,Aprovado,19.4
IQ002151,L002151,6.56,4767.0,Reprovado,14.7
IQ002152,L002152,7.28,4805.0,Reprovado,24.1
IQ002153,L002153,8.19,5488.0,Aprovado,21.7
IQ002154,L002154,7.88,5170.0,Aprovado,23.1
IQ002155,L002155,8.11,4938.0,Aprovado com desvio,7.0
IQ002156,L002156,6.97,4277.0,Aprovado,16.7
IQ002157,L002157,6.08,5392.0,Aprovado com desvio,11.2
IQ002158,L002158,8.26,5868.0,Aprovado,3.0
IQ002159,L002159,9.07,4796.0,Aprovado,15.6
IQ002160,L002160,8.2,4913.0,Aprovado,13.7
IQ002161,L002161,8.91,5877.0,Aprovado,10.8
IQ002162,L002162,6.6,4597.0,Aprovado com desvio,10.8
IQ002163,L002163,7.08,6092.0,Aprovado,5.9
IQ002164,L002164,5.9,5109.0,Aprovado,1.4
IQ002165,L002165,7.68,6791.0,Aprovado,5.6
IQ002166,L002166,8.42,5340.0,Aprovado,2.5
IQ002167,L002167,7.53,5144.0,Reprovado,1.9
IQ002168,L002168,6.93,6226.0,Aprovado,11.0
IQ002169,L002169,5.85,5344.0,Aprovado,7.4
IQ002170,L002170,6.43,4168.0,Aprovado,9.3
IQ002171,L002171,7.05,6459.0,Aprovado,5.9
IQ002172,L002172,7.61,5226.0,Aprovado,6.6
IQ002173,L002173,5.79,4984.0,Aprovado,18.5
IQ002174,L002174,6.44,6119.0,Aprovado,8.6
IQ002175,L002175,7.76,5045.0,Aprovado,14.0
IQ002176,L002176,5.26,5450.0,Aprovado,18.7
IQ002177,L002177,7.58,4841.0,Aprovado,14.1
IQ002178,L002178,7.3,6187.0,Aprovado,7.0
IQ002179,L002179,6.98,5276.0,Aprovado,2.3
IQ002180,L002180,6.55,5547.0,Aprovado,2.2
IQ002181,L002181,8.33,5315.0,Aprovado,12.5
IQ002182,L002182,8.18,5396.0,Aprovado,12.0
IQ002183,L002183,6.7,6557.0,Aprovado,21.8
IQ002184,L002184,7.44,3896.0,Aprovado,3.0
IQ002185,L002185,7.27,4599.0,Aprovado,12.2
IQ002186,L002186,8.06,5641.0,Aprovado,19.9
IQ002187,L002187,7.68,5735.0,Aprovado,8.8
IQ002188,L002188,5.91,6379.0,Aprovado,5.1
IQ002189,L002189,6.94,4951.0,Aprovado,25.9
IQ002190,L002190,6.76,4827.0,Aprovado,18.0
IQ002191,L002191,6.77,4122.0,Aprovado com desvio,20.5
IQ002192,L002192,5.98,5531.0,Aprovado,17.4
IQ002193,L002193,6.52,4563.0,Aprovado,10.4
IQ002194,L002194,6.14,6319.0,Reprovado,5.0
IQ002195,L002195,6.2,3898.0,Aprovado,13.1
IQ002196,L002196,5.37,4943.0,Aprovado,2.5
IQ002197,L002197,7.63,5917.0,Aprovado,7.5
IQ002198,L002198,6.75,5963.0,Aprovado,13.3
IQ002199,L002199,6.87,5212.0,Aprovado,7.6
IQ002200,L002200,6.49,4064.0,Aprovado,13.9
IQ002201,L002201,6.53,5491.0,Aprovado,8.4
IQ002202,L002202,9.09,4260.0,Aprovado,3.7
IQ002203,L002203,8.16,5508.0,Aprovado,4.5
IQ002204,L002204,6.99,4438.0,Aprovado,6.9
IQ002205,L002205,6.75,5061.0,Aprovado,12.5
IQ002206,L002206,8.58,5178.0,Aprovado,22.5
IQ002207,L002207,7.37,4666.0,Aprovado,20.8
IQ002208,L002208,7.25,5033.0,Aprovado,13.0
IQ002209,L002209,8.61,6544.0,Aprovado com desvio,2.7
IQ002210,L002210,6.82,5118.0,Aprovado,15.0
IQ002211,L002211,6.36,4842.0,Aprovado com desvio,11.9
IQ002212,L002212,6.08,4321.0,Aprovado,9.2
IQ002213,L002213,8.19,6108.0,Aprovado,7.7
IQ002214,L002214,7.78,4973.0,Aprovado,4.6
IQ002215,L002215,6.61,5107.0,Aprovado,10.6
IQ002216,L002216,7.48,5173.0,Aprovado,13.1
IQ002217,L002217,8.85,5601.0,Aprovado,12.6
IQ002218,L002218,6.43,4843.0,Aprovado,37.2
IQ002219,L002219,6.36,4416.0,Aprovado,7.8
IQ002220,L002220,7.05,4989.0,Aprovado,10.0
IQ002221,L002221,7.73,5183.0,Aprovado,15.9
IQ002222,L002222,8.41,6674.0,Aprovado,13.1
IQ002223,L002223,6.67,4653.0,Aprovado,2.3
IQ002224,L002224,7.11,4983.0,Aprovado,4.0
IQ002225,L002225,5.88,4561.0,Aprovado,17.3
IQ002226,L002226,8.79,5416.0,Aprovado,12.7
IQ002227,L002227,7.22,4757.0,Reprovado,4.3
IQ002228,L002228,8.96,5008.0,Aprovado,12.3
IQ002229,L002229,7.17,5417.0,Aprovado,19.5
IQ002230,L002230,6.59,5832.0,Aprovado,15.2
IQ002231,L002231,7.79,4276.0,Aprovado,13.8
IQ002232,L002232,6.93,5222.0,Aprovado,9.0
IQ002233,L002233,6.49,5834.0,Aprovado,4.1
IQ002234,L002234,6.03,6492.0,Aprovado,13.2
IQ002235,L002235,8.12,5926.0,Aprovado,4.1
IQ002236,L002236,5.7,5068.0,Aprovado,7.5
IQ002237,L002237,8.01,5079.0,Aprovado,11.1
IQ002238,L002238,8.64,4725.0,Aprovado com desvio,1.5
IQ002239,L002239,7.53,3737.0,Aprovado,17.7
IQ002240,L002240,6.5,5733.0,Aprovado,10.2
IQ002241,L002241,5.6,5664.0,Aprovado,10.8
IQ002242,L002242,7.03,5231.0,Aprovado,25.1
IQ002243,L002243,7.5,5216.0,Aprovado,5.5
IQ002244,L002244,8.3,5506.0,Aprovado com desvio,11.8
IQ002245,L002245,7.7,5134.0,Aprovado,7.1
IQ002246,L002246,7.72,4845.0,Aprovado com desvio,2.8
IQ002247,L002247,8.81,5022.0,Aprovado,10.1
IQ002248,L002248,8.44,4756.0,Aprovado com desvio,10.3
IQ002249,L002249,6.69,4761.0,Aprovado,3.4
IQ002250,L002250,8.38,5603.0,Aprovado,3.0
IQ002251,L002251,9.06,5413.0,Aprovado,21.3
IQ002252,L002252,8.8,5469.0,Aprovado,10.7
IQ002253,L002253,6.08,5401.0,Aprovado,15.6
IQ002254,L002254,7.31,5482.0,Aprovado,9.4
IQ002255,L002255,7.69,5154.0,Aprovado,3.2
IQ002256,L002256,7.88,4580.0,Aprovado com desvio,13.7
IQ002257,L002257,6.74,5372.0,Aprovado,17.5
IQ002258,L002258,7.35,5112.0,Aprovado,6.4
IQ002259,L002259,6.88,5553.0,Aprovado,10.8
IQ002260,L002260,8.18,5108.0,Aprovado,19.5
IQ002261,L002261,6.8,5630.0,Aprovado,11.5
IQ002262,L002262,7.26,4660.0,Aprovado,8.4
IQ002263,L002263,5.91,5252.0,Aprovado,8.2
IQ002264,L002264,7.07,5566.0,Aprovado,7.2
IQ002265,L002265,5.9,4470.0,Aprovado,5.5
IQ002266,L002266,6.34,4662.0,Aprovado,4.3
IQ002267,L002267,7.94,5799.0,Aprovado,13.4
IQ002268,L002268,7.68,5136.0,Aprovado,2.6
IQ002269,L002269,7.76,5541.0,Aprovado,12.4
IQ002270,L002270,6.88,4781.0,Aprovado,12.5
IQ002271,L002271,7.22,4980.0,Aprovado,9.2
IQ002272,L002272,7.58,4896.0,Aprovado,8.9
IQ002273,L002273,7.03,5269.0,Aprovado,24.6
IQ002274,L002274,8.82,4350.0,Aprovado,9.0
IQ002275,L002275,8.16,4607.0,Aprovado,2.6
IQ002276,L002276,8.83,5187.0,Aprovado,5.8
IQ002277,L002277,5.41,5438.0,Aprovado,19.6
IQ002278,L002278,7.08,4723.0,Aprovado,4.3
IQ002279,L002279,7.59,5299.0,Aprovado,14.1
IQ002280,L002280,8.19,5641.0,Aprovado,10.5
IQ002281,L002281,6.47,5405.0,Aprovado,25.0
IQ002282,L002282,9.34,5454.0,Aprovado,13.3
IQ002283,L002283,9.75,4524.0,Aprovado,16.2
IQ002284,L002284,6.63,2521.0,Aprovado,5.1
IQ002285,L002285,9.25,6160.0,Aprovado,29.5
IQ002286,L002286,5.7,4984.0,Aprovado,8.9
IQ002287,L002287,8.06,4461.0,Aprovado,8.4
IQ002288,L002288,5.08,4960.0,Aprovado,10.6
IQ002289,L002289,7.04,4664.0,Aprovado,24.3
IQ002290,L002290,7.01,5191.0,Aprovado,12.2
IQ002291,L002291,7.96,5808.0,Aprovado,9.6
IQ002292,L002292,6.55,5119.0,Aprovado,3.6
IQ002293,L002293,5.9,6015.0,Aprovado,9.4
IQ002294,L002294,8.04,5367.0,Aprovado,12.0
IQ002295,L002295,7.0,5004.0,Aprovado,7.9
IQ002296,L002296,6.86,4807.0,Aprovado,5.3
IQ002297,L002297,6.99,6046.0,Aprovado,1.5
IQ002298,L002298,7.73,5903.0,Aprovado,8.8
IQ002299,L002299,6.22,4882.0,Aprovado,10.1
IQ002300,L002300,7.41,6039.0,Aprovado,4.8
IQ002301,L002301,7.54,5464.0,Aprovado,18.5
IQ002302,L002302,8.15,5571.0,Aprovado com desvio,3.3
IQ002303,L002303,7.21,4408.0,Aprovado,6.9
IQ002304,L002304,6.19,5176.0,Aprovado,2.6
IQ002305,L002305,6.12,5598.0,Aprovado,11.6
IQ002306,L002306,8.02,5081.0,Aprovado,3.2
IQ002307,L002307,6.22,5337.0,Aprovado,13.2
IQ002308,L002308,4.86,4643.0,Aprovado,9.8
IQ002309,L002309,4.97,4563.0,Aprovado,9.7
IQ002310,L002310,6.84,4883.0,Aprovado,10.6
IQ002311,L002311,8.19,5743.0,Aprovado,12.8
IQ002312,L002312,7.82,5530.0,Aprovado,7.8
IQ002313,L002313,5.77,5783.0,Aprovado,9.1
IQ002314,L002314,6.95,5098.0,Aprovado,2.0
IQ002315,L002315,7.5,4660.0,Aprovado,17.5
IQ002316,L002316,7.93,5739.0,Aprovado,7.9
IQ002317,L002317,8.15,6590.0,Aprovado,17.0
IQ002318,L002318,6.68,5021.0,Aprovado,27.9
IQ002319,L002319,5.63,5065.0,Aprovado,11.5
IQ002320,L002320,6.79,5751.0,Aprovado,3.4
IQ002321,L002321,5.94,4983.0,Reprovado,5.8
IQ002322,L002322,8.18,5786.0,Aprovado,18.0
IQ002323,L002323,6.89,5545.0,Aprovado,3.9
IQ002324,L002324,7.21,5286.0,Aprovado,4.3
IQ002325,L002325,6.13,4628.0,Aprovado,6.5
IQ002326,L002326,6.85,5300.0,Aprovado,6.3
IQ002327,L002327,7.4,5354.0,Aprovado,11.6
IQ002328,L002328,8.59,5385.0,Aprovado,19.7
IQ002329,L002329,8.2,3977.0,Aprovado,8.6
IQ002330,L002330,7.24,4667.0,Aprovado,12.5
IQ002331,L002331,6.23,4754.0,Aprovado,14.7
IQ002332,L002332,7.01,5949.0,Aprovado,11.9
IQ002333,L002333,6.91,5360.0,Aprovado,5.2
IQ002334,L002334,6.63,5269.0,Aprovado,5.9
IQ002335,L002335,6.42,6111.0,Aprovado,5.0
IQ002336,L002336,6.22,5622.0,Aprovado com desvio,3.2
IQ002337,L002337,7.18,5128.0,Aprovado,34.4
IQ002338,L002338,7.34,5317.0,Aprovado,1.1
IQ002339,L002339,6.33,5588.0,Aprovado,11.0
IQ002340,L002340,6.26,4987.0,Aprovado,17.8
IQ002341,L002341,6.79,4899.0,Aprovado,1.4
IQ002342,L002342,6.66,5019.0,Aprovado,3.0
IQ002343,L002343,7.96,4714.0,Aprovado,6.5
IQ002344,L002344,7.9,4972.0,Aprovado,5.2
IQ002345,L002345,8.59,4698.0,Aprovado,8.0
IQ002346,L002346,7.42,3713.0,Aprovado,2.7
IQ002347,L002347,7.73,6087.0,Aprovado,6.3
IQ002348,L002348,6.43,4144.0,Aprovado,6.4
IQ002349,L002349,7.39,4682.0,Aprovado,2.4
IQ002350,L002350,8.46,4576.0,Aprovado,5.8
IQ002351,L002351,6.31,5264.0,Aprovado,14.1
IQ002352,L002352,7.75,5456.0,Aprovado,3.8
IQ002353,L002353,6.71,6206.0,Aprovado,7.9
IQ002354,L002354,7.06,5812.0,Aprovado,21.0
IQ002355,L002355,8.54,5438.0,Aprovado,10.9
IQ002356,L002356,6.8,5480.0,Aprovado,5.9
IQ002357,L002357,7.49,6761.0,Aprovado,23.8
IQ002358,L002358,7.93,4807.0,Aprovado,3.6
IQ002359,L002359,6.08,5222.0,Aprovado,0.8
IQ002360,L002360,5.96,4790.0,Aprovado,8.6
IQ002361,L002361,8.7,6524.0,Aprovado,1.8
IQ002362,L002362,6.43,3077.0,Aprovado,14.2
IQ002363,L002363,6.73,4291.0,Aprovado com desvio,16.8
IQ002364,L002364,7.86,4990.0,Aprovado,19.0
IQ002365,L002365,7.49,5802.0,Aprovado,12.5
IQ002366,L002366,8.26,5281.0,Aprovado,10.0
IQ002367,L002367,7.93,5462.0,Aprovado,5.5
IQ002368,L002368,8.87,5363.0,Aprovado,20.9
IQ002369,L002369,7.94,5415.0,Aprovado,6.3
IQ002370,L002370,7.14,5807.0,Aprovado,13.5
IQ002371,L002371,7.23,5287.0,Aprovado,5.6
IQ002372,L002372,6.64,3679.0,Aprovado,27.9
IQ002373,L002373,6.58,6377.0,Aprovado,7.9
IQ002374,L002374,6.37,5197.0,Aprovado,13.5
IQ002375,L002375,6.52,5241.0,Aprovado,8.1
IQ002376,L002376,8.45,5581.0,Aprovado,3.1
IQ002377,L002377,7.08,5176.0,Aprovado,6.8
IQ002378,L002378,7.49,4781.0,Reprovado,14.5
IQ002379,L002379,4.87,6031.0,Aprovado,11.5
IQ002380,L002380,6.39,6111.0,Reprovado,12.1
IQ002381,L002381,5.7,5572.0,Aprovado,11.2
IQ002382,L002382,6.62,4503.0,Aprovado,7.4
IQ002383,L002383,6.68,4842.0,Aprovado,6.6
IQ002384,L002384,6.86,5366.0,Aprovado,14.0
IQ002385,L002385,6.5,5201.0,Aprovado,26.0
IQ002386,L002386,8.0,5540.0,Reprovado,14.1
IQ002387,L002387,6.17,4331.0,Aprovado,4.6
IQ002388,L002388,7.2,3721.0,Aprovado,7.4
IQ002389,L002389,6.66,5390.0,Aprovado,25.7
IQ002390,L002390,8.78,4807.0,Aprovado,8.1
IQ002391,L002391,6.82,4632.0,Aprovado,20.0
IQ002392,L002392,6.83,5304.0,Aprovado,11.8
IQ002393,L002393,7.03,4948.0,Aprovado,14.6
IQ002394,L002394,7.04,5244.0,Aprovado,15.4
IQ002395,L002395,6.67,5008.0,Aprovado,4.0
IQ002396,L002396,7.41,6244.0,Aprovado,15.1
IQ002397,L002397,6.49,5349.0,Aprovado,5.9
IQ002398,L002398,5.83,5885.0,Aprovado,5.8
IQ002399,L002399,5.9,4618.0,Aprovado,8.5
IQ002400,L002400,6.62,5297.0,Aprovado,9.5
IQ002401,L002401,6.39,5133.0,Aprovado,30.9
