pedido_compra_id,data_pedido,fornecedor_id,unidade_id,material,quantidade_kg,custo_unitario,data_prevista,data_recebimento,status_qualidade,entrega_no_prazo,valor_compra
PC000228,2026-07-25,F012,U02,Aditivo,350.84,24.46,2026-08-07,2026-08-06,Aprovado,True,8581.5464
PC000229,2024-01-11,F029,U01,Pigmento,210.79,35.7,2024-01-25,2024-01-25,Aprovado,True,7525.203
PC000230,2026-06-08,F003,U01,Solvente,171.07,4.67,2026-06-25,2026-06-23,Aprovado,True,798.8969
PC000231,2025-10-15,F008,U01,Silicone Base,433.5,42.16,2025-11-05,2025-11-05,Aprovado,True,18276.359999999997
PC000232,2024-08-03,F004,U02,Poliol,498.34,10.87,2024-08-17,2024-08-18,Aprovado,False,5416.9558
PC000233,2024-09-17,F022,U02,Poliol,212.32,12.25,2024-09-27,2024-09-27,Aprovado,True,2600.92
PC000234,2024-10-24,F022,U03,Silicone Base,116.96,26.71,2024-11-13,2024-11-18,Aprovado,False,3124.0016
PC000235,2024-07-30,F018,U01,Solvente,80.05,5.19,2024-08-08,2024-08-10,Aprovado,False,415.4595
PC000236,2026-02-24,F003,U03,Carga Mineral,471.83,43.09,2026-03-10,2026-03-12,Aprovado,False,20331.1547
PC000237,2024-04-24,F030,U03,Poliol,52.66,13.69,2024-05-12,2024-05-13,Aprovado,False,720.9154
PC000238,2025-09-20,F015,U03,Poliol,778.03,38.63,2025-09-27,2025-09-29,Aprovado,False,30055.2989
PC000239,2026-05-17,F015,U01,Poliol,169.4,19.09,2026-05-23,2026-05-23,Aprovado,True,3233.846
PC000240,2024-05-12,F011,U01,Aditivo,947.44,15.32,2024-06-05,2024-06-05,Aprovado,True,14514.7808
PC000241,2024-12-15,F003,U01,Carga Mineral,243.48,8.83,2024-12-21,2024-12-20,Aprovado,True,2149.9284
PC000242,2024-04-19,F021,U02,Silicone Base,204.2,39.53,2024-04-26,2024-04-26,Aprovado,True,8072.026
PC000243,2025-06-08,F002,U02,Embalagem,744.08,23.64,2025-06-24,2025-06-29,Aprovado,False,17590.0512
PC000244,2024-04-01,F003,U02,Silicone Base,282.29,40.75,2024-04-23,2024-04-24,Aprovado,False,11503.317500000001
PC000245,2025-10-29,F007,U03,Embalagem,355.93,6.59,2025-11-22,2025-11-22,Aprovado,True,2345.5787
PC000246,2025-07-28,F013,U01,Isocianato,619.24,4.23,2025-08-09,2025-08-09,Aprovado,True,2619.3852
PC000247,2026-04-04,F026,U02,Embalagem,811.55,33.68,2026-04-08,2026-04-10,Aprovado,False,27333.003999999997
PC000248,2025-01-05,F029,U01,Solvente,287.35,7.57,2025-01-20,2025-01-19,Bloqueado,True,2175.2395
PC000249,2026-03-19,F013,U02,Solvente,245.45,43.48,2026-04-11,2026-04-13,Aprovado,False,10672.166
PC000250,2025-02-03,F014,U02,Carga Mineral,214.4,39.74,2025-02-11,2025-02-12,Aprovado,False,8520.256000000001
PC000251,2024-07-28,F004,U01,Poliol,218.91,13.24,2024-08-16,2024-08-15,Aprovado,True,2898.3684
PC000252,2025-10-17,F012,U03,Isocianato,514.43,20.86,2025-11-09,2025-11-10,Aprovado,False,10731.009799999998
PC000253,2025-12-09,F019,U01,Pigmento,208.14,29.01,2025-12-27,2025-12-25,Aprovado,True,6038.1413999999995
PC000254,2026-06-28,F001,U01,Aditivo,218.69,47.81,2026-07-05,2026-07-03,Aprovado,True,10455.5689
PC000255,2026-05-22,F007,U02,Pigmento,363.63,16.0,2026-06-03,2026-06-08,Aprovado,False,5818.08
PC000256,2026-01-07,F026,U01,Solvente,355.71,37.23,2026-01-19,2026-01-21,Aprovado,False,13243.083299999998
PC000257,2025-04-13,F005,U02,Embalagem,404.71,14.59,2025-05-03,2025-05-02,Aprovado,True,5904.7189
PC000258,2026-05-14,F001,U03,Poliol,243.38,21.49,2026-05-22,2026-05-20,Aprovado,True,5230.236199999999
PC000259,2024-12-01,F014,U03,Embalagem,928.02,16.06,2024-12-12,2024-12-10,Aprovado,True,14904.001199999999
PC000260,2025-10-10,F010,U02,Pigmento,55.19,46.82,2025-11-02,2025-11-07,Aprovado,False,2583.9957999999997
PC000261,2026-02-14,F015,U02,Isocianato,225.68,46.41,2026-02-21,2026-02-19,Aprovado,True,10473.808799999999
PC000262,2026-05-22,F013,U01,Silicone Base,154.86,4.24,2026-05-28,2026-05-30,Reprovado,False,656.6064000000001
PC000263,2025-02-18,F013,U03,Silicone Base,181.88,47.46,2025-03-07,2025-03-07,Aprovado,True,8632.0248
PC000264,2025-05-26,F030,U02,Carga Mineral,377.57,17.37,2025-06-19,2025-06-19,Aprovado,True,6558.3909
PC000265,2024-06-26,F029,U02,Silicone Base,610.21,19.44,2024-07-03,2024-07-03,Aprovado,True,11862.4824
PC000266,2025-12-02,F024,U03,Pigmento,370.99,17.82,2025-12-12,2025-12-10,Aprovado,True,6611.0418
PC000267,2026-01-31,F012,U03,Silicone Base,220.73,19.48,2026-02-09,2026-02-10,Aprovado,False,4299.8204
PC000268,2026-02-11,F020,U01,Aditivo,231.67,7.3,2026-02-25,2026-02-25,Aprovado,True,1691.1909999999998
PC000269,2024-12-29,F017,U02,Aditivo,377.59,13.98,2025-01-17,2025-01-17,Aprovado,True,5278.7082
PC000270,2026-01-17,F002,U02,Aditivo,216.84,12.48,2026-02-04,2026-02-04,Aprovado,True,2706.1632
PC000271,2024-01-08,F018,U03,Poliol,100.28,21.38,2024-01-28,2024-01-28,Aprovado,True,2143.9864
PC000272,2025-12-30,F018,U02,Silicone Base,76.31,19.19,2026-01-09,2026-01-09,Aprovado,True,1464.3889000000001
PC000273,2026-05-12,F001,U01,Carga Mineral,195.9,32.67,2026-05-17,2026-05-17,Aprovado,True,6400.053000000001
PC000274,2025-10-12,F001,U03,Pigmento,190.04,45.6,2025-10-29,2025-10-29,Aprovado,True,8665.824
PC000275,2026-05-01,F030,U03,Silicone Base,204.38,46.06,2026-05-15,2026-05-17,Aprovado,False,9413.7428
PC000276,2026-04-26,F028,U01,Solvente,139.84,34.96,2026-05-15,2026-05-16,Aprovado,False,4888.8064
PC000277,2025-06-01,F001,U01,Poliol,93.28,11.45,2025-06-22,2025-06-27,Aprovado,False,1068.056
PC000278,2024-11-12,F012,U03,Embalagem,249.51,25.47,2024-11-26,2024-11-26,Aprovado,True,6355.0197
PC000279,2024-11-22,F012,U02,Aditivo,39.94,24.45,2024-12-03,2024-12-08,Aprovado,False,976.5329999999999
PC000280,2026-01-30,F013,U03,Silicone Base,288.53,23.95,2026-02-14,2026-02-15,Aprovado,False,6910.293499999999
PC000281,2024-01-12,F015,U03,Pigmento,281.17,40.29,2024-01-26,2024-01-24,Aprovado,True,11328.3393
PC000282,2024-08-18,F026,U01,Embalagem,380.42,29.23,2024-09-09,2024-09-11,Aprovado,False,11119.6766
PC000283,2024-01-21,F003,U02,Embalagem,120.86,25.88,2024-01-31,2024-02-02,Aprovado,False,3127.8568
PC000284,2025-03-25,F005,U01,Silicone Base,794.08,40.09,2025-04-03,2025-04-03,Aprovado,True,31834.667200000004
PC000285,2024-12-25,F017,U03,Isocianato,680.32,31.24,2025-01-16,2025-01-21,Aprovado,False,21253.1968
PC000286,2025-09-15,F025,U02,Carga Mineral,461.91,9.29,2025-09-29,2025-09-27,Aprovado,True,4291.1439
PC000287,2025-11-30,F004,U02,Pigmento,177.28,15.45,2025-12-11,2025-12-11,Aprovado,True,2738.976
PC000288,2024-02-12,F005,U02,Poliol,331.57,7.58,2024-03-07,2024-03-09,Aprovado,False,2513.3006
PC000289,2025-07-25,F001,U03,Isocianato,218.66,37.63,2025-08-07,2025-08-09,Aprovado,False,8228.1758
PC000290,2024-02-11,F006,U03,Silicone Base,347.25,10.79,2024-02-15,2024-02-17,Aprovado,False,3746.8275
PC000291,2025-02-03,F016,U01,Aditivo,59.62,18.42,2025-02-18,2025-02-16,Bloqueado,True,1098.2004
PC000292,2024-06-11,F014,U02,Poliol,149.69,22.06,2024-06-23,2024-06-23,Aprovado,True,3302.1614
PC000293,2024-08-12,F026,U02,Poliol,170.58,27.29,2024-08-26,2024-08-25,Aprovado,True,4655.1282
PC000294,2026-03-19,F009,U01,Solvente,124.69,46.52,2026-04-04,2026-04-03,Aprovado,True,5800.5788
PC000295,2026-05-18,F017,U02,Aditivo,195.11,18.32,2026-05-23,2026-05-23,Aprovado,True,3574.4152000000004
PC000296,2026-06-09,F002,U01,Carga Mineral,278.2,31.99,2026-06-20,2026-06-20,Aprovado,True,8899.617999999999
PC000297,2025-07-31,F009,U03,Embalagem,342.73,25.19,2025-08-22,2025-08-20,Aprovado,True,8633.3687
PC000298,2024-12-27,F022,U03,Isocianato,113.58,27.88,2025-01-14,2025-01-14,Aprovado,True,3166.6104
PC000299,2025-08-12,F007,U02,Poliol,586.72,33.7,2025-08-18,2025-08-18,Aprovado,True,19772.464000000004
PC000300,2026-01-12,F010,U03,Silicone Base,171.77,19.98,2026-01-22,2026-01-22,Aprovado,True,3431.9646000000002
PC000301,2025-07-30,F028,U01,Pigmento,201.23,22.35,2025-08-12,2025-08-17,Aprovado,False,4497.4905
PC000302,2026-02-12,F028,U02,Embalagem,143.04,12.08,2026-02-28,2026-03-05,Aprovado,False,1727.9232
PC000303,2025-03-12,F012,U03,Aditivo,58.35,28.7,2025-04-03,2025-04-03,Aprovado,True,1674.645
PC000304,2025-08-04,F023,U01,Embalagem,30.76,26.86,2025-08-20,2025-08-22,Aprovado,False,826.2136
PC000305,2025-10-27,F003,U02,Carga Mineral,737.14,34.17,2025-11-05,2025-11-07,Aprovado,False,25188.073800000002
PC000306,2026-02-19,F001,U02,Poliol,563.39,11.56,2026-03-04,2026-03-03,Aprovado,True,6512.7884
PC000307,2026-06-07,F015,U02,Pigmento,160.23,16.33,2026-06-19,2026-06-17,Aprovado,True,2616.5558999999994
PC000308,2025-09-11,F016,U02,Isocianato,252.19,5.47,2025-09-17,2025-09-16,Aprovado,True,1379.4793
PC000309,2025-04-22,F002,U03,Silicone Base,431.36,33.12,2025-05-04,2025-05-03,Aprovado,True,14286.643199999999
PC000310,2025-10-09,F018,U01,Silicone Base,222.43,8.36,2025-11-01,2025-11-03,Aprovado,False,1859.5148
PC000311,2024-02-12,F027,U03,Carga Mineral,492.0,42.33,2024-02-24,2024-02-24,Aprovado,True,20826.36
PC000312,2024-01-27,F011,U03,Embalagem,119.08,28.89,2024-02-20,2024-02-20,Aprovado,True,3440.2212
PC000313,2025-02-23,F004,U03,Embalagem,76.71,17.21,2025-03-02,2025-03-01,Aprovado,True,1320.1791
PC000314,2025-02-19,F001,U01,Aditivo,787.15,17.4,2025-03-11,2025-03-11,Aprovado,True,13696.409999999998
PC000315,2026-05-12,F008,U01,Solvente,502.35,8.59,2026-05-22,2026-05-20,Aprovado,True,4315.1865
PC000316,2025-08-19,F015,U01,Solvente,194.41,24.67,2025-08-29,2025-08-29,Aprovado,True,4796.094700000001
PC000317,2024-08-30,F030,U02,Aditivo,76.9,30.31,2024-09-14,2024-09-19,Aprovado,False,2330.839
PC000318,2025-03-11,F001,U02,Poliol,121.53,38.48,2025-04-04,2025-04-06,Aprovado,False,4676.4744
PC000319,2025-03-15,F018,U02,Carga Mineral,87.83,28.54,2025-03-22,2025-03-22,Aprovado,True,2506.6682
PC000320,2024-10-16,F013,U02,Silicone Base,218.37,19.29,2024-10-23,2024-10-24,Aprovado,False,4212.3573
PC000321,2025-08-22,F029,U01,Poliol,158.54,31.01,2025-09-09,2025-09-10,Aprovado,False,4916.3254
PC000322,2025-05-07,F003,U02,Pigmento,211.3,3.72,2025-05-23,2025-05-23,Aprovado,True,786.0360000000001
PC000323,2025-02-26,F016,U01,Isocianato,651.62,44.37,2025-03-20,2025-03-20,Aprovado,True,28912.379399999998
PC000324,2025-12-05,F011,U03,Poliol,138.83,9.54,2025-12-15,2025-12-20,Aprovado,False,1324.4382
PC000325,2025-10-04,F007,U03,Silicone Base,189.57,21.37,2025-10-20,2025-10-20,Aprovado,True,4051.1109
PC000326,2026-05-17,F006,U03,Isocianato,238.58,4.69,2026-05-25,2026-05-25,Aprovado,True,1118.9402000000002
PC000327,2024-07-20,F017,U01,Solvente,906.83,29.77,2024-08-03,2024-08-08,Aprovado,False,26996.3291
PC000328,2025-06-17,F004,U02,Embalagem,443.22,28.42,2025-07-11,2025-07-11,Aprovado,True,12596.3124
PC000329,2024-08-04,F017,U01,Embalagem,78.12,47.49,2024-08-16,2024-08-18,Aprovado,False,3709.9188000000004
PC000330,2026-06-21,F030,U03,Embalagem,607.82,4.03,2026-07-08,2026-07-08,Aprovado,True,2449.5146000000004
PC000331,2025-10-02,F009,U02,Embalagem,313.33,22.46,2025-10-17,2025-10-17,Aprovado,True,7037.3918
PC000332,2024-06-02,F008,U01,Aditivo,227.4,28.63,2024-06-18,2024-06-20,Aprovado,False,6510.4619999999995
PC000333,2024-02-10,F029,U03,Embalagem,127.38,24.38,2024-02-22,2024-02-23,Aprovado,False,3105.5244
PC000334,2024-12-09,F012,U03,Isocianato,254.82,28.04,2024-12-26,2024-12-24,Aprovado,True,7145.1528
PC000335,2024-10-06,F020,U02,Carga Mineral,273.65,19.28,2024-10-12,2024-10-14,Aprovado,False,5275.972
PC000336,2026-06-02,F013,U01,Aditivo,574.08,42.13,2026-06-15,2026-06-20,Aprovado,False,24185.990400000002
PC000337,2025-03-06,F003,U01,Pigmento,814.33,31.76,2025-03-17,2025-03-18,Aprovado,False,25863.120800000004
PC000338,2024-11-08,F010,U03,Silicone Base,391.57,14.09,2024-11-14,2024-11-14,Aprovado,True,5517.2213
PC000339,2024-11-30,F009,U01,Aditivo,140.87,30.52,2024-12-19,2024-12-20,Bloqueado,False,4299.3524
PC000340,2026-07-17,F021,U01,Embalagem,174.35,7.97,2026-07-23,2026-07-24,Aprovado,False,1389.5694999999998
PC000341,2024-12-07,F027,U01,Pigmento,384.82,37.99,2024-12-19,2024-12-24,Aprovado,False,14619.311800000001
PC000342,2025-04-04,F013,U02,Solvente,306.1,15.27,2025-04-09,2025-04-09,Reprovado,True,4674.147
PC000343,2024-06-09,F005,U01,Silicone Base,952.89,17.22,2024-07-01,2024-07-06,Aprovado,False,16408.765799999997
PC000344,2026-06-04,F008,U03,Solvente,713.0,9.78,2026-06-16,2026-06-15,Aprovado,True,6973.139999999999
PC000345,2025-05-31,F029,U01,Silicone Base,63.95,27.05,2025-06-07,2025-06-09,Aprovado,False,1729.8475
PC000346,2024-01-02,F028,U01,Isocianato,177.66,40.51,2024-01-21,2024-01-19,Bloqueado,True,7197.0066
PC000347,2026-04-01,F005,U01,Poliol,554.07,47.08,2026-04-09,2026-04-09,Aprovado,True,26085.6156
PC000348,2024-06-15,F010,U02,Aditivo,402.62,27.56,2024-06-30,2024-06-30,Aprovado,True,11096.207199999999
PC000349,2024-09-05,F019,U02,Silicone Base,406.34,11.05,2024-09-11,2024-09-11,Bloqueado,True,4490.057
PC000350,2025-06-05,F005,U01,Silicone Base,528.44,18.59,2025-06-19,2025-06-20,Aprovado,False,9823.699600000002
PC000351,2025-07-31,F029,U01,Isocianato,153.76,12.57,2025-08-12,2025-08-10,Aprovado,True,1932.7631999999999
PC000352,2024-10-18,F004,U01,Aditivo,242.64,31.06,2024-11-03,2024-11-04,Bloqueado,False,7536.398399999999
PC000353,2025-12-28,F020,U02,Isocianato,502.11,4.34,2026-01-16,2026-01-16,Aprovado,True,2179.1574
PC000354,2025-01-06,F021,U02,Silicone Base,188.95,12.5,2025-01-11,2025-01-13,Aprovado,False,2361.875
PC000355,2026-04-05,F005,U01,Carga Mineral,184.05,8.17,2026-04-17,2026-04-22,Aprovado,False,1503.6885
PC000356,2026-04-04,F008,U02,Poliol,282.55,41.2,2026-04-28,2026-04-28,Aprovado,True,11641.060000000001
PC000357,2025-11-17,F001,U02,Silicone Base,170.34,21.87,2025-12-06,2025-12-08,Aprovado,False,3725.3358000000003
PC000358,2024-05-24,F002,U02,Embalagem,198.06,7.03,2024-05-31,2024-06-05,Aprovado,False,1392.3618000000001
PC000359,2025-09-12,F014,U01,Carga Mineral,124.68,11.34,2025-09-21,2025-09-20,Aprovado,True,1413.8712
PC000360,2024-01-19,F002,U01,Silicone Base,389.92,32.89,2024-01-23,2024-01-23,Aprovado,True,12824.4688
PC000361,2024-09-09,F027,U03,Embalagem,287.64,6.04,2024-09-18,2024-09-17,Aprovado,True,1737.3455999999999
PC000362,2024-10-02,F010,U01,Carga Mineral,85.05,29.89,2024-10-13,2024-10-12,Aprovado,True,2542.1445
PC000363,2024-11-29,F030,U01,Pigmento,400.69,3.43,2024-12-16,2024-12-16,Aprovado,True,1374.3667
PC000364,2024-08-15,F006,U02,Silicone Base,108.07,45.72,2024-09-01,2024-09-01,Aprovado,True,4940.9604
PC000365,2024-06-19,F030,U03,Isocianato,142.91,30.26,2024-06-23,2024-06-23,Aprovado,True,4324.4566
PC000366,2026-07-15,F020,U01,Embalagem,56.3,26.76,2026-07-25,2026-07-25,Aprovado,True,1506.588
PC000367,2025-05-05,F030,U01,Carga Mineral,477.38,16.83,2025-05-27,2025-05-27,Aprovado,True,8034.305399999999
PC000368,2024-02-11,F021,U01,Solvente,151.97,6.47,2024-03-03,2024-03-03,Aprovado,True,983.2459
PC000369,2025-01-11,F029,U03,Poliol,49.48,28.68,2025-01-28,2025-01-29,Aprovado,False,1419.0864
PC000370,2025-09-13,F022,U01,Aditivo,109.41,13.65,2025-09-28,2025-09-28,Aprovado,True,1493.4465
PC000371,2024-06-15,F012,U03,Carga Mineral,405.7,42.48,2024-06-29,2024-06-29,Bloqueado,True,17234.136
PC000372,2024-12-02,F028,U03,Aditivo,310.78,15.1,2024-12-08,2024-12-09,Aprovado,False,4692.777999999999
PC000373,2025-12-30,F013,U02,Poliol,220.91,28.22,2026-01-11,2026-01-11,Aprovado,True,6234.080199999999
PC000374,2024-12-14,F029,U01,Silicone Base,642.09,41.89,2024-12-23,2024-12-23,Aprovado,True,26897.150100000003
PC000375,2024-03-14,F012,U02,Solvente,660.27,18.93,2024-03-28,2024-03-26,Aprovado,True,12498.9111
PC000376,2024-05-29,F003,U01,Silicone Base,520.84,35.26,2024-06-13,2024-06-14,Aprovado,False,18364.8184
PC000377,2025-10-29,F016,U03,Poliol,421.47,25.21,2025-11-06,2025-11-05,Aprovado,True,10625.2587
PC000378,2025-03-09,F003,U02,Isocianato,368.84,44.74,2025-03-30,2025-03-31,Aprovado,False,16501.9016
PC000379,2025-04-09,F030,U02,Solvente,76.99,44.23,2025-04-21,2025-04-21,Aprovado,True,3405.2676999999994
PC000380,2025-04-01,F017,U03,Isocianato,194.05,31.86,2025-04-25,2025-04-26,Aprovado,False,6182.433
PC000381,2025-09-10,F015,U02,Isocianato,320.8,30.51,2025-09-28,2025-09-30,Aprovado,False,9787.608
PC000382,2024-09-09,F026,U02,Solvente,359.91,35.63,2024-10-03,2024-10-05,Aprovado,False,12823.593300000002
PC000383,2026-01-13,F012,U03,Pigmento,262.99,27.36,2026-01-27,2026-01-27,Aprovado,True,7195.4064
PC000384,2025-04-08,F008,U01,Solvente,521.35,17.21,2025-04-13,2025-04-13,Aprovado,True,8972.433500000001
PC000385,2024-01-09,F005,U03,Silicone Base,144.01,14.82,2024-01-20,2024-01-18,Aprovado,True,2134.2282
PC000386,2025-01-18,F014,U02,Carga Mineral,230.83,23.47,2025-02-09,2025-02-09,Aprovado,True,5417.5801
PC000387,2026-07-12,F010,U02,Pigmento,522.55,18.39,2026-07-20,2026-07-18,Aprovado,True,9609.6945
PC000388,2026-03-13,F003,U03,Solvente,493.36,5.56,2026-04-03,2026-04-08,Aprovado,False,2743.0816
PC000389,2025-04-04,F028,U01,Embalagem,177.38,3.22,2025-04-16,2025-04-15,Aprovado,True,571.1636
PC000390,2025-07-11,F023,U01,Carga Mineral,348.19,17.2,2025-07-20,2025-07-25,Aprovado,False,5988.8679999999995
PC000391,2025-10-04,F015,U03,Poliol,498.22,14.67,2025-10-22,2025-10-24,Bloqueado,False,7308.8874000000005
PC000392,2024-10-12,F026,U03,Pigmento,130.78,38.82,2024-10-29,2024-10-29,Aprovado,True,5076.8796
PC000393,2024-04-18,F011,U02,Carga Mineral,265.51,19.74,2024-05-04,2024-05-04,Aprovado,True,5241.167399999999
PC000394,2025-10-15,F020,U01,Solvente,190.12,39.2,2025-10-29,2025-10-30,Aprovado,False,7452.704000000001
PC000395,2026-07-07,F028,U01,Silicone Base,351.79,29.76,2026-07-15,2026-07-17,Aprovado,False,10469.270400000001
PC000396,2025-11-04,F012,U01,Isocianato,148.06,33.96,2025-11-24,2025-11-26,Aprovado,False,5028.1176000000005
PC000397,2024-05-27,F014,U01,Silicone Base,503.86,29.1,2024-06-17,2024-06-17,Aprovado,True,14662.326000000001
PC000398,2025-12-30,F013,U02,Isocianato,323.2,36.25,2026-01-12,2026-01-17,Aprovado,False,11716.0
PC000399,2024-08-05,F003,U03,Silicone Base,339.72,13.45,2024-08-19,2024-08-24,Aprovado,False,4569.234
PC000400,2025-09-15,F021,U02,Silicone Base,64.72,42.8,2025-09-19,2025-09-18,Bloqueado,True,2770.0159999999996
PC000401,2025-05-24,F003,U02,Carga Mineral,193.45,21.97,2025-05-30,2025-06-01,Aprovado,False,4250.0965
PC000402,2024-02-23,F014,U03,Isocianato,152.6,27.02,2024-03-07,2024-03-12,Aprovado,False,4123.2519999999995
PC000403,2025-12-27,F027,U02,Pigmento,334.98,4.0,2026-01-15,2026-01-17,Aprovado,False,1339.92
PC000404,2025-10-08,F029,U02,Isocianato,147.09,17.65,2025-10-23,2025-10-23,Aprovado,True,2596.1385
PC000405,2026-07-20,F027,U01,Isocianato,482.45,46.57,2026-08-07,2026-08-07,Aprovado,True,22467.6965
PC000406,2025-06-21,F003,U02,Pigmento,92.02,46.55,2025-07-07,2025-07-09,Aprovado,False,4283.531
PC000407,2025-07-26,F015,U02,Pigmento,483.03,3.51,2025-08-14,2025-08-13,Aprovado,True,1695.4352999999999
PC000408,2025-07-22,F001,U02,Silicone Base,86.89,20.58,2025-08-04,2025-08-04,Aprovado,True,1788.1961999999999
PC000409,2024-11-11,F025,U02,Carga Mineral,784.14,36.79,2024-11-18,2024-11-23,Aprovado,False,28848.510599999998
PC000410,2025-10-14,F015,U01,Pigmento,96.04,30.19,2025-11-07,2025-11-09,Aprovado,False,2899.4476000000004
PC000411,2025-09-22,F016,U01,Poliol,326.22,44.57,2025-10-10,2025-10-10,Aprovado,True,14539.6254
PC000412,2025-05-31,F008,U02,Solvente,437.16,43.93,2025-06-09,2025-06-09,Aprovado,True,19204.4388
PC000413,2024-10-01,F004,U03,Solvente,345.54,33.33,2024-10-06,2024-10-05,Aprovado,True,11516.8482
PC000414,2024-05-16,F020,U02,Poliol,152.72,38.3,2024-06-03,2024-06-05,Reprovado,False,5849.1759999999995
PC000415,2024-06-05,F002,U03,Carga Mineral,327.25,21.96,2024-06-09,2024-06-07,Bloqueado,True,7186.41
PC000416,2026-05-13,F016,U01,Solvente,405.41,27.44,2026-06-04,2026-06-04,Bloqueado,True,11124.450400000002
PC000417,2025-10-15,F006,U03,Embalagem,446.24,44.43,2025-11-04,2025-11-09,Aprovado,False,19826.4432
PC000418,2024-02-02,F008,U03,Embalagem,42.88,12.69,2024-02-19,2024-02-17,Aprovado,True,544.1472
PC000419,2025-06-25,F030,U02,Poliol,144.32,38.51,2025-07-03,2025-07-03,Aprovado,True,5557.763199999999
PC000420,2025-09-16,F005,U03,Silicone Base,288.19,37.71,2025-09-26,2025-09-26,Aprovado,True,10867.6449
PC000421,2024-03-22,F007,U03,Isocianato,430.13,25.81,2024-04-07,2024-04-07,Aprovado,True,11101.655299999999
PC000422,2025-03-02,F008,U01,Isocianato,326.07,34.43,2025-03-25,2025-03-23,Aprovado,True,11226.5901
PC000423,2024-01-27,F023,U03,Solvente,194.36,44.17,2024-02-12,2024-02-12,Aprovado,True,8584.881200000002
PC000424,2026-06-20,F003,U03,Poliol,186.75,30.55,2026-07-12,2026-07-10,Aprovado,True,5705.212500000001
PC000425,2024-01-26,F026,U03,Silicone Base,86.77,35.46,2024-02-04,2024-02-05,Aprovado,False,3076.8642
PC000426,2024-03-09,F006,U02,Pigmento,455.67,22.17,2024-03-16,2024-03-15,Aprovado,True,10102.2039
PC000427,2024-02-13,F004,U03,Pigmento,50.43,23.52,2024-02-28,2024-02-29,Aprovado,False,1186.1136
PC000428,2024-04-03,F020,U02,Poliol,179.6,34.66,2024-04-21,2024-04-21,Aprovado,True,6224.935999999999
PC000429,2024-10-28,F021,U01,Poliol,1140.19,37.63,2024-11-06,2024-11-08,Aprovado,False,42905.349700000006
PC000430,2025-11-29,F022,U02,Isocianato,76.55,5.48,2025-12-11,2025-12-09,Aprovado,True,419.494
PC000431,2026-07-15,F012,U01,Embalagem,80.39,21.4,2026-07-28,2026-07-28,Aprovado,True,1720.346
PC000432,2024-04-19,F012,U02,Embalagem,427.95,9.25,2024-05-07,2024-05-05,Aprovado,True,3958.5375
PC000433,2024-06-07,F010,U01,Solvente,244.81,5.11,2024-06-13,2024-06-14,Aprovado,False,1250.9791
PC000434,2025-01-20,F007,U03,Embalagem,316.79,29.3,2025-02-03,2025-02-04,Aprovado,False,9281.947
PC000435,2025-01-22,F028,U02,Carga Mineral,221.82,5.93,2025-01-31,2025-01-31,Aprovado,True,1315.3926
PC000436,2026-05-05,F019,U03,Pigmento,186.4,35.78,2026-05-27,2026-05-27,Aprovado,True,6669.392000000001
PC000437,2026-04-16,F025,U03,Solvente,367.69,39.6,2026-04-27,2026-04-27,Aprovado,True,14560.524000000001
PC000438,2025-10-18,F001,U02,Aditivo,168.59,5.75,2025-10-29,2025-10-28,Aprovado,True,969.3925
PC000439,2025-05-27,F003,U03,Pigmento,190.33,7.52,2025-06-05,2025-06-07,Aprovado,False,1431.2816
PC000440,2024-03-23,F004,U01,Isocianato,168.49,44.05,2024-04-03,2024-04-03,Aprovado,True,7421.9845
PC000441,2024-12-05,F006,U02,Pigmento,167.36,23.0,2024-12-27,2024-12-27,Aprovado,True,3849.28
PC000442,2026-06-24,F002,U01,Pigmento,744.99,22.81,2026-07-08,2026-07-10,Aprovado,False,16993.2219
PC000443,2025-09-02,F022,U03,Isocianato,352.43,40.99,2025-09-08,2025-09-08,Aprovado,True,14446.105700000002
