mensuracao_id,projeto_id,competencia,valor_realizado,saving_validado,status
MN00454,CS03026,2025-02-01,7662.97,202.36,Validado
MN00455,CS02687,2024-04-01,5672.93,1643.34,Validado
MN00456,CS03593,2024-04-01,5307.69,935.54,Validado
MN00457,CS02662,2024-12-01,3447.0,649.95,Validado
MN00458,CS02591,2024-12-01,3137.33,958.1,Validado
MN00459,CS02730,2024-07-01,2398.3,1438.89,Validado
MN00460,CS03078,2026-02-01,5252.36,1245.96,Validado
MN00461,CS00691,2026-02-01,17169.92,4214.85,Validado
MN00462,CS03103,2025-10-01,5430.76,775.95,Validado
MN00463,CS00473,2025-02-01,9577.84,2113.97,Validado
MN00464,CS01302,2025-02-01,7031.68,1535.06,Validado
MN00465,CS00259,2026-07-01,1616.0,7969.01,Validado
MN00466,CS02883,2025-06-01,8534.16,933.32,Validado
MN00467,CS03031,2024-08-01,8181.14,849.88,Validado
MN00468,CS03648,2024-11-01,5474.55,285.24,Validado
MN00469,CS01135,2024-06-01,1707.65,962.93,Validado
MN00470,CS02843,2024-12-01,1596.35,846.51,Rejeitado
MN00471,CS00269,2025-02-01,2836.29,2253.63,Validado
MN00472,CS03482,2024-10-01,3582.52,778.02,Validado
MN00473,CS03761,2025-08-01,22924.35,2773.28,Validado
MN00474,CS02778,2026-06-01,1706.14,650.22,Pendente
MN00475,CS00131,2025-03-01,1109.01,1355.61,Validado
MN00476,CS00199,2025-09-01,1350.96,5064.59,Validado
MN00477,CS02209,2025-03-01,21522.46,886.05,Validado
MN00478,CS02421,2025-08-01,18785.94,718.25,Validado
MN00479,CS01473,2026-03-01,1134.11,518.37,Validado
MN00480,CS00418,2025-01-01,661.38,556.08,Validado
MN00481,CS01992,2026-06-01,2818.26,265.39,Pendente
MN00482,CS00859,2024-12-01,1911.34,2497.09,Validado
MN00483,CS00831,2024-06-01,5520.75,5348.63,Validado
MN00484,CS01131,2024-11-01,2601.85,599.57,Validado
MN00485,CS02535,2024-03-01,1207.67,759.07,Validado
MN00486,CS02185,2024-11-01,2623.3,1415.19,Validado
MN00487,CS01617,2026-06-01,2478.65,1651.94,Validado
MN00488,CS02395,2025-04-01,5807.44,989.28,Rejeitado
MN00489,CS02454,2026-07-01,5766.62,7823.83,Validado
MN00490,CS02335,2024-06-01,10591.69,748.5,Validado
MN00491,CS02196,2026-04-01,52291.48,189.64,Validado
MN00492,CS03306,2025-06-01,995.47,3679.52,Validado
MN00493,CS01211,2026-04-01,2812.79,1586.5,Validado
MN00494,CS02115,2024-01-01,12768.23,619.42,Validado
MN00495,CS01113,2024-09-01,5363.49,205.6,Validado
MN00496,CS01171,2024-08-01,3079.02,4016.39,Validado
MN00497,CS02602,2025-06-01,979.0,1867.73,Validado
MN00498,CS01829,2024-10-01,3388.72,2331.82,Validado
MN00499,CS03175,2025-01-01,1615.41,4095.01,Validado
MN00500,CS03033,2025-04-01,8134.12,426.04,Validado
MN00501,CS00372,2025-07-01,5158.63,1927.89,Validado
MN00502,CS01791,2024-08-01,7932.24,1337.19,Validado
MN00503,CS01962,2025-04-01,741.15,619.86,Validado
MN00504,CS00535,2026-02-01,1814.94,965.99,Validado
MN00505,CS03391,2025-06-01,2264.47,1761.15,Pendente
MN00506,CS01507,2025-12-01,12206.37,351.52,Rejeitado
MN00507,CS00270,2026-03-01,5829.99,8734.04,Validado
MN00508,CS00257,2024-12-01,6491.37,686.19,Validado
MN00509,CS02343,2024-04-01,2822.13,894.2,Validado
MN00510,CS02549,2025-07-01,1020.04,1536.73,Validado
MN00511,CS03290,2026-02-01,15142.75,184.59,Pendente
MN00512,CS03468,2024-08-01,9406.09,1379.06,Validado
MN00513,CS03424,2024-03-01,2530.39,458.59,Validado
MN00514,CS03358,2024-02-01,7022.27,446.71,Validado
MN00515,CS02978,2026-05-01,15204.63,231.85,Validado
MN00516,CS00837,2024-08-01,1800.47,1245.23,Validado
MN00517,CS03341,2024-04-01,4149.92,1644.92,Validado
MN00518,CS03061,2026-05-01,11002.55,2564.18,Validado
MN00519,CS02841,2024-10-01,2609.34,593.02,Validado
MN00520,CS02564,2026-03-01,4358.76,929.63,Validado
MN00521,CS03433,2026-04-01,1771.63,155.85,Validado
MN00522,CS00635,2024-04-01,3018.0,323.56,Pendente
MN00523,CS02792,2026-07-01,7888.04,743.55,Validado
MN00524,CS00253,2025-07-01,6480.33,439.05,Validado
MN00525,CS01885,2025-02-01,4226.3,2544.6,Validado
MN00526,CS01145,2025-10-01,7016.01,159.89,Rejeitado
MN00527,CS02943,2025-09-01,2032.42,4926.57,Validado
MN00528,CS01762,2024-04-01,5774.87,715.42,Validado
MN00529,CS01969,2024-11-01,1942.28,4184.19,Validado
MN00530,CS00853,2024-01-01,6093.79,1680.36,Validado
MN00531,CS02147,2024-03-01,1671.11,1661.8,Validado
MN00532,CS01418,2025-03-01,2502.68,551.24,Validado
MN00533,CS00630,2024-05-01,3492.7,1082.99,Validado
MN00534,CS02893,2024-11-01,1959.49,880.21,Validado
MN00535,CS02448,2026-07-01,4651.85,666.41,Validado
MN00536,CS01315,2024-12-01,4688.92,4674.38,Validado
MN00537,CS01280,2024-07-01,2030.8,2341.14,Validado
MN00538,CS01500,2025-05-01,1372.13,659.54,Validado
MN00539,CS01760,2024-06-01,5274.92,2183.41,Validado
MN00540,CS01393,2025-07-01,4394.59,2558.04,Validado
MN00541,CS01589,2025-06-01,4112.0,2015.54,Validado
MN00542,CS03289,2025-11-01,5087.46,832.12,Validado
MN00543,CS02981,2026-06-01,5987.37,606.77,Validado
MN00544,CS01797,2024-04-01,2444.18,508.13,Rejeitado
MN00545,CS02415,2025-03-01,2319.13,890.77,Validado
MN00546,CS00276,2024-10-01,3154.12,1856.97,Validado
MN00547,CS00632,2025-06-01,1575.72,839.99,Validado
MN00548,CS03181,2025-06-01,1665.18,1639.3,Validado
MN00549,CS01620,2026-06-01,21546.32,3508.46,Validado
MN00550,CS01293,2024-04-01,12470.67,494.95,Validado
MN00551,CS00027,2025-11-01,7032.78,1065.22,Validado
MN00552,CS00035,2025-02-01,6334.79,417.14,Validado
MN00553,CS01935,2024-01-01,6596.46,3326.62,Validado
MN00554,CS00913,2024-07-01,1322.73,2048.59,Pendente
MN00555,CS00421,2025-10-01,1230.44,1341.19,Validado
MN00556,CS03681,2026-05-01,8595.22,347.8,Rejeitado
MN00557,CS01528,2025-07-01,17661.32,672.7,Rejeitado
MN00558,CS03738,2024-02-01,2453.33,231.5,Validado
MN00559,CS01999,2024-02-01,7933.35,995.48,Validado
MN00560,CS02403,2025-10-01,11692.91,449.55,Validado
MN00561,CS03217,2026-03-01,2418.22,6482.6,Pendente
MN00562,CS00169,2024-12-01,7875.36,347.06,Validado
MN00563,CS00033,2024-10-01,3807.22,6422.79,Validado
MN00564,CS01759,2026-07-01,7739.62,1979.69,Pendente
MN00565,CS02678,2025-09-01,5502.03,912.81,Validado
MN00566,CS01556,2026-07-01,3458.21,422.36,Validado
MN00567,CS01525,2025-10-01,32795.97,266.29,Pendente
MN00568,CS02610,2026-01-01,832.13,3730.58,Pendente
MN00569,CS00931,2026-01-01,1498.75,1092.17,Rejeitado
MN00570,CS00797,2024-10-01,3084.57,870.04,Validado
MN00571,CS00785,2025-11-01,4370.16,1199.64,Validado
MN00572,CS00426,2025-03-01,4062.17,910.78,Validado
MN00573,CS01373,2024-08-01,11234.55,928.01,Validado
MN00574,CS02739,2025-09-01,3283.22,330.09,Validado
MN00575,CS03619,2026-01-01,1610.72,1273.97,Validado
MN00576,CS03374,2024-03-01,15853.0,460.4,Validado
MN00577,CS01059,2025-10-01,16350.8,443.3,Pendente
MN00578,CS03201,2024-04-01,105840.34,974.12,Validado
MN00579,CS00808,2025-05-01,4430.77,1100.83,Validado
MN00580,CS01887,2026-01-01,2333.42,16825.13,Validado
MN00581,CS01254,2024-02-01,5052.17,2364.45,Validado
MN00582,CS01219,2024-04-01,9858.4,563.63,Validado
MN00583,CS00844,2025-02-01,12957.7,450.81,Validado
MN00584,CS03118,2024-08-01,5193.43,1863.17,Validado
MN00585,CS03365,2025-02-01,4592.66,2064.88,Validado
MN00586,CS01728,2024-03-01,7251.85,1732.47,Validado
MN00587,CS02210,2025-02-01,1260.31,268.42,Validado
MN00588,CS02635,2025-01-01,7601.35,4019.9,Validado
MN00589,CS01314,2026-04-01,3344.96,512.37,Validado
MN00590,CS01622,2024-04-01,6690.86,868.39,Pendente
MN00591,CS01256,2026-07-01,4184.22,1333.03,Pendente
MN00592,CS01616,2025-10-01,8248.0,588.32,Validado
MN00593,CS03399,2025-07-01,1237.57,531.48,Validado
MN00594,CS03174,2025-07-01,16741.45,993.43,Validado
MN00595,CS01932,2025-11-01,2965.27,995.72,Validado
MN00596,CS01589,2025-11-01,1007.0,704.6,Validado
MN00597,CS01431,2024-10-01,10139.83,3234.43,Pendente
MN00598,CS03500,2024-03-01,3236.54,816.12,Validado
MN00599,CS01554,2026-06-01,12343.22,663.65,Validado
MN00600,CS02272,2025-03-01,3464.91,993.35,Validado
MN00601,CS01340,2026-04-01,3457.53,699.62,Validado
MN00602,CS03649,2025-06-01,934.07,338.31,Validado
MN00603,CS01133,2024-03-01,20713.34,2071.72,Validado
MN00604,CS00680,2024-10-01,21806.27,1073.3,Validado
MN00605,CS00146,2026-01-01,8526.23,452.51,Validado
MN00606,CS01724,2025-06-01,1010.28,379.16,Validado
MN00607,CS03059,2024-03-01,6286.27,995.53,Pendente
MN00608,CS01895,2026-05-01,4527.45,463.52,Pendente
MN00609,CS02584,2025-08-01,5930.93,2367.08,Validado
MN00610,CS00563,2024-11-01,7501.4,1707.25,Validado
MN00611,CS01806,2024-03-01,12146.96,1085.78,Validado
MN00612,CS01307,2026-02-01,6704.26,281.17,Validado
MN00613,CS01691,2025-04-01,1411.44,375.19,Validado
MN00614,CS03046,2024-04-01,9917.77,1512.7,Validado
MN00615,CS02081,2025-07-01,1441.03,1238.71,Validado
MN00616,CS01876,2025-10-01,3753.86,264.15,Rejeitado
MN00617,CS03121,2025-08-01,6405.79,3443.05,Validado
MN00618,CS01279,2025-05-01,1466.88,6843.8,Pendente
MN00619,CS00850,2025-09-01,3693.03,1466.14,Validado
MN00620,CS03135,2025-04-01,2445.72,3037.62,Pendente
MN00621,CS00022,2025-02-01,7459.64,1179.63,Validado
MN00622,CS01291,2025-09-01,5444.88,1913.86,Validado
MN00623,CS01221,2024-06-01,389.4,317.56,Validado
MN00624,CS01556,2025-09-01,2384.4,521.34,Pendente
MN00625,CS03109,2025-03-01,16861.49,356.4,Validado
MN00626,CS00475,2025-09-01,29838.49,845.17,Validado
MN00627,CS01869,2024-04-01,3280.6,268.51,Pendente
MN00628,CS03466,2025-12-01,14015.1,1050.15,Pendente
MN00629,CS02559,2025-08-01,10052.66,948.26,Validado
MN00630,CS00513,2024-08-01,3878.47,1254.1,Validado
MN00631,CS00551,2024-03-01,670.76,613.9,Validado
MN00632,CS01280,2024-03-01,19899.59,691.69,Validado
MN00633,CS02200,2024-02-01,13597.27,812.01,Validado
MN00634,CS03191,2025-09-01,960.15,1664.45,Validado
MN00635,CS03089,2025-10-01,2080.15,1045.38,Validado
MN00636,CS02754,2024-12-01,2199.61,2090.71,Pendente
MN00637,CS00641,2026-01-01,11382.65,2432.7,Validado
MN00638,CS00763,2025-07-01,14864.94,504.12,Validado
MN00639,CS03526,2025-02-01,2477.94,661.83,Validado
MN00640,CS00869,2025-09-01,926.5,2070.46,Validado
MN00641,CS01212,2025-08-01,4234.96,2155.49,Validado
MN00642,CS02152,2026-03-01,11577.93,63.6,Validado
MN00643,CS03391,2025-02-01,18108.72,727.58,Validado
MN00644,CS02529,2025-12-01,12038.46,3136.86,Validado
MN00645,CS01836,2026-05-01,6018.52,799.82,Validado
MN00646,CS00678,2024-09-01,2688.93,549.23,Validado
MN00647,CS03795,2025-07-01,37764.22,98.96,Validado
MN00648,CS00412,2025-08-01,6633.38,975.98,Validado
MN00649,CS00304,2024-02-01,1609.98,574.31,Validado
MN00650,CS00258,2026-04-01,5703.35,8114.58,Validado
MN00651,CS01282,2025-09-01,4495.71,1211.93,Pendente
MN00652,CS02530,2026-06-01,2152.9,641.47,Validado
MN00653,CS00758,2024-06-01,10848.69,290.96,Pendente
MN00654,CS00234,2026-03-01,5783.34,2566.17,Validado
MN00655,CS01826,2024-03-01,4832.42,3110.03,Validado
MN00656,CS00840,2025-02-01,2878.61,2276.32,Validado
MN00657,CS02071,2026-06-01,6491.13,1080.46,Validado
MN00658,CS00027,2026-04-01,6057.5,1205.49,Rejeitado
MN00659,CS00175,2025-06-01,3254.89,1024.11,Validado
MN00660,CS03137,2024-02-01,1475.06,1353.03,Pendente
MN00661,CS02415,2024-03-01,9521.76,148.77,Validado
MN00662,CS02949,2025-06-01,5709.63,404.79,Validado
MN00663,CS00016,2025-04-01,1423.77,577.4,Validado
MN00664,CS01591,2026-02-01,4071.49,1017.74,Validado
MN00665,CS00644,2024-01-01,6965.54,2597.88,Validado
MN00666,CS02893,2026-07-01,4244.43,300.88,Validado
MN00667,CS02110,2025-03-01,4036.61,807.22,Validado
MN00668,CS01761,2025-08-01,5155.56,311.41,Validado
MN00669,CS00737,2025-01-01,4606.08,604.79,Validado
MN00670,CS00875,2024-09-01,14737.34,432.65,Validado
MN00671,CS02222,2024-05-01,2028.45,7069.32,Validado
MN00672,CS03480,2025-04-01,10744.28,283.05,Validado
MN00673,CS03527,2025-05-01,5926.7,5138.89,Validado
MN00674,CS00866,2025-12-01,1371.12,370.17,Validado
MN00675,CS02272,2025-02-01,3295.31,2662.23,Rejeitado
MN00676,CS01388,2026-02-01,2610.11,367.68,Validado
MN00677,CS01169,2024-02-01,10974.47,822.98,Validado
MN00678,CS01563,2025-10-01,6215.68,1386.61,Validado
MN00679,CS00014,2026-02-01,10348.71,621.36,Validado
MN00680,CS01494,2025-11-01,6702.24,1285.68,Validado
MN00681,CS02140,2024-06-01,5421.81,408.53,Validado
MN00682,CS01943,2024-04-01,29232.92,716.57,Validado
MN00683,CS03504,2025-08-01,3765.7,271.65,Validado
MN00684,CS00979,2024-01-01,11469.26,1537.55,Validado
MN00685,CS03420,2025-07-01,1583.66,4601.23,Validado
MN00686,CS02947,2024-04-01,13219.39,2279.44,Validado
MN00687,CS00476,2025-07-01,1089.97,525.79,Validado
MN00688,CS02669,2025-04-01,8992.83,2667.89,Validado
MN00689,CS01864,2025-05-01,10980.17,3348.93,Validado
MN00690,CS01347,2026-06-01,5586.17,6730.59,Validado
MN00691,CS01029,2024-06-01,22094.76,2335.1,Validado
MN00692,CS02926,2026-06-01,6781.31,2175.72,Validado
MN00693,CS01458,2025-02-01,4308.88,1340.77,Validado
MN00694,CS00407,2026-02-01,1528.01,312.32,Pendente
MN00695,CS03792,2024-10-01,1378.96,681.77,Pendente
MN00696,CS01559,2026-02-01,3533.58,735.57,Rejeitado
MN00697,CS01735,2024-09-01,5170.01,1001.94,Validado
MN00698,CS01338,2025-04-01,6824.57,1650.31,Validado
MN00699,CS01483,2024-12-01,7194.24,387.28,Validado
MN00700,CS00137,2025-09-01,11829.21,794.32,Validado
MN00701,CS01123,2026-07-01,2128.6,1532.13,Pendente
MN00702,CS01300,2026-04-01,4808.18,2132.85,Pendente
MN00703,CS01657,2024-11-01,5010.08,843.55,Validado
MN00704,CS00277,2025-03-01,21373.85,904.06,Pendente
MN00705,CS02015,2024-05-01,1402.53,2116.98,Validado
MN00706,CS00686,2024-03-01,844.86,173.52,Validado
MN00707,CS02810,2025-10-01,4603.57,172.33,Validado
MN00708,CS01298,2025-04-01,4859.64,1777.69,Validado
MN00709,CS02988,2025-09-01,1472.53,539.11,Rejeitado
MN00710,CS01606,2025-12-01,13387.46,1490.02,Rejeitado
MN00711,CS02330,2025-01-01,6876.77,986.48,Validado
MN00712,CS02525,2026-06-01,12015.09,879.07,Validado
MN00713,CS02115,2024-01-01,9435.52,994.21,Validado
MN00714,CS01131,2024-01-01,2587.44,3796.74,Validado
MN00715,CS01916,2024-09-01,2929.8,467.1,Pendente
MN00716,CS03104,2025-05-01,894.45,3027.89,Validado
MN00717,CS02602,2025-06-01,6725.81,671.7,Validado
MN00718,CS00599,2025-01-01,3682.79,2007.03,Pendente
MN00719,CS00922,2025-12-01,2960.62,6992.46,Validado
MN00720,CS00320,2024-12-01,813.91,2827.19,Validado
MN00721,CS01141,2024-08-01,31684.17,468.02,Validado
MN00722,CS03758,2025-08-01,6855.76,283.39,Validado
MN00723,CS03059,2025-01-01,2375.99,1611.04,Validado
MN00724,CS02827,2025-06-01,9006.62,2231.17,Validado
MN00725,CS00482,2026-04-01,2339.51,499.41,Validado
MN00726,CS00896,2025-07-01,1190.33,1342.71,Validado
MN00727,CS01157,2025-07-01,4366.48,5567.89,Validado
MN00728,CS01310,2026-06-01,12415.81,530.08,Rejeitado
MN00729,CS00507,2026-05-01,1206.36,1564.83,Validado
MN00730,CS00019,2024-08-01,19509.23,811.0,Validado
MN00731,CS02993,2024-03-01,648.33,1838.05,Validado
MN00732,CS02495,2025-11-01,11335.34,126.88,Pendente
MN00733,CS01578,2024-02-01,1373.82,694.27,Validado
MN00734,CS02711,2026-05-01,13495.27,820.33,Validado
MN00735,CS02277,2025-09-01,1338.6,357.4,Validado
MN00736,CS03712,2024-07-01,1891.21,301.01,Validado
MN00737,CS00345,2026-04-01,1437.52,186.75,Validado
MN00738,CS02875,2026-06-01,2704.75,200.14,Validado
MN00739,CS00331,2024-12-01,5039.42,1516.35,Validado
MN00740,CS01295,2024-04-01,1555.43,1117.83,Validado
MN00741,CS01906,2025-03-01,10539.95,368.26,Validado
MN00742,CS02433,2024-01-01,5208.06,231.78,Validado
MN00743,CS03298,2025-03-01,1986.16,6728.26,Validado
MN00744,CS03208,2025-01-01,3478.96,412.62,Validado
MN00745,CS01284,2026-02-01,7803.64,1172.94,Validado
MN00746,CS00924,2024-01-01,5294.87,3019.34,Validado
MN00747,CS00021,2024-06-01,32549.58,1023.51,Validado
MN00748,CS01813,2026-06-01,29067.23,237.29,Validado
MN00749,CS01123,2025-08-01,9665.92,1546.78,Validado
MN00750,CS01508,2024-05-01,3875.82,1938.55,Validado
MN00751,CS01732,2024-05-01,5572.8,950.5,Validado
MN00752,CS01512,2024-06-01,11682.2,888.52,Pendente
MN00753,CS01017,2024-01-01,9418.78,124.08,Validado
MN00754,CS00839,2026-06-01,12744.61,1032.3,Validado
MN00755,CS01464,2024-03-01,11932.08,534.2,Validado
MN00756,CS00634,2025-10-01,2639.24,1606.42,Rejeitado
MN00757,CS00437,2025-09-01,2650.39,1076.75,Validado
MN00758,CS00025,2025-02-01,17706.07,2399.69,Validado
MN00759,CS01066,2026-02-01,1293.49,2912.19,Validado
MN00760,CS00009,2026-04-01,6071.14,2480.23,Validado
MN00761,CS00347,2026-02-01,7832.06,1168.52,Validado
MN00762,CS03494,2024-04-01,4219.97,888.7,Validado
MN00763,CS01192,2025-02-01,18003.6,1081.72,Validado
MN00764,CS01706,2024-03-01,11442.84,2196.02,Validado
MN00765,CS03676,2025-08-01,54479.68,332.7,Validado
MN00766,CS03276,2024-10-01,21113.33,1441.86,Validado
MN00767,CS01548,2024-07-01,1212.74,494.93,Pendente
MN00768,CS00846,2025-02-01,3386.07,1682.9,Validado
MN00769,CS01818,2026-06-01,17285.56,783.56,Validado
MN00770,CS02861,2025-04-01,1977.8,607.01,Validado
MN00771,CS00258,2025-11-01,4472.97,869.1,Validado
MN00772,CS00729,2024-02-01,6818.59,952.67,Pendente
MN00773,CS02282,2026-06-01,1254.71,1897.57,Validado
MN00774,CS03142,2024-10-01,321.8,367.33,Validado
MN00775,CS03676,2025-12-01,2638.68,979.52,Validado
MN00776,CS03691,2024-03-01,4150.66,320.86,Validado
MN00777,CS02869,2024-02-01,15574.27,1131.85,Validado
MN00778,CS01507,2024-08-01,43051.41,1075.88,Pendente
MN00779,CS01381,2026-07-01,5780.97,4886.72,Pendente
MN00780,CS01516,2026-03-01,47458.48,815.07,Validado
MN00781,CS02380,2025-02-01,1596.82,2061.89,Validado
MN00782,CS00599,2026-01-01,4129.0,511.91,Validado
MN00783,CS02516,2025-06-01,1372.68,1632.11,Validado
MN00784,CS01002,2025-06-01,9400.28,1684.75,Pendente
MN00785,CS01042,2024-03-01,2874.89,1632.4,Validado
MN00786,CS02629,2025-11-01,12780.61,1393.26,Validado
MN00787,CS03447,2025-08-01,5805.59,711.43,Pendente
MN00788,CS02043,2024-10-01,8855.66,1714.56,Validado
MN00789,CS00297,2025-03-01,1888.14,350.36,Pendente
MN00790,CS00158,2025-08-01,20529.92,6976.46,Validado
MN00791,CS00210,2026-02-01,15185.81,2679.2,Validado
MN00792,CS00163,2024-05-01,3215.0,743.5,Pendente
MN00793,CS01005,2025-05-01,44119.36,1979.61,Validado
MN00794,CS01468,2024-09-01,1262.88,1550.93,Validado
MN00795,CS00303,2026-06-01,9439.87,649.61,Validado
MN00796,CS01297,2025-04-01,11211.24,131.95,Validado
MN00797,CS03281,2024-12-01,1967.4,794.47,Validado
MN00798,CS01205,2026-04-01,1604.05,1307.26,Validado
MN00799,CS02716,2024-06-01,18251.81,4114.21,Validado
MN00800,CS01968,2025-11-01,1162.21,1940.54,Validado
MN00801,CS02823,2024-02-01,8550.85,392.01,Validado
MN00802,CS00639,2025-01-01,4889.14,920.04,Validado
MN00803,CS00588,2024-09-01,1079.83,603.79,Validado
MN00804,CS02896,2025-08-01,31119.9,906.04,Validado
MN00805,CS01630,2025-11-01,1581.64,175.06,Validado
MN00806,CS02092,2024-09-01,2076.85,2731.2,Validado
MN00807,CS02693,2025-01-01,2392.08,426.69,Validado
MN00808,CS00250,2024-04-01,12700.64,1067.21,Validado
MN00809,CS01036,2024-06-01,960.49,362.75,Validado
MN00810,CS02775,2025-10-01,9987.27,1359.95,Validado
MN00811,CS00040,2025-12-01,3668.38,1017.05,Validado
MN00812,CS03003,2024-07-01,3355.29,2987.03,Pendente
MN00813,CS00237,2024-05-01,2357.53,3784.63,Validado
MN00814,CS03552,2025-07-01,749.65,990.21,Validado
MN00815,CS02466,2026-04-01,1739.63,1083.04,Validado
MN00816,CS02592,2024-11-01,3038.57,346.44,Validado
MN00817,CS01420,2025-02-01,9760.59,1139.45,Validado
MN00818,CS03322,2026-04-01,1074.2,1131.72,Validado
MN00819,CS03087,2024-12-01,5896.94,4154.76,Pendente
MN00820,CS00516,2025-08-01,558.56,293.49,Pendente
MN00821,CS00424,2024-03-01,6574.97,1448.41,Validado
MN00822,CS02476,2025-04-01,1510.17,4386.33,Validado
MN00823,CS03021,2025-12-01,11629.15,782.88,Validado
MN00824,CS03755,2026-05-01,2810.62,3039.98,Validado
MN00825,CS00201,2026-05-01,2017.07,1012.06,Validado
MN00826,CS02957,2026-07-01,6871.99,133.89,Validado
MN00827,CS01606,2025-12-01,6117.49,1412.06,Validado
MN00828,CS01311,2025-07-01,3896.87,486.51,Validado
MN00829,CS02721,2026-02-01,6670.56,134.39,Rejeitado
MN00830,CS01442,2024-06-01,5923.26,593.89,Pendente
MN00831,CS02736,2025-12-01,2274.3,6949.43,Validado
MN00832,CS01482,2026-07-01,8509.51,1703.87,Pendente
MN00833,CS02150,2025-04-01,3857.75,2342.88,Validado
MN00834,CS00329,2024-08-01,1520.17,9283.55,Pendente
MN00835,CS00959,2025-12-01,3082.02,447.8,Validado
MN00836,CS02730,2026-06-01,7598.86,276.05,Validado
MN00837,CS03686,2025-11-01,2790.81,856.35,Validado
MN00838,CS03724,2026-03-01,16654.43,1031.81,Validado
MN00839,CS02009,2025-08-01,2862.03,968.48,Validado
MN00840,CS03697,2026-05-01,6551.35,752.55,Validado
MN00841,CS03301,2024-09-01,6159.31,3457.5,Pendente
MN00842,CS01242,2025-01-01,8234.37,711.2,Pendente
MN00843,CS01961,2024-05-01,6723.78,369.84,Validado
MN00844,CS03593,2024-07-01,15060.26,1501.55,Validado
MN00845,CS00954,2024-05-01,5476.64,335.89,Rejeitado
MN00846,CS01308,2025-07-01,2829.76,378.88,Validado
MN00847,CS00532,2026-07-01,18306.94,1259.14,Validado
MN00848,CS00415,2024-06-01,1056.85,1221.86,Validado
MN00849,CS00106,2024-04-01,294.42,727.9,Validado
MN00850,CS02135,2025-05-01,17199.81,374.29,Pendente
MN00851,CS00754,2026-06-01,1381.94,1344.2,Validado
MN00852,CS02200,2025-01-01,22633.94,351.49,Validado
MN00853,CS03721,2024-12-01,4610.74,1820.78,Validado
MN00854,CS03253,2024-11-01,642.18,489.7,Validado
MN00855,CS00256,2026-04-01,1899.45,364.73,Validado
MN00856,CS03745,2026-03-01,2357.65,9188.42,Validado
MN00857,CS03757,2024-05-01,8597.36,2904.13,Validado
MN00858,CS01766,2025-01-01,7832.83,1193.6,Validado
MN00859,CS02476,2026-04-01,3691.54,2942.11,Validado
MN00860,CS00567,2025-06-01,15360.35,315.33,Validado
MN00861,CS00222,2025-01-01,12241.8,408.19,Validado
MN00862,CS02385,2025-12-01,4128.42,871.33,Validado
MN00863,CS03309,2024-07-01,931.75,663.32,Validado
MN00864,CS01393,2025-01-01,2952.85,302.77,Validado
MN00865,CS03265,2025-09-01,8962.95,2525.68,Validado
MN00866,CS01627,2024-01-01,22117.15,621.67,Validado
MN00867,CS00379,2024-02-01,1452.43,476.38,Validado
MN00868,CS03254,2025-08-01,3248.81,262.66,Pendente
MN00869,CS02750,2024-02-01,3409.07,2289.12,Validado
MN00870,CS03650,2026-04-01,11191.42,6393.94,Pendente
MN00871,CS01940,2024-04-01,4718.05,810.05,Validado
MN00872,CS03187,2024-11-01,13286.97,4984.94,Validado
MN00873,CS03362,2026-06-01,494.21,372.26,Validado
MN00874,CS00234,2024-03-01,2821.95,625.07,Validado
