pedido_id,fornecedor_id,comprador_id,data_pedido,valor,prazo_dias,entregue_no_prazo
PC00467,FO0042,CB010,2024-07-01,17650.17,19,0
PC00468,FO0117,CB033,2026-06-02,326.05,53,0
PC00469,FO0148,CB007,2024-02-05,1012.13,50,1
PC00470,FO0163,CB010,2024-10-10,4846.19,35,1
PC00471,FO0316,CB007,2025-12-20,12334.6,18,0
PC00472,FO0056,CB024,2026-06-30,2629.12,35,1
PC00473,FO0127,CB008,2025-04-04,926.56,15,1
PC00474,FO0247,CB038,2024-09-29,2936.84,23,1
PC00475,FO0025,CB026,2026-07-22,8675.09,31,1
PC00476,FO0058,CB032,2025-07-05,3945.04,18,0
PC00477,FO0301,CB004,2025-10-30,661.93,36,1
PC00478,FO0097,CB007,2024-11-08,10873.21,6,1
PC00479,FO0215,CB038,2025-07-06,6459.58,2,1
PC00480,FO0227,CB006,2024-12-26,4796.14,7,1
PC00481,FO0179,CB001,2025-02-11,4082.58,33,0
PC00482,FO0061,CB030,2024-09-06,3718.37,32,1
PC00483,FO0211,CB027,2025-04-16,3654.49,46,1
PC00484,FO0135,CB028,2025-08-20,6949.76,57,1
PC00485,FO0197,CB034,2025-06-30,2981.29,45,1
PC00486,FO0065,CB011,2025-08-05,3010.02,28,1
PC00487,FO0279,CB001,2025-05-30,1313.83,43,0
PC00488,FO0036,CB038,2026-07-20,10838.09,30,1
PC00489,FO0290,CB011,2025-06-19,6614.94,57,1
PC00490,FO0002,CB006,2025-05-17,1009.16,56,1
PC00491,FO0220,CB013,2026-07-08,11478.09,17,1
PC00492,FO0227,CB037,2024-08-19,967.62,40,1
PC00493,FO0275,CB001,2024-11-07,2227.34,7,0
PC00494,FO0047,CB026,2026-06-05,983.87,4,1
PC00495,FO0212,CB018,2026-07-28,703.31,56,1
PC00496,FO0258,CB023,2025-03-03,3036.8,23,1
PC00497,FO0299,CB003,2026-03-06,525.8,9,1
PC00498,FO0098,CB015,2026-04-08,1097.85,18,1
PC00499,FO0201,CB025,2025-07-08,934.17,56,1
PC00500,FO0084,CB015,2025-07-20,3775.25,16,1
PC00501,FO0119,CB004,2025-12-27,2537.52,33,1
PC00502,FO0272,CB023,2024-12-08,1808.08,18,1
PC00503,FO0185,CB010,2024-12-15,640.88,28,1
PC00504,FO0125,CB008,2025-10-19,944.72,29,1
PC00505,FO0313,CB021,2026-01-04,10776.46,18,1
PC00506,FO0200,CB018,2024-09-01,8118.79,26,1
PC00507,FO0079,CB004,2024-10-24,5700.79,28,1
PC00508,FO0122,CB017,2025-03-13,1049.53,29,1
PC00509,FO0273,CB019,2024-11-28,3429.59,5,1
PC00510,FO0228,CB027,2025-06-20,1187.53,24,1
PC00511,FO0152,CB006,2025-08-31,3268.34,40,1
PC00512,FO0141,CB036,2024-03-03,3208.74,2,1
PC00513,FO0007,CB025,2024-03-29,2504.62,5,1
PC00514,FO0258,CB023,2026-03-12,4953.98,10,1
PC00515,FO0207,CB010,2024-09-11,1930.36,26,0
PC00516,FO0185,CB040,2024-10-08,1329.65,37,1
PC00517,FO0314,CB005,2025-11-10,725.3,36,1
PC00518,FO0201,CB037,2025-07-15,10777.77,13,1
PC00519,FO0235,CB021,2024-08-01,8056.58,30,1
PC00520,FO0235,CB026,2025-05-15,2210.67,46,1
PC00521,FO0109,CB013,2024-09-05,684.37,16,1
PC00522,FO0079,CB004,2024-03-29,7006.1,11,1
PC00523,FO0067,CB019,2025-07-03,159.03,4,1
PC00524,FO0256,CB039,2025-10-02,1199.66,54,0
PC00525,FO0123,CB024,2025-01-24,748.26,25,1
PC00526,FO0107,CB027,2025-05-26,1265.22,29,1
PC00527,FO0073,CB003,2026-06-25,1454.24,15,1
PC00528,FO0097,CB030,2024-09-11,222.06,46,1
PC00529,FO0318,CB013,2025-08-07,4041.86,50,1
PC00530,FO0114,CB013,2025-11-04,5592.0,11,1
PC00531,FO0114,CB038,2024-03-19,9519.98,56,1
PC00532,FO0068,CB016,2024-08-23,7488.43,21,1
PC00533,FO0193,CB016,2024-07-23,11058.96,17,0
PC00534,FO0056,CB035,2025-04-21,1262.14,13,1
PC00535,FO0303,CB034,2026-07-16,4336.91,25,1
PC00536,FO0244,CB021,2024-12-06,1848.18,14,1
PC00537,FO0005,CB011,2024-07-02,250.97,28,1
PC00538,FO0108,CB034,2024-09-14,2235.49,15,1
PC00539,FO0113,CB040,2026-04-07,26970.3,58,1
PC00540,FO0142,CB022,2024-12-20,1432.01,19,1
PC00541,FO0254,CB011,2024-12-12,700.41,35,1
PC00542,FO0222,CB035,2025-06-18,4751.7,8,1
PC00543,FO0252,CB005,2024-10-01,1394.61,13,1
PC00544,FO0104,CB024,2024-05-19,2305.9,36,1
PC00545,FO0020,CB021,2025-08-30,637.62,29,0
PC00546,FO0197,CB031,2025-11-05,2710.09,52,1
PC00547,FO0279,CB025,2025-03-02,8275.03,31,0
PC00548,FO0248,CB022,2025-11-08,3625.38,42,1
PC00549,FO0190,CB020,2024-12-25,7555.92,32,1
PC00550,FO0021,CB039,2025-01-26,7233.24,13,0
PC00551,FO0149,CB020,2026-02-04,8920.06,58,1
PC00552,FO0240,CB025,2025-08-01,1916.11,30,0
PC00553,FO0255,CB012,2026-01-14,2899.26,16,1
PC00554,FO0303,CB006,2026-01-18,4380.76,19,1
PC00555,FO0080,CB034,2025-04-10,1830.6,46,1
PC00556,FO0080,CB022,2025-01-15,1642.36,5,0
PC00557,FO0142,CB019,2024-10-18,3754.81,54,0
PC00558,FO0218,CB002,2024-01-27,1119.83,12,1
PC00559,FO0206,CB014,2024-10-09,1719.57,7,1
PC00560,FO0145,CB039,2024-05-23,1931.13,45,1
PC00561,FO0030,CB028,2025-07-30,18616.27,59,1
PC00562,FO0110,CB036,2026-02-10,6842.28,47,0
PC00563,FO0139,CB035,2025-11-07,7118.25,52,1
PC00564,FO0269,CB021,2025-03-12,409.68,52,1
PC00565,FO0148,CB027,2026-06-22,986.7,58,1
PC00566,FO0282,CB027,2026-07-27,5119.21,38,1
PC00567,FO0261,CB002,2024-10-27,2993.54,38,1
PC00568,FO0179,CB007,2024-06-14,732.84,38,1
PC00569,FO0079,CB027,2026-02-03,6807.78,22,1
PC00570,FO0171,CB033,2024-05-12,1430.98,23,1
PC00571,FO0170,CB021,2026-02-26,11253.92,41,1
PC00572,FO0264,CB001,2024-08-11,4289.58,27,1
PC00573,FO0011,CB011,2025-10-11,691.76,19,1
PC00574,FO0019,CB002,2024-04-29,4071.39,55,1
PC00575,FO0021,CB022,2025-06-24,5363.21,7,1
PC00576,FO0016,CB018,2025-04-30,669.07,8,1
PC00577,FO0046,CB003,2025-12-30,2173.67,34,1
PC00578,FO0301,CB011,2026-03-07,3685.58,38,1
PC00579,FO0118,CB038,2024-11-03,7262.22,57,1
PC00580,FO0057,CB040,2026-01-07,3667.07,53,1
PC00581,FO0137,CB004,2026-05-24,569.77,46,1
PC00582,FO0220,CB012,2025-09-02,5078.73,25,1
PC00583,FO0132,CB002,2025-02-11,888.72,44,0
PC00584,FO0135,CB030,2026-07-06,1382.84,35,1
PC00585,FO0202,CB002,2025-09-23,625.08,59,1
PC00586,FO0104,CB023,2024-05-09,3095.89,8,1
PC00587,FO0257,CB003,2026-01-02,1761.98,56,1
PC00588,FO0085,CB002,2026-05-11,1008.66,4,1
PC00589,FO0320,CB021,2024-11-07,2223.4,26,1
PC00590,FO0241,CB032,2026-06-05,7210.96,52,0
PC00591,FO0295,CB002,2025-10-31,2563.27,33,1
PC00592,FO0021,CB012,2024-05-10,623.48,20,1
PC00593,FO0179,CB015,2024-03-25,1256.64,12,1
PC00594,FO0223,CB032,2026-04-26,728.25,42,1
PC00595,FO0178,CB027,2025-03-18,3430.35,12,0
PC00596,FO0065,CB010,2024-12-10,4662.81,59,0
PC00597,FO0028,CB026,2025-08-04,415.33,46,1
PC00598,FO0263,CB038,2024-12-02,1034.01,37,1
PC00599,FO0172,CB007,2025-07-08,3647.19,33,1
PC00600,FO0005,CB020,2024-09-14,1676.99,51,1
PC00601,FO0090,CB020,2026-01-16,6004.79,34,1
PC00602,FO0241,CB040,2024-09-20,1023.58,16,1
PC00603,FO0039,CB039,2024-08-30,1239.81,23,1
PC00604,FO0091,CB032,2025-07-27,1709.01,41,1
PC00605,FO0095,CB006,2025-09-18,680.41,41,1
PC00606,FO0272,CB017,2025-10-01,7982.5,55,1
PC00607,FO0196,CB007,2024-05-31,31593.48,41,1
PC00608,FO0077,CB005,2026-02-13,3868.01,13,0
PC00609,FO0292,CB011,2025-10-05,4818.0,6,1
PC00610,FO0242,CB021,2024-09-19,503.8,44,1
PC00611,FO0232,CB024,2025-09-06,4487.07,21,0
PC00612,FO0174,CB035,2024-03-11,11456.79,55,1
PC00613,FO0096,CB014,2025-05-26,2815.13,54,1
PC00614,FO0100,CB031,2024-06-03,2065.05,15,1
PC00615,FO0299,CB022,2025-11-20,2392.6,5,1
PC00616,FO0300,CB012,2025-08-09,7032.99,36,1
PC00617,FO0155,CB031,2025-12-14,1839.93,21,1
PC00618,FO0302,CB028,2025-06-19,4871.18,20,0
PC00619,FO0143,CB027,2025-01-12,5127.78,57,1
PC00620,FO0096,CB021,2025-01-07,393.08,32,1
PC00621,FO0041,CB021,2025-03-30,1146.78,56,0
PC00622,FO0133,CB006,2025-11-07,2772.83,55,0
PC00623,FO0086,CB014,2025-09-06,1465.49,36,1
PC00624,FO0294,CB002,2025-01-08,822.25,55,1
PC00625,FO0256,CB030,2024-04-26,4115.69,15,1
PC00626,FO0172,CB034,2025-04-03,1719.35,8,1
PC00627,FO0074,CB027,2024-11-21,368.18,58,1
PC00628,FO0277,CB020,2024-09-10,5621.31,22,1
PC00629,FO0034,CB011,2025-10-02,935.68,39,1
PC00630,FO0057,CB038,2025-05-22,924.16,41,1
PC00631,FO0168,CB017,2024-02-12,987.82,22,1
PC00632,FO0291,CB008,2024-06-23,2220.79,44,1
PC00633,FO0201,CB032,2024-05-20,1607.15,19,1
PC00634,FO0132,CB027,2026-01-16,2994.03,11,1
PC00635,FO0194,CB020,2025-04-19,1231.33,44,1
PC00636,FO0006,CB027,2026-06-20,261.57,41,1
PC00637,FO0073,CB013,2024-02-14,1329.87,14,1
PC00638,FO0301,CB021,2024-10-07,764.63,20,1
PC00639,FO0131,CB035,2026-05-28,9861.36,50,1
PC00640,FO0091,CB026,2024-06-25,2998.44,6,1
PC00641,FO0308,CB038,2025-10-24,835.68,11,1
PC00642,FO0227,CB018,2026-01-31,2920.7,3,1
PC00643,FO0314,CB016,2025-07-19,1842.91,16,1
PC00644,FO0105,CB022,2025-12-31,1600.46,19,1
PC00645,FO0272,CB018,2024-06-21,1772.15,29,0
PC00646,FO0041,CB019,2024-06-25,3951.49,56,1
PC00647,FO0278,CB032,2026-06-08,635.5,3,1
PC00648,FO0284,CB013,2024-08-07,7719.88,6,0
PC00649,FO0151,CB017,2025-07-04,2608.58,15,1
PC00650,FO0207,CB010,2025-07-30,13880.68,33,1
PC00651,FO0302,CB011,2025-12-26,2795.58,9,1
PC00652,FO0319,CB005,2025-10-27,2663.88,6,0
PC00653,FO0219,CB009,2025-02-11,3560.8,10,1
PC00654,FO0216,CB026,2026-02-28,1143.77,24,1
PC00655,FO0113,CB037,2024-04-30,1127.49,13,1
PC00656,FO0228,CB017,2026-04-04,1827.57,7,1
PC00657,FO0146,CB016,2026-03-05,569.18,6,1
PC00658,FO0210,CB014,2024-12-12,2949.05,51,0
PC00659,FO0167,CB024,2024-04-24,2463.15,57,1
PC00660,FO0207,CB020,2024-01-24,2566.09,38,1
PC00661,FO0155,CB011,2026-01-22,5319.94,19,1
PC00662,FO0168,CB039,2024-10-17,1229.52,14,1
PC00663,FO0025,CB012,2026-03-16,994.4,10,1
PC00664,FO0011,CB016,2025-12-21,6550.36,54,1
PC00665,FO0011,CB011,2024-01-22,1899.78,46,1
PC00666,FO0273,CB024,2025-03-31,2726.46,12,1
PC00667,FO0148,CB032,2025-06-28,3039.91,11,1
PC00668,FO0174,CB023,2024-12-16,4320.67,41,1
PC00669,FO0268,CB037,2025-04-01,2281.16,15,0
PC00670,FO0252,CB017,2025-01-24,1198.15,13,1
PC00671,FO0318,CB034,2025-08-14,1770.5,23,1
PC00672,FO0057,CB012,2025-03-19,2470.38,29,1
PC00673,FO0161,CB029,2024-10-05,917.26,13,1
PC00674,FO0281,CB018,2025-04-13,745.63,33,1
PC00675,FO0184,CB004,2025-07-26,2516.57,57,1
PC00676,FO0232,CB019,2026-02-15,4116.03,48,1
PC00677,FO0298,CB002,2024-01-14,19064.77,22,1
PC00678,FO0053,CB038,2026-03-28,4673.59,18,1
PC00679,FO0047,CB010,2025-09-25,458.28,50,0
PC00680,FO0262,CB007,2024-12-21,2126.38,47,1
PC00681,FO0236,CB013,2025-11-12,790.83,48,1
PC00682,FO0008,CB010,2026-01-03,2251.7,7,1
PC00683,FO0095,CB039,2024-05-26,678.11,13,1
PC00684,FO0026,CB018,2024-12-24,526.25,39,1
PC00685,FO0052,CB001,2024-03-10,447.7,48,1
PC00686,FO0102,CB004,2024-08-03,5063.65,3,1
PC00687,FO0286,CB031,2024-10-20,2945.93,53,1
PC00688,FO0106,CB008,2024-08-27,2296.3,6,1
PC00689,FO0233,CB005,2024-11-06,403.38,27,1
PC00690,FO0078,CB020,2026-03-21,599.66,57,1
PC00691,FO0259,CB037,2025-04-22,5828.25,3,1
PC00692,FO0221,CB023,2024-06-10,833.9,7,1
PC00693,FO0177,CB031,2026-06-19,556.96,21,1
PC00694,FO0258,CB028,2024-03-23,346.78,41,1
PC00695,FO0071,CB030,2025-04-11,10020.24,6,1
PC00696,FO0239,CB008,2026-06-02,281.03,48,1
PC00697,FO0004,CB010,2024-01-03,3194.75,18,1
PC00698,FO0066,CB020,2024-06-21,4385.03,45,1
PC00699,FO0093,CB003,2025-08-01,1935.43,11,1
PC00700,FO0227,CB032,2024-02-28,475.34,59,0
PC00701,FO0009,CB003,2025-05-09,4600.12,33,1
PC00702,FO0223,CB008,2024-03-31,5609.49,37,0
PC00703,FO0255,CB007,2025-02-19,1037.12,31,1
PC00704,FO0206,CB025,2024-03-27,4816.83,53,1
PC00705,FO0012,CB016,2026-04-20,3229.55,47,1
PC00706,FO0129,CB026,2025-05-15,787.07,11,1
PC00707,FO0090,CB005,2024-07-25,1543.25,17,1
PC00708,FO0149,CB036,2024-07-12,7977.85,23,0
PC00709,FO0276,CB040,2026-04-05,4163.72,54,1
PC00710,FO0043,CB008,2025-05-06,3867.18,22,1
PC00711,FO0309,CB027,2026-07-18,1162.71,42,1
PC00712,FO0305,CB008,2025-06-26,8896.47,50,0
PC00713,FO0267,CB023,2024-08-04,1869.89,51,1
PC00714,FO0127,CB003,2024-12-06,1031.35,34,0
PC00715,FO0146,CB009,2025-07-15,1548.91,39,1
PC00716,FO0001,CB032,2025-02-02,1541.97,10,1
PC00717,FO0257,CB001,2024-09-12,1106.55,38,1
PC00718,FO0100,CB022,2026-03-10,1841.35,46,1
PC00719,FO0308,CB016,2025-12-31,1456.26,32,1
PC00720,FO0021,CB014,2025-06-13,1240.59,19,0
PC00721,FO0116,CB032,2024-01-15,5854.26,43,1
PC00722,FO0070,CB012,2024-08-23,5684.02,10,1
PC00723,FO0055,CB040,2026-01-02,1110.84,47,0
PC00724,FO0118,CB003,2025-05-26,4789.28,59,1
PC00725,FO0289,CB040,2026-05-15,4517.74,53,1
PC00726,FO0303,CB006,2024-05-01,952.71,31,1
PC00727,FO0215,CB003,2026-02-13,3194.72,54,1
PC00728,FO0109,CB026,2026-04-04,2165.45,24,1
PC00729,FO0231,CB019,2024-07-08,3215.7,55,1
PC00730,FO0284,CB011,2025-09-10,3663.49,19,0
PC00731,FO0309,CB011,2024-02-10,565.35,27,0
PC00732,FO0036,CB015,2026-07-24,2670.21,30,1
PC00733,FO0276,CB015,2026-06-12,1996.84,48,1
PC00734,FO0317,CB005,2025-10-10,2949.47,22,0
PC00735,FO0302,CB029,2024-02-02,4392.3,59,1
PC00736,FO0144,CB005,2026-03-06,3553.85,6,0
PC00737,FO0001,CB001,2024-06-01,1374.13,50,1
PC00738,FO0242,CB037,2025-04-06,1773.46,50,1
PC00739,FO0082,CB018,2024-08-05,564.06,53,1
PC00740,FO0230,CB040,2025-01-26,4178.78,42,1
PC00741,FO0144,CB002,2026-07-03,8862.5,40,1
PC00742,FO0079,CB002,2024-03-08,4796.2,51,1
PC00743,FO0167,CB006,2024-09-14,3448.77,55,1
PC00744,FO0192,CB021,2026-03-23,3254.89,58,0
PC00745,FO0031,CB032,2024-01-07,7304.45,21,1
PC00746,FO0062,CB035,2025-02-03,2952.63,34,1
PC00747,FO0262,CB027,2024-01-02,4442.01,51,1
PC00748,FO0042,CB016,2026-06-20,5802.65,32,1
PC00749,FO0309,CB006,2026-02-09,5323.15,55,1
PC00750,FO0307,CB039,2026-06-25,1913.23,22,1
PC00751,FO0139,CB018,2024-06-28,12015.59,3,1
PC00752,FO0054,CB001,2024-10-26,11594.04,20,1
PC00753,FO0150,CB018,2025-05-31,1060.39,35,1
PC00754,FO0003,CB008,2025-06-22,4421.08,10,1
PC00755,FO0187,CB026,2024-11-11,441.63,47,1
PC00756,FO0287,CB039,2026-06-15,2615.86,27,1
PC00757,FO0218,CB038,2025-12-11,5229.03,58,1
PC00758,FO0239,CB007,2025-04-21,1929.27,43,1
PC00759,FO0287,CB007,2024-05-15,1993.88,28,1
PC00760,FO0269,CB014,2024-08-20,898.34,26,0
PC00761,FO0307,CB015,2026-02-04,894.49,2,1
PC00762,FO0284,CB015,2024-03-30,407.07,18,1
PC00763,FO0117,CB030,2026-04-21,419.23,43,1
PC00764,FO0038,CB015,2024-04-11,4468.22,29,1
PC00765,FO0304,CB039,2024-04-17,5191.61,17,1
PC00766,FO0207,CB010,2026-07-20,682.89,52,1
PC00767,FO0132,CB007,2025-05-01,1612.96,34,1
PC00768,FO0121,CB005,2026-05-07,293.81,52,1
PC00769,FO0226,CB004,2025-04-12,1150.81,26,1
PC00770,FO0160,CB002,2026-05-17,466.65,41,1
PC00771,FO0301,CB031,2024-01-04,753.28,39,1
PC00772,FO0074,CB025,2025-06-17,1192.88,28,1
PC00773,FO0113,CB018,2026-06-16,6355.12,53,1
PC00774,FO0123,CB005,2025-02-27,366.58,16,1
PC00775,FO0059,CB040,2025-01-10,6231.38,34,0
PC00776,FO0061,CB026,2025-01-02,925.02,16,1
PC00777,FO0228,CB020,2025-09-09,1866.8,8,0
PC00778,FO0124,CB021,2026-03-17,2323.04,37,0
PC00779,FO0080,CB038,2024-04-22,18247.84,20,0
PC00780,FO0248,CB021,2024-03-18,9084.93,15,1
PC00781,FO0094,CB031,2025-08-03,18586.76,21,1
PC00782,FO0121,CB004,2024-02-15,5735.88,53,1
PC00783,FO0285,CB003,2025-09-29,1749.53,15,0
PC00784,FO0135,CB005,2025-06-03,14462.58,34,1
PC00785,FO0281,CB004,2024-01-30,8737.84,14,0
PC00786,FO0138,CB032,2024-01-06,1254.47,26,1
PC00787,FO0189,CB005,2026-01-12,716.4,9,1
PC00788,FO0286,CB024,2024-04-08,1619.82,40,1
PC00789,FO0213,CB030,2026-03-06,1236.21,20,1
PC00790,FO0001,CB002,2024-01-26,1643.56,34,0
PC00791,FO0061,CB013,2024-01-14,468.37,54,1
PC00792,FO0218,CB012,2025-05-18,4333.99,2,0
PC00793,FO0025,CB016,2024-04-24,10936.9,42,1
PC00794,FO0306,CB033,2024-03-19,6086.1,38,1
PC00795,FO0178,CB004,2024-02-24,2769.53,34,1
PC00796,FO0319,CB039,2024-01-01,3969.29,46,1
PC00797,FO0317,CB018,2025-01-25,1042.01,49,1
PC00798,FO0277,CB022,2026-03-02,4817.14,3,1
PC00799,FO0176,CB018,2025-04-08,1354.77,9,1
PC00800,FO0048,CB031,2026-03-06,422.0,31,1
PC00801,FO0316,CB032,2025-01-26,2536.83,13,1
PC00802,FO0178,CB021,2024-03-31,3294.39,55,1
PC00803,FO0190,CB011,2026-05-10,4785.12,53,1
PC00804,FO0168,CB001,2024-12-07,6422.68,19,1
PC00805,FO0118,CB001,2024-10-14,1377.63,53,1
PC00806,FO0164,CB001,2024-06-07,3289.78,3,0
PC00807,FO0011,CB014,2024-09-13,1122.68,45,1
PC00808,FO0273,CB023,2024-06-30,6035.6,44,0
PC00809,FO0116,CB022,2026-04-07,720.45,13,1
PC00810,FO0253,CB006,2025-01-13,5874.0,50,0
PC00811,FO0108,CB013,2024-11-13,577.35,40,1
PC00812,FO0099,CB019,2025-12-27,3770.58,51,1
PC00813,FO0297,CB036,2026-05-16,5264.72,25,1
PC00814,FO0056,CB033,2026-06-01,14430.61,31,1
PC00815,FO0001,CB039,2024-05-29,1049.81,10,1
PC00816,FO0130,CB034,2024-08-24,1003.79,54,1
PC00817,FO0077,CB036,2024-10-17,210.02,59,1
PC00818,FO0112,CB017,2025-11-28,2261.69,35,1
PC00819,FO0245,CB039,2025-11-06,7358.45,48,0
PC00820,FO0102,CB039,2026-04-23,592.63,42,0
PC00821,FO0186,CB016,2026-06-29,3742.84,50,1
PC00822,FO0127,CB029,2024-04-30,3468.25,8,1
PC00823,FO0302,CB005,2025-12-07,915.52,17,1
PC00824,FO0058,CB035,2024-07-12,5335.08,2,1
PC00825,FO0249,CB001,2024-09-27,13704.61,27,1
PC00826,FO0294,CB011,2024-06-26,870.46,40,1
PC00827,FO0143,CB017,2024-01-26,434.23,51,1
PC00828,FO0304,CB014,2024-02-05,1763.95,19,0
PC00829,FO0285,CB018,2024-04-03,5729.96,53,1
PC00830,FO0307,CB009,2024-10-15,14867.14,8,1
PC00831,FO0038,CB012,2025-09-19,3244.93,6,1
PC00832,FO0140,CB005,2025-10-17,4258.34,49,1
PC00833,FO0142,CB020,2024-06-30,1524.23,32,1
PC00834,FO0024,CB003,2024-01-12,1746.21,28,1
PC00835,FO0318,CB010,2025-07-13,4252.84,50,1
PC00836,FO0055,CB016,2026-04-21,5061.75,11,0
PC00837,FO0202,CB011,2025-08-17,2501.66,57,0
PC00838,FO0018,CB039,2025-12-24,10308.03,22,1
PC00839,FO0199,CB014,2025-02-04,2190.16,17,1
PC00840,FO0105,CB028,2025-12-09,1472.6,20,1
PC00841,FO0122,CB018,2025-05-19,323.23,58,1
PC00842,FO0164,CB002,2026-07-02,2019.49,44,1
PC00843,FO0168,CB004,2026-05-30,1273.47,26,1
PC00844,FO0064,CB003,2024-09-11,6086.1,26,1
PC00845,FO0130,CB034,2025-10-29,1381.86,9,1
PC00846,FO0291,CB026,2024-06-19,7703.46,46,0
PC00847,FO0238,CB016,2026-07-27,4424.69,14,1
PC00848,FO0086,CB030,2024-01-25,1273.59,41,1
PC00849,FO0133,CB008,2024-02-22,1539.15,34,1
PC00850,FO0295,CB011,2026-04-16,3954.84,20,0
PC00851,FO0279,CB028,2025-06-27,2902.91,23,1
PC00852,FO0002,CB001,2024-11-14,6998.82,44,0
PC00853,FO0269,CB005,2026-01-17,861.14,42,1
PC00854,FO0265,CB001,2025-11-28,1220.32,24,1
PC00855,FO0148,CB029,2026-07-21,2799.94,34,1
PC00856,FO0078,CB038,2026-07-22,3743.28,52,0
PC00857,FO0271,CB002,2025-01-26,230.48,10,1
PC00858,FO0180,CB026,2025-11-18,2048.15,56,0
PC00859,FO0082,CB039,2025-04-15,658.29,53,1
PC00860,FO0063,CB003,2024-03-22,2637.48,37,1
PC00861,FO0165,CB025,2026-05-04,597.62,5,1
PC00862,FO0188,CB014,2025-07-29,2013.7,19,0
PC00863,FO0008,CB035,2025-11-07,2540.17,38,1
PC00864,FO0282,CB003,2025-09-19,1139.74,51,1
PC00865,FO0156,CB031,2026-01-20,792.47,55,1
PC00866,FO0050,CB029,2025-01-04,3734.54,40,1
PC00867,FO0158,CB002,2024-04-17,40705.12,54,1
PC00868,FO0245,CB014,2024-11-07,1564.29,15,1
PC00869,FO0139,CB008,2026-03-27,1398.47,31,1
PC00870,FO0254,CB026,2025-06-14,7270.61,4,1
PC00871,FO0062,CB014,2025-08-06,1261.43,57,1
PC00872,FO0022,CB009,2024-11-25,4265.43,12,1
PC00873,FO0038,CB008,2024-03-27,3886.17,28,1
PC00874,FO0128,CB024,2026-06-09,2540.61,10,1
PC00875,FO0163,CB020,2026-05-27,438.12,35,0
PC00876,FO0001,CB031,2024-08-30,2360.26,36,1
PC00877,FO0233,CB021,2025-11-28,11706.83,46,1
PC00878,FO0278,CB025,2025-10-10,3492.92,3,1
PC00879,FO0006,CB031,2026-05-06,3312.23,32,1
PC00880,FO0054,CB019,2026-07-21,3196.02,49,0
PC00881,FO0161,CB032,2025-05-18,4825.48,34,1
PC00882,FO0081,CB008,2024-03-06,1836.61,13,1
PC00883,FO0116,CB033,2024-09-12,90.82,32,1
PC00884,FO0068,CB015,2025-05-26,4486.83,49,1
PC00885,FO0010,CB034,2025-06-23,1763.74,47,1
PC00886,FO0258,CB002,2025-12-03,1021.0,48,1
PC00887,FO0268,CB019,2025-12-07,7236.42,18,1
PC00888,FO0074,CB001,2025-02-02,6728.95,57,0
PC00889,FO0075,CB021,2024-10-02,5381.88,15,1
PC00890,FO0152,CB009,2025-09-22,2332.4,36,1
PC00891,FO0188,CB022,2025-12-26,3907.82,12,1
PC00892,FO0083,CB017,2025-04-24,13343.77,38,1
PC00893,FO0170,CB005,2024-06-06,3041.64,45,1
PC00894,FO0218,CB019,2024-02-29,2683.59,11,1
PC00895,FO0233,CB012,2024-11-15,2349.21,29,1
PC00896,FO0093,CB031,2026-07-23,10204.28,44,1
PC00897,FO0025,CB013,2024-10-20,11869.13,27,0
PC00898,FO0056,CB039,2025-12-29,26491.86,17,0
PC00899,FO0074,CB036,2025-12-21,1937.55,20,1
PC00900,FO0087,CB017,2024-01-19,1311.91,37,1
PC00901,FO0163,CB015,2024-08-18,3081.04,3,1
PC00902,FO0291,CB037,2025-07-02,650.05,30,0
PC00903,FO0142,CB028,2024-01-06,999.38,38,1
PC00904,FO0171,CB019,2026-05-23,5138.09,28,1
PC00905,FO0132,CB024,2026-02-02,837.69,30,1
PC00906,FO0010,CB013,2024-06-28,1306.66,35,1
PC00907,FO0231,CB015,2026-05-15,934.51,46,1
PC00908,FO0116,CB022,2024-04-14,5095.3,35,0
PC00909,FO0097,CB005,2024-05-26,1755.79,19,1
PC00910,FO0220,CB002,2026-05-18,5238.0,49,1
PC00911,FO0219,CB020,2025-02-03,1241.02,32,0
PC00912,FO0143,CB015,2026-06-29,972.39,23,1
PC00913,FO0309,CB005,2025-08-28,11146.91,22,1
PC00914,FO0228,CB033,2025-07-30,3281.14,53,0
PC00915,FO0155,CB035,2025-08-20,2373.39,22,1
PC00916,FO0232,CB040,2025-09-02,4145.45,40,1
PC00917,FO0143,CB001,2026-05-01,8706.66,8,0
PC00918,FO0263,CB008,2024-08-09,976.48,54,0
PC00919,FO0198,CB011,2024-07-16,869.73,48,1
PC00920,FO0151,CB004,2024-10-30,5360.53,54,1
PC00921,FO0103,CB021,2025-03-12,3614.44,2,1
PC00922,FO0110,CB002,2024-04-12,787.05,41,1
PC00923,FO0248,CB020,2024-02-23,19165.82,20,1
PC00924,FO0111,CB040,2024-07-14,4392.18,50,1
PC00925,FO0127,CB037,2024-03-23,4291.33,29,1
PC00926,FO0015,CB001,2024-11-22,2862.46,18,1
PC00927,FO0078,CB025,2025-10-16,602.25,34,1
PC00928,FO0005,CB023,2024-08-07,896.51,33,1
PC00929,FO0075,CB030,2024-04-19,13077.41,56,0
PC00930,FO0273,CB008,2026-02-12,534.28,29,1
PC00931,FO0313,CB029,2025-02-15,1049.45,11,0
PC00932,FO0285,CB005,2026-01-12,247.23,4,1
PC00933,FO0202,CB001,2025-08-15,1111.37,51,1
PC00934,FO0182,CB035,2026-03-18,1143.79,25,1
