medicao_id,calibracao_id,ponto,erro,tolerancia
ME00623,CA01598,25%,0.4502,0.134
ME00624,CA03233,100%,0.0829,0.411
ME00625,CA01004,25%,0.3578,0.29
ME00626,CA02116,100%,-0.0603,0.36
ME00627,CA06030,50%,0.0015,0.136
ME00628,CA04633,75%,-0.0326,0.437
ME00629,CA03792,75%,0.0048,0.306
ME00630,CA01419,50%,0.273,0.272
ME00631,CA02728,75%,0.2011,0.119
ME00632,CA06947,25%,-0.1254,0.263
ME00633,CA06483,100%,-0.0752,0.425
ME00634,CA03008,100%,-0.1045,0.476
ME00635,CA02876,25%,-0.0075,0.157
ME00636,CA01901,25%,-0.0598,0.475
ME00637,CA05738,50%,-0.1117,0.208
ME00638,CA07197,50%,-0.1161,0.42
ME00639,CA02086,75%,0.0628,0.436
ME00640,CA04121,100%,-0.1284,0.397
ME00641,CA01058,25%,-0.3777,0.44
ME00642,CA00246,75%,0.2191,0.426
ME00643,CA03431,100%,-0.2718,0.178
ME00644,CA02228,75%,0.2792,0.344
ME00645,CA04812,100%,-0.2544,0.281
ME00646,CA01970,100%,0.1882,0.498
ME00647,CA00552,100%,-0.1353,0.329
ME00648,CA02220,100%,0.2038,0.467
ME00649,CA03125,100%,0.0021,0.222
ME00650,CA01153,100%,-0.1657,0.426
ME00651,CA00308,75%,0.1004,0.441
ME00652,CA05584,25%,0.0412,0.333
ME00653,CA02267,50%,0.2005,0.42
ME00654,CA00667,75%,-0.0003,0.196
ME00655,CA04576,50%,-0.2298,0.39
ME00656,CA05361,25%,-0.2214,0.267
ME00657,CA03109,25%,0.2063,0.462
ME00658,CA06641,100%,0.1059,0.206
ME00659,CA02415,25%,0.2427,0.154
ME00660,CA00800,50%,-0.536,0.351
ME00661,CA03853,25%,-0.1021,0.207
ME00662,CA00222,50%,0.006,0.396
ME00663,CA02512,50%,-0.2254,0.299
ME00664,CA00385,25%,-0.023,0.359
ME00665,CA01198,25%,-0.2784,0.166
ME00666,CA03570,100%,-0.1739,0.439
ME00667,CA06769,25%,0.0853,0.266
ME00668,CA00891,25%,-0.3198,0.11
ME00669,CA06749,100%,-0.1719,0.132
ME00670,CA02627,100%,0.0251,0.22
ME00671,CA06320,50%,0.1838,0.394
ME00672,CA04365,100%,0.1222,0.229
ME00673,CA06621,25%,-0.1487,0.219
ME00674,CA05015,25%,-0.1017,0.318
ME00675,CA05469,50%,-0.0905,0.124
ME00676,CA01271,50%,0.3094,0.297
ME00677,CA03064,100%,0.0745,0.216
ME00678,CA00134,50%,0.0265,0.14
ME00679,CA06312,25%,-0.0311,0.121
ME00680,CA00417,25%,0.1224,0.42
ME00681,CA06062,75%,-0.034,0.17
ME00682,CA04942,50%,-0.2963,0.449
ME00683,CA01207,75%,0.0175,0.205
ME00684,CA06339,100%,0.0584,0.433
ME00685,CA00272,25%,-0.0027,0.264
ME00686,CA00718,75%,0.1462,0.21
ME00687,CA02297,25%,-0.0683,0.441
ME00688,CA02321,50%,0.254,0.244
ME00689,CA03714,100%,0.0027,0.208
ME00690,CA05265,75%,0.066,0.163
ME00691,CA03205,100%,0.1869,0.259
ME00692,CA03631,50%,0.1281,0.197
ME00693,CA00386,25%,0.133,0.118
ME00694,CA04557,25%,-0.101,0.446
ME00695,CA06460,100%,-0.2375,0.1
ME00696,CA03933,75%,-0.0335,0.324
ME00697,CA01654,75%,-0.158,0.29
ME00698,CA03237,50%,0.1483,0.299
ME00699,CA02814,100%,-0.2488,0.45
ME00700,CA01702,100%,-0.0273,0.4
ME00701,CA04535,100%,-0.0801,0.375
ME00702,CA04444,25%,-0.1831,0.446
ME00703,CA04614,50%,-0.138,0.382
ME00704,CA03232,100%,0.0436,0.448
ME00705,CA00915,75%,0.0326,0.171
ME00706,CA01260,75%,-0.1819,0.425
ME00707,CA01174,100%,0.1617,0.405
ME00708,CA01351,100%,-0.2938,0.269
ME00709,CA06604,75%,-0.142,0.422
ME00710,CA03978,100%,-0.0219,0.115
ME00711,CA00971,100%,-0.0119,0.458
ME00712,CA06987,75%,0.0748,0.197
ME00713,CA04107,75%,-0.2767,0.5
ME00714,CA01065,100%,0.0442,0.422
ME00715,CA02780,25%,-0.0363,0.398
ME00716,CA05628,25%,-0.1705,0.149
ME00717,CA06819,75%,0.0772,0.109
ME00718,CA06487,50%,0.2181,0.326
ME00719,CA07089,75%,0.1232,0.412
ME00720,CA04278,25%,0.0008,0.132
ME00721,CA02381,100%,0.0143,0.183
ME00722,CA00020,25%,0.197,0.378
ME00723,CA05536,25%,-0.3011,0.149
ME00724,CA01270,50%,0.214,0.225
ME00725,CA02815,100%,0.0585,0.295
ME00726,CA06849,25%,0.3721,0.362
ME00727,CA07096,100%,0.186,0.483
ME00728,CA03299,100%,-0.0022,0.483
ME00729,CA06386,50%,0.0312,0.134
ME00730,CA03327,25%,-0.0595,0.119
ME00731,CA01118,75%,0.0673,0.331
ME00732,CA03519,50%,-0.0962,0.243
ME00733,CA03109,25%,0.023,0.203
ME00734,CA05958,50%,0.1397,0.218
ME00735,CA01356,25%,0.3684,0.441
ME00736,CA01102,25%,-0.1999,0.28
ME00737,CA01685,25%,-0.1051,0.318
ME00738,CA04084,25%,0.1006,0.462
ME00739,CA00940,25%,0.112,0.495
ME00740,CA04090,75%,0.1542,0.331
ME00741,CA04053,25%,-0.1487,0.421
ME00742,CA00039,25%,-0.1081,0.498
ME00743,CA02363,100%,0.0727,0.338
ME00744,CA00980,50%,-0.0891,0.214
ME00745,CA00545,50%,-0.1187,0.159
ME00746,CA00601,50%,0.1808,0.287
ME00747,CA06619,100%,-0.2647,0.146
ME00748,CA01292,75%,-0.1549,0.2
ME00749,CA06619,75%,0.1506,0.298
ME00750,CA06357,25%,0.2142,0.126
ME00751,CA04146,25%,-0.0368,0.14
ME00752,CA03310,25%,0.0339,0.219
ME00753,CA02318,25%,0.2097,0.165
ME00754,CA04355,25%,-0.0698,0.118
ME00755,CA06018,75%,0.0722,0.373
ME00756,CA00554,50%,-0.0228,0.47
ME00757,CA01117,100%,-0.1271,0.306
ME00758,CA01629,75%,-0.2087,0.473
ME00759,CA01681,50%,0.2086,0.326
ME00760,CA04294,25%,0.1386,0.375
ME00761,CA03496,100%,-0.0133,0.326
ME00762,CA02867,100%,-0.1872,0.48
ME00763,CA04684,100%,0.1176,0.418
ME00764,CA00480,75%,0.0187,0.477
ME00765,CA02028,100%,0.2835,0.488
ME00766,CA05037,100%,0.0948,0.227
ME00767,CA06316,25%,0.0903,0.217
ME00768,CA01361,100%,-0.0735,0.412
ME00769,CA05547,50%,0.1139,0.312
ME00770,CA00277,100%,0.1343,0.268
ME00771,CA01271,25%,0.0118,0.307
ME00772,CA06243,100%,-0.3285,0.343
ME00773,CA03890,100%,-0.2107,0.464
ME00774,CA03655,25%,0.0215,0.475
ME00775,CA01470,50%,-0.119,0.239
ME00776,CA01268,75%,-0.0944,0.251
ME00777,CA05013,75%,0.1694,0.204
ME00778,CA04598,50%,-0.1723,0.479
ME00779,CA02189,100%,0.2831,0.24
ME00780,CA02531,50%,-0.1654,0.243
ME00781,CA06493,50%,-0.0879,0.134
ME00782,CA02109,50%,-0.0504,0.351
ME00783,CA02238,50%,0.1562,0.337
ME00784,CA00965,25%,-0.048,0.157
ME00785,CA02740,75%,0.088,0.235
ME00786,CA03585,75%,-0.0837,0.422
ME00787,CA01666,100%,0.2465,0.388
ME00788,CA00204,100%,0.0138,0.257
ME00789,CA03073,75%,0.0726,0.26
ME00790,CA01198,25%,0.0034,0.144
ME00791,CA00924,50%,0.2031,0.324
ME00792,CA06868,25%,-0.0032,0.14
ME00793,CA06189,100%,0.0264,0.427
ME00794,CA00192,25%,-0.0463,0.37
ME00795,CA01167,25%,-0.1142,0.245
ME00796,CA05404,25%,0.0331,0.433
ME00797,CA00334,100%,-0.0993,0.319
ME00798,CA06735,100%,0.1593,0.458
ME00799,CA04559,75%,0.2182,0.176
ME00800,CA04646,50%,0.1284,0.189
ME00801,CA05083,50%,-0.0848,0.267
ME00802,CA01797,50%,0.1705,0.355
ME00803,CA03662,75%,-0.0481,0.294
ME00804,CA02140,100%,-0.145,0.351
ME00805,CA01050,25%,-0.2964,0.25
ME00806,CA00199,75%,-0.264,0.331
ME00807,CA02797,75%,-0.1363,0.307
ME00808,CA00827,25%,0.0246,0.241
ME00809,CA00580,25%,0.137,0.195
ME00810,CA04202,50%,-0.1979,0.255
ME00811,CA04855,75%,-0.1178,0.229
ME00812,CA06700,100%,0.0374,0.307
ME00813,CA03007,25%,0.027,0.38
ME00814,CA03270,100%,0.1463,0.373
ME00815,CA05420,75%,-0.0976,0.298
ME00816,CA07071,100%,0.2939,0.143
ME00817,CA03974,25%,0.0527,0.351
ME00818,CA01706,25%,-0.0135,0.476
ME00819,CA02423,50%,-0.4177,0.319
ME00820,CA05330,25%,0.0437,0.109
ME00821,CA06786,100%,-0.1724,0.103
ME00822,CA00947,50%,-0.0903,0.465
ME00823,CA01225,25%,-0.2459,0.3
ME00824,CA06417,75%,0.1231,0.144
ME00825,CA02073,75%,0.1972,0.374
ME00826,CA05402,100%,0.335,0.268
ME00827,CA02042,25%,-0.0011,0.252
ME00828,CA04648,50%,-0.069,0.322
ME00829,CA03509,100%,0.1464,0.349
ME00830,CA02316,50%,0.3066,0.215
ME00831,CA04741,25%,0.3107,0.143
ME00832,CA04258,75%,-0.0419,0.131
ME00833,CA02220,50%,0.1793,0.329
ME00834,CA05598,75%,0.0202,0.149
ME00835,CA04644,50%,0.1819,0.13
ME00836,CA02281,25%,-0.2526,0.213
ME00837,CA04250,75%,0.3386,0.153
ME00838,CA06109,100%,0.0311,0.156
ME00839,CA05095,25%,0.2383,0.439
ME00840,CA04385,75%,-0.0604,0.164
ME00841,CA04042,100%,0.2851,0.404
ME00842,CA04929,100%,-0.1229,0.288
ME00843,CA04966,50%,0.0892,0.119
ME00844,CA01970,25%,-0.2069,0.368
ME00845,CA03321,50%,-0.1737,0.166
ME00846,CA01989,50%,0.2182,0.308
ME00847,CA04394,75%,0.2854,0.445
ME00848,CA05691,100%,0.0844,0.355
ME00849,CA01692,75%,0.1851,0.357
ME00850,CA01174,75%,0.0948,0.155
ME00851,CA02986,75%,-0.1611,0.274
ME00852,CA06104,50%,-0.0284,0.399
ME00853,CA01116,50%,-0.0525,0.362
ME00854,CA00693,25%,0.0084,0.175
ME00855,CA05435,100%,-0.2064,0.45
ME00856,CA02184,75%,0.1185,0.338
ME00857,CA06948,75%,0.0492,0.138
ME00858,CA02900,25%,-0.0806,0.429
ME00859,CA01183,25%,-0.257,0.301
ME00860,CA05861,100%,0.1742,0.131
ME00861,CA00658,75%,0.163,0.321
ME00862,CA05208,25%,0.1298,0.429
ME00863,CA03160,100%,-0.0522,0.376
ME00864,CA06331,50%,0.021,0.235
ME00865,CA02237,75%,0.1689,0.352
ME00866,CA03533,100%,-0.123,0.213
ME00867,CA00991,50%,-0.0931,0.181
ME00868,CA02150,50%,-0.0917,0.222
ME00869,CA00373,75%,-0.0784,0.246
ME00870,CA06449,75%,-0.122,0.101
ME00871,CA00988,25%,0.0073,0.287
ME00872,CA05133,100%,0.1967,0.24
ME00873,CA05034,25%,-0.094,0.281
ME00874,CA05222,50%,-0.3636,0.145
ME00875,CA06837,50%,-0.3731,0.218
ME00876,CA06955,25%,0.2392,0.268
ME00877,CA01006,75%,-0.0365,0.15
ME00878,CA05243,50%,-0.1755,0.399
ME00879,CA06568,100%,-0.0191,0.277
ME00880,CA00097,50%,-0.1742,0.413
ME00881,CA04470,50%,-0.0585,0.311
ME00882,CA01737,100%,-0.2199,0.236
ME00883,CA06193,75%,0.205,0.412
ME00884,CA00733,100%,-0.0626,0.429
ME00885,CA02111,25%,-0.0813,0.163
ME00886,CA01059,75%,-0.1183,0.246
ME00887,CA01916,25%,-0.1367,0.101
ME00888,CA06143,50%,0.1096,0.492
ME00889,CA06373,100%,-0.05,0.388
ME00890,CA04627,25%,-0.4936,0.294
ME00891,CA06718,75%,0.1747,0.457
ME00892,CA03146,75%,-0.3393,0.229
ME00893,CA03719,50%,-0.1091,0.217
ME00894,CA00790,50%,-0.1393,0.227
ME00895,CA01609,25%,-0.1785,0.247
ME00896,CA06675,100%,0.0375,0.129
ME00897,CA00986,25%,-0.3688,0.317
ME00898,CA02031,50%,-0.2058,0.214
ME00899,CA00613,75%,-0.4244,0.393
ME00900,CA03398,100%,-0.0939,0.347
ME00901,CA05412,100%,-0.011,0.232
ME00902,CA02261,25%,-0.2275,0.106
ME00903,CA03915,100%,0.1524,0.284
ME00904,CA00789,100%,-0.1242,0.439
ME00905,CA05322,25%,0.1157,0.138
ME00906,CA00528,50%,-0.0831,0.49
ME00907,CA04999,25%,0.133,0.138
ME00908,CA05091,75%,-0.2294,0.457
ME00909,CA03905,100%,-0.1317,0.16
ME00910,CA06705,75%,0.2261,0.325
ME00911,CA02244,100%,0.0292,0.344
ME00912,CA01948,75%,-0.2047,0.335
ME00913,CA06580,25%,-0.3254,0.184
ME00914,CA05262,100%,-0.0901,0.459
ME00915,CA03069,50%,0.1025,0.41
ME00916,CA01503,75%,0.2099,0.172
ME00917,CA03764,50%,-0.1624,0.168
ME00918,CA06449,50%,-0.1004,0.352
ME00919,CA03648,25%,-0.0703,0.321
ME00920,CA05394,100%,-0.0206,0.44
ME00921,CA02219,25%,0.3211,0.342
ME00922,CA06706,100%,-0.0402,0.479
ME00923,CA03503,75%,0.0168,0.289
ME00924,CA04172,25%,-0.1426,0.474
ME00925,CA06577,100%,-0.2371,0.102
ME00926,CA05842,50%,-0.0552,0.172
ME00927,CA04973,100%,0.0062,0.183
ME00928,CA02203,50%,0.1945,0.234
ME00929,CA05006,25%,0.0388,0.205
ME00930,CA01334,25%,0.3443,0.374
ME00931,CA04084,100%,-0.0212,0.49
ME00932,CA04281,100%,-0.1796,0.362
ME00933,CA01469,100%,0.0125,0.439
ME00934,CA04404,25%,0.2327,0.364
ME00935,CA03041,75%,0.3103,0.48
ME00936,CA04424,75%,-0.0356,0.127
ME00937,CA02554,50%,0.2004,0.24
ME00938,CA01263,100%,-0.0819,0.457
ME00939,CA03595,50%,0.2728,0.37
ME00940,CA04024,100%,0.0271,0.249
ME00941,CA03953,75%,-0.0107,0.15
ME00942,CA06852,75%,-0.2494,0.199
ME00943,CA01573,25%,-0.3406,0.235
ME00944,CA03358,75%,-0.169,0.122
ME00945,CA06115,75%,0.1085,0.465
ME00946,CA02884,50%,-0.0333,0.296
ME00947,CA01996,50%,-0.2211,0.347
ME00948,CA01337,25%,0.0353,0.367
ME00949,CA05860,50%,-0.0286,0.392
ME00950,CA03685,75%,0.2,0.162
ME00951,CA03685,75%,-0.0421,0.228
ME00952,CA04161,100%,0.211,0.374
ME00953,CA06112,75%,-0.3025,0.179
ME00954,CA00586,25%,-0.3159,0.318
ME00955,CA00620,25%,0.1525,0.168
ME00956,CA03494,100%,0.1318,0.138
ME00957,CA04141,25%,0.1269,0.417
ME00958,CA07147,100%,0.2054,0.308
ME00959,CA05658,50%,0.0582,0.222
ME00960,CA00514,50%,0.3469,0.433
ME00961,CA00950,100%,-0.1305,0.237
ME00962,CA02675,100%,0.0613,0.407
ME00963,CA05110,50%,0.025,0.239
ME00964,CA05175,100%,-0.166,0.12
ME00965,CA00185,25%,0.3649,0.337
ME00966,CA00966,75%,0.2229,0.106
ME00967,CA01074,50%,-0.1703,0.187
ME00968,CA04630,100%,-0.0367,0.199
ME00969,CA02168,25%,0.004,0.154
ME00970,CA05884,25%,0.1578,0.228
ME00971,CA06645,50%,-0.0971,0.491
ME00972,CA03774,75%,0.0554,0.24
ME00973,CA01938,50%,0.0206,0.299
ME00974,CA05393,50%,0.3028,0.251
ME00975,CA05862,25%,0.0113,0.492
ME00976,CA01474,50%,0.2114,0.238
ME00977,CA04745,100%,0.1759,0.307
ME00978,CA05275,75%,-0.1202,0.301
ME00979,CA05724,75%,0.1569,0.42
ME00980,CA05301,100%,-0.1631,0.267
ME00981,CA05301,25%,0.0381,0.29
ME00982,CA03383,25%,-0.165,0.356
ME00983,CA00852,75%,-0.0918,0.299
ME00984,CA05320,25%,0.1029,0.42
ME00985,CA04435,50%,0.3718,0.104
ME00986,CA06325,50%,-0.2186,0.3
ME00987,CA03575,25%,-0.348,0.266
ME00988,CA04839,50%,-0.317,0.195
ME00989,CA07036,100%,0.0159,0.381
ME00990,CA04750,25%,-0.266,0.45
ME00991,CA04632,25%,0.415,0.393
ME00992,CA06715,100%,-0.3155,0.316
ME00993,CA04582,100%,0.2741,0.44
ME00994,CA04315,100%,-0.034,0.294
ME00995,CA04095,75%,-0.0564,0.408
ME00996,CA03361,100%,0.1285,0.361
ME00997,CA01239,100%,-0.0461,0.301
ME00998,CA04757,100%,-0.3338,0.211
ME00999,CA02437,25%,-0.0545,0.434
ME01000,CA00719,50%,0.1155,0.344
ME01001,CA00645,75%,-0.1473,0.362
ME01002,CA02118,75%,-0.085,0.366
ME01003,CA01049,75%,0.2631,0.373
ME01004,CA01792,25%,0.3033,0.176
ME01005,CA03866,25%,0.361,0.331
ME01006,CA04185,100%,-0.202,0.158
ME01007,CA01484,25%,0.0002,0.483
ME01008,CA02817,50%,-0.0208,0.272
ME01009,CA01539,50%,-0.2718,0.131
ME01010,CA00486,50%,0.1353,0.257
ME01011,CA00061,50%,-0.211,0.274
ME01012,CA01121,100%,-0.0069,0.418
ME01013,CA02023,100%,-0.1842,0.115
ME01014,CA00857,50%,0.0942,0.148
ME01015,CA06359,100%,0.0244,0.417
ME01016,CA04834,75%,-0.0181,0.194
ME01017,CA03608,75%,-0.1906,0.383
ME01018,CA02412,50%,0.0637,0.495
ME01019,CA06020,100%,-0.2999,0.478
ME01020,CA05534,25%,0.4771,0.318
ME01021,CA05159,75%,0.0857,0.112
ME01022,CA07012,100%,0.132,0.27
ME01023,CA06919,25%,-0.0528,0.29
ME01024,CA03211,100%,0.1307,0.336
ME01025,CA04627,100%,0.3124,0.248
ME01026,CA06283,75%,0.1842,0.387
ME01027,CA03161,100%,-0.0839,0.299
ME01028,CA03328,100%,0.0462,0.485
ME01029,CA02694,100%,-0.0878,0.156
ME01030,CA02081,50%,-0.1233,0.109
ME01031,CA05820,50%,0.1414,0.464
ME01032,CA04946,75%,0.2128,0.334
ME01033,CA04496,50%,0.1311,0.433
ME01034,CA00534,50%,0.2945,0.421
ME01035,CA01417,25%,-0.0757,0.214
ME01036,CA00724,100%,0.2777,0.184
ME01037,CA02157,50%,0.0589,0.341
ME01038,CA05187,75%,-0.0354,0.443
ME01039,CA01855,50%,-0.1281,0.429
ME01040,CA02748,75%,0.3948,0.226
ME01041,CA05106,100%,-0.0312,0.406
ME01042,CA04182,100%,0.0008,0.186
ME01043,CA06502,75%,0.416,0.288
ME01044,CA01077,25%,-0.0165,0.409
ME01045,CA04134,25%,0.0553,0.326
ME01046,CA00367,50%,-0.2744,0.481
ME01047,CA01054,75%,0.207,0.272
ME01048,CA01151,25%,-0.1071,0.402
ME01049,CA04975,100%,-0.217,0.367
ME01050,CA04646,75%,-0.0843,0.237
ME01051,CA06834,75%,-0.0992,0.4
ME01052,CA01772,25%,0.2644,0.187
ME01053,CA06210,25%,0.0586,0.358
ME01054,CA03220,75%,0.1492,0.32
ME01055,CA01125,75%,0.021,0.394
ME01056,CA07033,100%,0.0785,0.119
ME01057,CA00892,75%,0.2329,0.459
ME01058,CA01954,50%,-0.0396,0.455
ME01059,CA00135,25%,0.0581,0.244
ME01060,CA06586,50%,0.1782,0.473
ME01061,CA05790,75%,-0.1061,0.196
ME01062,CA04335,50%,0.1539,0.311
ME01063,CA03003,50%,0.0595,0.289
ME01064,CA06655,75%,-0.0955,0.192
ME01065,CA03473,75%,0.4176,0.37
ME01066,CA06780,25%,0.4113,0.499
ME01067,CA01159,75%,-0.2979,0.353
ME01068,CA03601,25%,0.2253,0.18
ME01069,CA02250,25%,-0.0467,0.276
ME01070,CA01627,50%,-0.0336,0.202
ME01071,CA00599,100%,0.0499,0.495
ME01072,CA00962,100%,0.301,0.131
ME01073,CA06513,25%,0.0937,0.283
ME01074,CA06622,25%,-0.0837,0.36
ME01075,CA00314,50%,-0.1894,0.211
ME01076,CA01610,100%,0.1297,0.346
ME01077,CA04324,50%,0.0655,0.119
ME01078,CA03467,25%,0.04,0.334
ME01079,CA05931,50%,0.0648,0.439
ME01080,CA00188,25%,-0.0617,0.202
ME01081,CA02510,50%,-0.3239,0.47
ME01082,CA01019,75%,0.121,0.412
ME01083,CA04319,100%,0.0195,0.377
ME01084,CA05135,25%,-0.1342,0.118
ME01085,CA02423,25%,-0.0093,0.358
ME01086,CA05407,100%,-0.197,0.26
ME01087,CA05484,100%,-0.1984,0.272
ME01088,CA03082,100%,-0.2107,0.374
ME01089,CA04435,50%,-0.1104,0.324
ME01090,CA04177,50%,0.1321,0.13
ME01091,CA02205,25%,0.1263,0.213
ME01092,CA05511,25%,-0.133,0.156
ME01093,CA04735,75%,0.0697,0.463
ME01094,CA04150,50%,0.2319,0.123
ME01095,CA00493,25%,0.1303,0.49
ME01096,CA01215,75%,0.0238,0.476
ME01097,CA06122,75%,0.2937,0.144
ME01098,CA05505,100%,0.1395,0.121
ME01099,CA00064,75%,0.3045,0.365
ME01100,CA05633,100%,0.0348,0.447
ME01101,CA03916,100%,0.5602,0.202
ME01102,CA06488,100%,0.006,0.368
ME01103,CA06544,100%,0.1151,0.188
ME01104,CA04923,100%,0.0218,0.409
ME01105,CA02477,100%,-0.1511,0.335
ME01106,CA03428,25%,0.0406,0.363
ME01107,CA04679,50%,0.064,0.117
ME01108,CA03046,75%,0.0141,0.123
ME01109,CA05016,25%,0.146,0.108
ME01110,CA03588,25%,-0.2764,0.301
ME01111,CA01966,100%,-0.2877,0.162
ME01112,CA03775,75%,0.0984,0.174
ME01113,CA00516,50%,-0.1078,0.115
ME01114,CA05169,100%,-0.1818,0.49
ME01115,CA06583,75%,-0.0243,0.197
ME01116,CA00094,25%,0.0115,0.371
ME01117,CA04846,100%,0.2375,0.202
ME01118,CA03799,25%,-0.1628,0.325
ME01119,CA03046,50%,0.0452,0.184
ME01120,CA06331,100%,-0.1355,0.424
ME01121,CA03648,100%,-0.077,0.261
ME01122,CA07185,75%,-0.0905,0.458
ME01123,CA02463,100%,0.0689,0.233
ME01124,CA03874,50%,-0.1161,0.34
ME01125,CA00265,75%,0.2187,0.479
ME01126,CA03825,50%,0.0309,0.282
ME01127,CA06351,100%,-0.0185,0.152
ME01128,CA03353,100%,-0.2899,0.475
ME01129,CA02277,75%,0.0483,0.181
ME01130,CA04667,50%,-0.089,0.35
ME01131,CA02729,100%,-0.0023,0.396
ME01132,CA03713,75%,-0.2752,0.118
ME01133,CA06457,75%,-0.2199,0.197
ME01134,CA03273,25%,0.2781,0.462
ME01135,CA04571,100%,-0.0332,0.414
ME01136,CA00200,75%,-0.123,0.137
ME01137,CA04965,50%,-0.0399,0.131
ME01138,CA05266,75%,-0.1374,0.29
ME01139,CA06932,75%,0.1306,0.479
ME01140,CA02461,100%,-0.1151,0.389
ME01141,CA05173,100%,0.2332,0.282
ME01142,CA07177,50%,-0.4075,0.165
ME01143,CA02459,100%,0.0246,0.418
ME01144,CA01370,50%,-0.1374,0.155
ME01145,CA04001,75%,0.169,0.422
ME01146,CA05816,75%,0.0043,0.194
ME01147,CA02117,25%,0.0824,0.4
ME01148,CA03584,50%,-0.0657,0.303
ME01149,CA04712,25%,-0.1947,0.454
ME01150,CA05366,75%,0.0977,0.374
ME01151,CA05629,50%,0.0478,0.33
ME01152,CA03780,75%,0.2289,0.495
ME01153,CA00740,100%,-0.0075,0.499
ME01154,CA01718,75%,0.0489,0.147
ME01155,CA04045,100%,0.0566,0.446
ME01156,CA04090,25%,0.0173,0.479
ME01157,CA05425,100%,0.0867,0.175
ME01158,CA06876,50%,0.4027,0.191
ME01159,CA05182,50%,0.1711,0.475
ME01160,CA05936,25%,0.3661,0.414
ME01161,CA02208,50%,0.0269,0.355
ME01162,CA05128,100%,0.1422,0.159
ME01163,CA02699,75%,0.2691,0.386
ME01164,CA02531,25%,0.4111,0.184
ME01165,CA03840,25%,-0.2299,0.317
ME01166,CA06848,25%,0.094,0.416
ME01167,CA01945,100%,0.2216,0.225
ME01168,CA00031,100%,0.1855,0.439
ME01169,CA01955,75%,-0.1275,0.425
ME01170,CA03844,50%,-0.0582,0.313
ME01171,CA03753,100%,0.0813,0.231
ME01172,CA02129,75%,-0.054,0.269
ME01173,CA03417,75%,0.1039,0.374
ME01174,CA02836,25%,-0.0855,0.164
ME01175,CA05974,100%,-0.1865,0.242
ME01176,CA05682,50%,0.0197,0.283
ME01177,CA06478,75%,0.2703,0.475
ME01178,CA03263,50%,-0.0823,0.246
ME01179,CA06950,75%,-0.1671,0.331
ME01180,CA03499,100%,-0.0515,0.104
ME01181,CA03573,25%,-0.0331,0.208
ME01182,CA04889,75%,0.3671,0.478
ME01183,CA02599,75%,-0.0915,0.302
ME01184,CA03235,100%,0.0144,0.112
ME01185,CA00299,75%,0.2687,0.403
ME01186,CA02661,50%,0.0879,0.229
ME01187,CA04728,100%,0.2092,0.244
ME01188,CA07076,25%,0.064,0.383
ME01189,CA04835,50%,-0.0332,0.471
ME01190,CA06261,50%,0.1097,0.203
ME01191,CA06377,25%,-0.0971,0.484
ME01192,CA01561,25%,0.119,0.394
ME01193,CA04192,75%,0.0018,0.18
ME01194,CA00964,25%,0.0046,0.278
ME01195,CA01892,100%,0.3287,0.319
ME01196,CA04535,25%,-0.0742,0.401
ME01197,CA01054,25%,0.0456,0.335
ME01198,CA03593,100%,-0.1015,0.353
ME01199,CA04484,25%,0.2509,0.27
ME01200,CA02029,50%,0.2347,0.323
ME01201,CA02636,75%,0.102,0.213
ME01202,CA00894,25%,-0.16,0.49
ME01203,CA01007,50%,-0.2229,0.274
ME01204,CA03391,75%,-0.0595,0.333
ME01205,CA00070,25%,-0.2368,0.287
ME01206,CA05597,50%,-0.0984,0.472
ME01207,CA05596,25%,-0.037,0.328
ME01208,CA05494,50%,0.1254,0.181
ME01209,CA04084,100%,-0.2426,0.109
ME01210,CA01819,75%,0.0749,0.453
ME01211,CA03634,100%,0.0404,0.47
ME01212,CA07177,100%,0.1373,0.127
ME01213,CA02992,25%,0.0538,0.249
ME01214,CA07030,100%,-0.0529,0.358
ME01215,CA06694,50%,0.0793,0.202
ME01216,CA07163,50%,0.0586,0.124
ME01217,CA02244,50%,-0.4065,0.409
ME01218,CA01866,100%,0.0705,0.482
ME01219,CA03805,25%,0.0002,0.375
ME01220,CA03957,50%,0.1353,0.444
ME01221,CA05349,100%,0.0176,0.166
ME01222,CA05167,25%,0.2191,0.259
ME01223,CA06399,75%,-0.0107,0.275
ME01224,CA00250,25%,0.256,0.252
ME01225,CA04692,100%,-0.2326,0.484
ME01226,CA06781,50%,0.0227,0.358
ME01227,CA05339,75%,0.1354,0.25
ME01228,CA03109,75%,0.0471,0.444
ME01229,CA05408,25%,0.0572,0.408
ME01230,CA03873,100%,-0.1558,0.309
ME01231,CA04001,100%,0.1448,0.263
ME01232,CA04507,50%,-0.0153,0.273
ME01233,CA00206,25%,-0.2822,0.271
ME01234,CA05916,75%,-0.0099,0.473
ME01235,CA05597,75%,-0.1151,0.459
ME01236,CA06673,100%,0.068,0.346
ME01237,CA04111,100%,0.1453,0.28
ME01238,CA01442,50%,0.0972,0.205
ME01239,CA01275,100%,0.0566,0.392
ME01240,CA03766,75%,0.0591,0.251
ME01241,CA05399,50%,0.0579,0.492
ME01242,CA03624,50%,0.0439,0.245
ME01243,CA01336,100%,-0.288,0.241
ME01244,CA03487,100%,0.1283,0.211
ME01245,CA04180,75%,-0.0346,0.155
ME01246,CA03428,75%,0.3978,0.212
ME01247,CA03343,50%,0.143,0.384
