visita_id,terceiro_id,data_visita,unidade,motivo,status
VI00411,TE01334,2025-10-21,Jaboticabal,Entrega,Realizada
VI00412,TE00245,2025-11-10,Guarulhos,Serviço,Realizada
VI00413,TE01767,2026-01-08,Jaboticabal,Serviço,Realizada
VI00414,TE00273,2024-06-11,Joinville,Reunião,Realizada
VI00415,TE01661,2025-09-25,Joinville,Entrega,Realizada
VI00416,TE02778,2026-04-18,Guarulhos,Auditoria,Realizada
VI00417,TE02550,2025-04-11,Joinville,Entrega,Realizada
VI00418,TE01943,2026-02-04,Jaboticabal,Serviço,Realizada
VI00419,TE01582,2026-04-17,Jaboticabal,Entrega,Realizada
VI00420,TE01236,2024-07-25,Guarulhos,Serviço,Cancelada
VI00421,TE01947,2024-01-28,Guarulhos,Auditoria,Agendada
VI00422,TE00234,2025-02-24,Joinville,Serviço,Realizada
VI00423,TE02518,2026-01-19,Jaboticabal,Serviço,Realizada
VI00424,TE01928,2024-01-22,Joinville,Entrega,Realizada
VI00425,TE02269,2026-07-26,Guarulhos,Reunião,Realizada
VI00426,TE00133,2026-02-15,Guarulhos,Auditoria,Realizada
VI00427,TE01296,2026-05-09,Guarulhos,Entrega,Realizada
VI00428,TE02126,2025-04-29,Guarulhos,Reunião,Agendada
VI00429,TE02563,2024-03-27,Jaboticabal,Serviço,Agendada
VI00430,TE02857,2026-06-07,Guarulhos,Auditoria,Agendada
VI00431,TE03022,2024-05-28,Jaboticabal,Entrega,Cancelada
VI00432,TE01524,2026-06-09,Jaboticabal,Reunião,Cancelada
VI00433,TE00520,2024-07-23,Jaboticabal,Serviço,Agendada
VI00434,TE01922,2025-06-21,Joinville,Auditoria,Realizada
VI00435,TE01596,2026-02-28,Joinville,Serviço,Agendada
VI00436,TE02850,2024-04-05,Joinville,Serviço,Realizada
VI00437,TE02080,2025-06-10,Jaboticabal,Entrega,Realizada
VI00438,TE02609,2024-05-25,Joinville,Serviço,Realizada
VI00439,TE02165,2024-02-08,Joinville,Auditoria,Realizada
VI00440,TE03084,2024-01-26,Guarulhos,Reunião,Realizada
VI00441,TE01950,2025-04-16,Jaboticabal,Entrega,Realizada
VI00442,TE00920,2024-02-24,Guarulhos,Serviço,Realizada
VI00443,TE02789,2026-06-16,Guarulhos,Serviço,Realizada
VI00444,TE03192,2025-12-04,Jaboticabal,Entrega,Realizada
VI00445,TE01410,2024-10-17,Joinville,Auditoria,Realizada
VI00446,TE00160,2024-12-11,Joinville,Serviço,Realizada
VI00447,TE00641,2024-03-27,Jaboticabal,Serviço,Realizada
VI00448,TE02968,2026-03-19,Guarulhos,Reunião,Cancelada
VI00449,TE01846,2026-05-07,Guarulhos,Auditoria,Realizada
VI00450,TE02710,2025-10-27,Jaboticabal,Entrega,Realizada
VI00451,TE01094,2024-11-14,Jaboticabal,Entrega,Agendada
VI00452,TE00512,2024-11-05,Joinville,Entrega,Realizada
VI00453,TE01965,2025-10-22,Jaboticabal,Auditoria,Agendada
VI00454,TE00413,2024-02-18,Guarulhos,Serviço,Cancelada
VI00455,TE01776,2025-12-06,Joinville,Serviço,Realizada
VI00456,TE01109,2024-10-16,Joinville,Reunião,Realizada
VI00457,TE01341,2025-06-11,Jaboticabal,Entrega,Realizada
VI00458,TE01164,2025-02-04,Jaboticabal,Serviço,Realizada
VI00459,TE00620,2024-05-05,Guarulhos,Serviço,Agendada
VI00460,TE01795,2025-02-11,Guarulhos,Reunião,Realizada
VI00461,TE02310,2026-06-25,Jaboticabal,Entrega,Realizada
VI00462,TE00157,2025-08-21,Jaboticabal,Auditoria,Realizada
VI00463,TE01728,2026-06-04,Guarulhos,Entrega,Realizada
VI00464,TE03027,2026-04-26,Guarulhos,Entrega,Realizada
VI00465,TE01350,2025-09-24,Joinville,Auditoria,Agendada
VI00466,TE00630,2025-11-10,Guarulhos,Serviço,Agendada
VI00467,TE00771,2024-03-15,Joinville,Auditoria,Realizada
VI00468,TE01081,2026-01-23,Jaboticabal,Entrega,Realizada
VI00469,TE01591,2024-12-27,Jaboticabal,Auditoria,Realizada
VI00470,TE00294,2026-07-30,Jaboticabal,Serviço,Agendada
VI00471,TE02302,2026-07-16,Jaboticabal,Auditoria,Realizada
VI00472,TE02279,2026-01-21,Guarulhos,Auditoria,Realizada
VI00473,TE00966,2024-12-08,Guarulhos,Serviço,Realizada
VI00474,TE03165,2024-01-10,Guarulhos,Auditoria,Realizada
VI00475,TE00608,2024-02-18,Jaboticabal,Reunião,Realizada
VI00476,TE01952,2024-07-31,Guarulhos,Auditoria,Agendada
VI00477,TE01819,2024-06-09,Guarulhos,Entrega,Agendada
VI00478,TE02997,2025-04-12,Jaboticabal,Entrega,Realizada
VI00479,TE02793,2024-02-19,Joinville,Reunião,Realizada
VI00480,TE02182,2024-01-14,Guarulhos,Serviço,Realizada
VI00481,TE01560,2025-10-20,Jaboticabal,Serviço,Agendada
VI00482,TE00465,2025-03-07,Joinville,Entrega,Agendada
VI00483,TE02515,2024-03-30,Jaboticabal,Auditoria,Realizada
VI00484,TE02572,2024-12-11,Guarulhos,Auditoria,Realizada
VI00485,TE02935,2026-06-12,Guarulhos,Entrega,Realizada
VI00486,TE02143,2024-02-09,Joinville,Serviço,Realizada
VI00487,TE00572,2025-12-13,Guarulhos,Serviço,Realizada
VI00488,TE01853,2025-12-15,Joinville,Entrega,Agendada
VI00489,TE01747,2026-05-26,Jaboticabal,Entrega,Realizada
VI00490,TE03067,2024-04-05,Jaboticabal,Entrega,Realizada
VI00491,TE01749,2024-04-17,Guarulhos,Reunião,Agendada
VI00492,TE02073,2024-09-18,Guarulhos,Entrega,Realizada
VI00493,TE02766,2026-03-08,Joinville,Reunião,Cancelada
VI00494,TE00950,2024-09-14,Jaboticabal,Reunião,Realizada
VI00495,TE00223,2024-05-26,Jaboticabal,Auditoria,Realizada
VI00496,TE03079,2025-10-10,Jaboticabal,Reunião,Realizada
VI00497,TE00227,2025-01-14,Joinville,Auditoria,Realizada
VI00498,TE00689,2026-05-26,Jaboticabal,Auditoria,Realizada
VI00499,TE00417,2025-12-12,Jaboticabal,Auditoria,Realizada
VI00500,TE00727,2024-08-31,Guarulhos,Serviço,Agendada
VI00501,TE01501,2024-05-16,Guarulhos,Entrega,Agendada
VI00502,TE00317,2026-04-27,Guarulhos,Serviço,Realizada
VI00503,TE02947,2026-07-21,Jaboticabal,Serviço,Realizada
VI00504,TE00218,2026-01-06,Guarulhos,Entrega,Cancelada
VI00505,TE02826,2025-09-21,Jaboticabal,Reunião,Realizada
VI00506,TE00098,2024-08-17,Jaboticabal,Serviço,Realizada
VI00507,TE00040,2024-05-26,Joinville,Serviço,Realizada
VI00508,TE01351,2026-01-04,Jaboticabal,Serviço,Realizada
VI00509,TE01449,2026-01-03,Jaboticabal,Reunião,Realizada
VI00510,TE01255,2026-06-11,Jaboticabal,Entrega,Realizada
VI00511,TE02450,2024-04-20,Guarulhos,Entrega,Realizada
VI00512,TE03030,2025-02-12,Joinville,Serviço,Realizada
VI00513,TE02054,2026-04-02,Joinville,Auditoria,Agendada
VI00514,TE00390,2025-06-09,Jaboticabal,Entrega,Realizada
VI00515,TE01591,2025-06-05,Jaboticabal,Reunião,Realizada
VI00516,TE00890,2025-01-06,Guarulhos,Auditoria,Realizada
VI00517,TE01981,2026-04-10,Joinville,Serviço,Realizada
VI00518,TE00229,2024-02-08,Jaboticabal,Reunião,Realizada
VI00519,TE00487,2025-03-15,Guarulhos,Entrega,Agendada
VI00520,TE02746,2024-08-25,Jaboticabal,Reunião,Realizada
VI00521,TE02739,2025-07-15,Guarulhos,Entrega,Realizada
VI00522,TE01290,2025-08-16,Joinville,Reunião,Realizada
VI00523,TE00217,2024-12-09,Joinville,Entrega,Realizada
VI00524,TE02463,2025-05-30,Joinville,Serviço,Realizada
VI00525,TE00366,2026-07-21,Guarulhos,Auditoria,Cancelada
VI00526,TE03055,2024-09-08,Joinville,Auditoria,Realizada
VI00527,TE00650,2024-10-25,Guarulhos,Auditoria,Realizada
VI00528,TE00036,2024-04-23,Jaboticabal,Auditoria,Realizada
VI00529,TE01573,2024-09-29,Guarulhos,Serviço,Cancelada
VI00530,TE02034,2024-12-02,Jaboticabal,Entrega,Realizada
VI00531,TE01761,2025-01-20,Joinville,Entrega,Agendada
VI00532,TE03057,2025-10-25,Guarulhos,Auditoria,Realizada
VI00533,TE02699,2024-01-06,Jaboticabal,Entrega,Cancelada
VI00534,TE02965,2025-12-25,Guarulhos,Reunião,Realizada
VI00535,TE01613,2025-02-16,Guarulhos,Reunião,Agendada
VI00536,TE02035,2025-01-26,Guarulhos,Serviço,Realizada
VI00537,TE01179,2024-02-04,Jaboticabal,Auditoria,Realizada
VI00538,TE01409,2025-11-23,Guarulhos,Serviço,Realizada
VI00539,TE02037,2024-09-07,Jaboticabal,Entrega,Realizada
VI00540,TE01072,2025-03-31,Guarulhos,Reunião,Realizada
VI00541,TE01253,2025-09-21,Jaboticabal,Reunião,Cancelada
VI00542,TE01285,2026-03-01,Joinville,Reunião,Realizada
VI00543,TE02384,2025-07-22,Joinville,Entrega,Realizada
VI00544,TE01916,2026-03-23,Joinville,Auditoria,Realizada
VI00545,TE00673,2024-02-09,Guarulhos,Auditoria,Agendada
VI00546,TE01461,2024-03-12,Jaboticabal,Auditoria,Realizada
VI00547,TE01893,2026-06-24,Guarulhos,Serviço,Agendada
VI00548,TE02133,2025-12-31,Joinville,Auditoria,Agendada
VI00549,TE00477,2024-07-17,Jaboticabal,Reunião,Agendada
VI00550,TE02315,2025-03-20,Joinville,Entrega,Realizada
VI00551,TE00429,2024-08-23,Guarulhos,Serviço,Realizada
VI00552,TE00440,2026-01-28,Joinville,Serviço,Realizada
VI00553,TE00990,2024-04-03,Joinville,Reunião,Realizada
VI00554,TE02089,2025-10-06,Joinville,Serviço,Agendada
VI00555,TE00897,2025-10-17,Guarulhos,Reunião,Realizada
VI00556,TE02183,2024-12-21,Jaboticabal,Entrega,Agendada
VI00557,TE02341,2025-12-28,Joinville,Entrega,Realizada
VI00558,TE02710,2026-01-15,Guarulhos,Serviço,Realizada
VI00559,TE02473,2025-02-13,Guarulhos,Serviço,Realizada
VI00560,TE00494,2026-03-26,Joinville,Reunião,Realizada
VI00561,TE00909,2026-03-20,Joinville,Serviço,Realizada
VI00562,TE00443,2025-04-13,Jaboticabal,Entrega,Agendada
VI00563,TE03096,2025-08-14,Jaboticabal,Reunião,Agendada
VI00564,TE00302,2026-06-20,Guarulhos,Serviço,Realizada
VI00565,TE01586,2024-09-20,Joinville,Reunião,Agendada
VI00566,TE01455,2024-01-07,Joinville,Entrega,Realizada
VI00567,TE00374,2024-04-22,Jaboticabal,Auditoria,Realizada
VI00568,TE01115,2024-11-04,Joinville,Auditoria,Realizada
VI00569,TE02815,2025-02-22,Joinville,Reunião,Realizada
VI00570,TE02824,2024-10-16,Guarulhos,Reunião,Realizada
VI00571,TE02988,2025-05-02,Guarulhos,Entrega,Realizada
VI00572,TE02354,2026-02-01,Jaboticabal,Reunião,Cancelada
VI00573,TE01060,2024-08-21,Guarulhos,Reunião,Realizada
VI00574,TE01995,2024-07-30,Guarulhos,Auditoria,Realizada
VI00575,TE00607,2026-06-20,Joinville,Entrega,Realizada
VI00576,TE03046,2024-10-20,Joinville,Serviço,Realizada
VI00577,TE02220,2025-12-10,Guarulhos,Serviço,Agendada
VI00578,TE02579,2024-01-12,Jaboticabal,Auditoria,Realizada
VI00579,TE01859,2026-02-17,Joinville,Reunião,Realizada
VI00580,TE02348,2024-12-09,Guarulhos,Serviço,Agendada
VI00581,TE01115,2024-07-08,Jaboticabal,Reunião,Realizada
VI00582,TE00612,2024-09-25,Guarulhos,Reunião,Realizada
VI00583,TE02884,2025-12-25,Joinville,Auditoria,Realizada
VI00584,TE01850,2024-09-10,Jaboticabal,Auditoria,Realizada
VI00585,TE01265,2025-10-29,Jaboticabal,Reunião,Agendada
VI00586,TE00363,2026-01-02,Guarulhos,Reunião,Realizada
VI00587,TE01283,2024-10-04,Jaboticabal,Auditoria,Agendada
VI00588,TE01946,2026-01-17,Joinville,Serviço,Realizada
VI00589,TE01623,2024-04-11,Jaboticabal,Serviço,Realizada
VI00590,TE01499,2024-08-20,Guarulhos,Reunião,Realizada
VI00591,TE01965,2025-11-09,Guarulhos,Entrega,Realizada
VI00592,TE00388,2026-02-24,Guarulhos,Entrega,Realizada
VI00593,TE00877,2024-10-14,Jaboticabal,Reunião,Realizada
VI00594,TE02243,2024-08-09,Guarulhos,Reunião,Realizada
VI00595,TE01579,2025-10-20,Joinville,Entrega,Realizada
VI00596,TE01669,2026-01-02,Guarulhos,Serviço,Realizada
VI00597,TE03071,2025-06-26,Jaboticabal,Serviço,Realizada
VI00598,TE00353,2024-09-10,Jaboticabal,Entrega,Realizada
VI00599,TE01113,2025-09-13,Jaboticabal,Serviço,Agendada
VI00600,TE02704,2024-09-14,Joinville,Reunião,Realizada
VI00601,TE00432,2025-01-19,Jaboticabal,Auditoria,Realizada
VI00602,TE01478,2024-02-23,Jaboticabal,Reunião,Agendada
VI00603,TE01950,2024-12-15,Joinville,Reunião,Realizada
VI00604,TE01897,2024-12-30,Joinville,Entrega,Realizada
VI00605,TE01932,2025-11-25,Jaboticabal,Reunião,Realizada
VI00606,TE00685,2025-03-06,Guarulhos,Entrega,Realizada
VI00607,TE00427,2026-02-03,Jaboticabal,Serviço,Realizada
VI00608,TE01004,2025-06-07,Joinville,Auditoria,Realizada
VI00609,TE01375,2025-02-19,Joinville,Reunião,Realizada
VI00610,TE01150,2025-03-08,Guarulhos,Auditoria,Realizada
VI00611,TE01139,2026-04-30,Joinville,Serviço,Realizada
VI00612,TE03162,2025-08-23,Joinville,Auditoria,Cancelada
VI00613,TE02283,2025-07-24,Jaboticabal,Serviço,Realizada
VI00614,TE01013,2024-02-23,Jaboticabal,Entrega,Realizada
VI00615,TE02951,2025-05-09,Jaboticabal,Serviço,Agendada
VI00616,TE00393,2025-10-04,Guarulhos,Reunião,Cancelada
VI00617,TE03111,2025-01-27,Guarulhos,Reunião,Realizada
VI00618,TE01747,2024-11-28,Joinville,Auditoria,Realizada
VI00619,TE00309,2024-11-22,Guarulhos,Reunião,Realizada
VI00620,TE01772,2024-12-24,Guarulhos,Auditoria,Realizada
VI00621,TE03197,2024-02-23,Jaboticabal,Serviço,Realizada
VI00622,TE00631,2024-09-07,Guarulhos,Serviço,Realizada
VI00623,TE02496,2025-07-30,Joinville,Entrega,Agendada
VI00624,TE02578,2026-02-21,Guarulhos,Entrega,Realizada
VI00625,TE02937,2024-03-08,Jaboticabal,Reunião,Agendada
VI00626,TE01432,2024-06-26,Jaboticabal,Entrega,Realizada
VI00627,TE01926,2026-07-08,Joinville,Auditoria,Realizada
VI00628,TE01104,2026-05-12,Guarulhos,Serviço,Realizada
VI00629,TE00481,2026-04-26,Joinville,Reunião,Realizada
VI00630,TE02013,2024-04-02,Joinville,Serviço,Agendada
VI00631,TE01218,2025-03-15,Joinville,Entrega,Realizada
VI00632,TE01573,2024-02-14,Joinville,Entrega,Realizada
VI00633,TE00627,2024-09-16,Guarulhos,Entrega,Agendada
VI00634,TE02676,2025-03-20,Jaboticabal,Reunião,Realizada
VI00635,TE00894,2024-02-03,Joinville,Reunião,Realizada
VI00636,TE00223,2026-01-07,Guarulhos,Entrega,Realizada
VI00637,TE02256,2024-09-13,Jaboticabal,Serviço,Realizada
VI00638,TE01531,2024-03-29,Joinville,Auditoria,Realizada
VI00639,TE02664,2024-02-05,Joinville,Serviço,Realizada
VI00640,TE01647,2024-08-22,Guarulhos,Serviço,Realizada
VI00641,TE02636,2025-11-27,Joinville,Serviço,Cancelada
VI00642,TE02964,2024-12-17,Joinville,Auditoria,Realizada
VI00643,TE02657,2024-03-07,Guarulhos,Auditoria,Realizada
VI00644,TE03147,2024-04-16,Guarulhos,Auditoria,Realizada
VI00645,TE02544,2025-11-01,Jaboticabal,Reunião,Realizada
VI00646,TE00966,2025-05-03,Guarulhos,Auditoria,Agendada
VI00647,TE00317,2025-11-30,Joinville,Serviço,Realizada
VI00648,TE02924,2025-07-28,Joinville,Serviço,Agendada
VI00649,TE02492,2025-12-26,Guarulhos,Serviço,Realizada
VI00650,TE01703,2025-12-27,Jaboticabal,Serviço,Realizada
VI00651,TE01473,2026-02-20,Guarulhos,Auditoria,Realizada
VI00652,TE00422,2026-05-11,Joinville,Auditoria,Realizada
VI00653,TE00991,2026-07-18,Guarulhos,Serviço,Realizada
VI00654,TE01535,2025-04-27,Guarulhos,Reunião,Realizada
VI00655,TE02962,2024-07-01,Guarulhos,Reunião,Realizada
VI00656,TE01510,2024-04-27,Guarulhos,Entrega,Realizada
VI00657,TE01282,2025-12-10,Guarulhos,Auditoria,Realizada
VI00658,TE02615,2024-04-23,Joinville,Serviço,Realizada
VI00659,TE00241,2026-06-19,Guarulhos,Reunião,Realizada
VI00660,TE03090,2026-05-29,Jaboticabal,Entrega,Agendada
VI00661,TE00955,2025-01-15,Jaboticabal,Serviço,Realizada
VI00662,TE02666,2024-12-18,Jaboticabal,Serviço,Agendada
VI00663,TE00473,2025-06-06,Jaboticabal,Serviço,Agendada
VI00664,TE02457,2024-08-27,Jaboticabal,Serviço,Cancelada
VI00665,TE01484,2025-04-06,Guarulhos,Entrega,Cancelada
VI00666,TE02311,2024-08-01,Jaboticabal,Reunião,Realizada
VI00667,TE00039,2026-07-17,Guarulhos,Reunião,Realizada
VI00668,TE00808,2024-07-18,Joinville,Auditoria,Realizada
VI00669,TE02795,2025-09-30,Jaboticabal,Entrega,Agendada
VI00670,TE00289,2026-02-10,Joinville,Reunião,Realizada
VI00671,TE01415,2024-11-29,Joinville,Entrega,Realizada
VI00672,TE01686,2024-11-03,Joinville,Reunião,Realizada
VI00673,TE01502,2024-07-17,Jaboticabal,Reunião,Realizada
VI00674,TE01777,2024-09-10,Joinville,Entrega,Realizada
VI00675,TE02548,2026-06-10,Guarulhos,Serviço,Realizada
VI00676,TE01378,2025-12-16,Jaboticabal,Serviço,Realizada
VI00677,TE00004,2025-01-05,Jaboticabal,Entrega,Realizada
VI00678,TE02465,2024-12-08,Guarulhos,Auditoria,Realizada
VI00679,TE00550,2025-02-23,Guarulhos,Reunião,Realizada
VI00680,TE00740,2026-04-01,Jaboticabal,Entrega,Realizada
VI00681,TE01832,2024-06-02,Guarulhos,Entrega,Realizada
VI00682,TE02879,2025-01-26,Jaboticabal,Serviço,Cancelada
VI00683,TE01565,2025-03-03,Guarulhos,Reunião,Realizada
VI00684,TE02026,2024-03-12,Joinville,Serviço,Realizada
VI00685,TE02028,2024-01-31,Guarulhos,Entrega,Realizada
VI00686,TE03033,2024-05-18,Guarulhos,Auditoria,Realizada
VI00687,TE01751,2025-12-23,Guarulhos,Serviço,Realizada
VI00688,TE02899,2024-06-05,Joinville,Serviço,Realizada
VI00689,TE02335,2026-04-18,Guarulhos,Entrega,Agendada
VI00690,TE01878,2025-03-01,Guarulhos,Serviço,Realizada
VI00691,TE00103,2025-10-26,Jaboticabal,Serviço,Realizada
VI00692,TE00453,2025-06-16,Jaboticabal,Reunião,Realizada
VI00693,TE01931,2025-08-30,Jaboticabal,Entrega,Realizada
VI00694,TE03147,2025-10-10,Guarulhos,Reunião,Realizada
VI00695,TE01967,2024-03-09,Joinville,Entrega,Realizada
VI00696,TE00699,2026-04-22,Jaboticabal,Auditoria,Cancelada
VI00697,TE02262,2025-12-29,Jaboticabal,Serviço,Realizada
VI00698,TE02281,2024-03-11,Joinville,Reunião,Realizada
VI00699,TE02135,2026-03-18,Jaboticabal,Reunião,Realizada
VI00700,TE02115,2026-05-24,Guarulhos,Entrega,Realizada
VI00701,TE02574,2024-06-17,Guarulhos,Entrega,Realizada
VI00702,TE00612,2025-08-23,Jaboticabal,Reunião,Realizada
VI00703,TE01755,2025-10-28,Jaboticabal,Serviço,Realizada
VI00704,TE01023,2024-06-10,Jaboticabal,Serviço,Cancelada
VI00705,TE01142,2024-01-15,Jaboticabal,Serviço,Realizada
VI00706,TE02398,2026-03-09,Guarulhos,Reunião,Realizada
VI00707,TE00838,2025-06-29,Guarulhos,Serviço,Realizada
VI00708,TE01067,2025-06-19,Joinville,Serviço,Realizada
VI00709,TE00985,2025-12-06,Guarulhos,Serviço,Realizada
VI00710,TE01929,2026-02-10,Joinville,Reunião,Realizada
VI00711,TE01447,2026-01-14,Guarulhos,Auditoria,Realizada
VI00712,TE00241,2026-06-06,Joinville,Serviço,Cancelada
VI00713,TE00443,2024-09-18,Joinville,Entrega,Agendada
VI00714,TE00255,2026-05-11,Guarulhos,Entrega,Realizada
VI00715,TE02839,2024-05-06,Guarulhos,Auditoria,Agendada
VI00716,TE02798,2025-06-27,Jaboticabal,Auditoria,Realizada
VI00717,TE00727,2025-12-05,Guarulhos,Reunião,Agendada
VI00718,TE00199,2024-04-13,Joinville,Reunião,Realizada
VI00719,TE03090,2026-07-16,Joinville,Serviço,Agendada
VI00720,TE02914,2025-12-12,Jaboticabal,Serviço,Realizada
VI00721,TE01237,2025-11-18,Guarulhos,Entrega,Realizada
VI00722,TE02615,2024-07-18,Guarulhos,Serviço,Realizada
VI00723,TE00467,2026-07-27,Joinville,Auditoria,Realizada
VI00724,TE01502,2025-12-29,Jaboticabal,Entrega,Realizada
VI00725,TE01021,2024-03-05,Guarulhos,Serviço,Realizada
VI00726,TE00065,2024-01-10,Guarulhos,Reunião,Realizada
VI00727,TE02733,2025-11-10,Guarulhos,Reunião,Realizada
VI00728,TE00266,2026-01-04,Guarulhos,Serviço,Realizada
VI00729,TE00873,2026-01-06,Jaboticabal,Reunião,Realizada
VI00730,TE00633,2026-01-04,Jaboticabal,Serviço,Realizada
VI00731,TE01051,2025-04-05,Jaboticabal,Entrega,Realizada
VI00732,TE00554,2024-07-05,Jaboticabal,Auditoria,Realizada
VI00733,TE02088,2024-02-12,Guarulhos,Entrega,Realizada
VI00734,TE02862,2025-03-22,Guarulhos,Auditoria,Agendada
VI00735,TE00165,2025-10-29,Jaboticabal,Serviço,Realizada
VI00736,TE01019,2024-02-13,Jaboticabal,Serviço,Cancelada
VI00737,TE02748,2024-09-05,Joinville,Auditoria,Realizada
VI00738,TE00431,2026-07-28,Joinville,Auditoria,Realizada
VI00739,TE00947,2025-12-13,Joinville,Auditoria,Agendada
VI00740,TE01442,2026-04-06,Guarulhos,Serviço,Realizada
VI00741,TE01415,2025-07-31,Joinville,Serviço,Realizada
VI00742,TE02969,2025-09-08,Jaboticabal,Auditoria,Realizada
VI00743,TE00891,2024-06-28,Joinville,Entrega,Realizada
VI00744,TE02317,2025-05-01,Guarulhos,Reunião,Realizada
VI00745,TE00677,2026-02-02,Guarulhos,Entrega,Agendada
VI00746,TE00683,2026-01-06,Joinville,Entrega,Agendada
VI00747,TE00651,2024-09-11,Joinville,Serviço,Realizada
VI00748,TE02209,2026-04-09,Guarulhos,Auditoria,Realizada
VI00749,TE01539,2024-02-05,Jaboticabal,Reunião,Realizada
VI00750,TE00152,2025-01-18,Joinville,Auditoria,Realizada
VI00751,TE01325,2026-06-11,Joinville,Serviço,Realizada
VI00752,TE00199,2024-03-21,Joinville,Serviço,Agendada
VI00753,TE01308,2026-01-19,Joinville,Auditoria,Realizada
VI00754,TE02466,2025-06-29,Guarulhos,Serviço,Realizada
VI00755,TE01548,2025-02-03,Jaboticabal,Reunião,Realizada
VI00756,TE00550,2024-04-21,Guarulhos,Entrega,Realizada
VI00757,TE02863,2026-07-25,Jaboticabal,Entrega,Realizada
VI00758,TE01903,2024-07-22,Jaboticabal,Auditoria,Realizada
VI00759,TE01366,2025-11-10,Guarulhos,Serviço,Realizada
VI00760,TE00238,2025-01-20,Joinville,Serviço,Realizada
VI00761,TE00248,2026-03-17,Jaboticabal,Reunião,Agendada
VI00762,TE02696,2025-10-02,Guarulhos,Entrega,Realizada
VI00763,TE02669,2024-01-05,Jaboticabal,Auditoria,Agendada
VI00764,TE01998,2025-06-13,Guarulhos,Reunião,Realizada
VI00765,TE02626,2026-04-05,Joinville,Auditoria,Realizada
VI00766,TE03063,2025-12-01,Guarulhos,Auditoria,Realizada
VI00767,TE00534,2025-05-31,Joinville,Auditoria,Realizada
VI00768,TE00087,2025-12-24,Jaboticabal,Serviço,Realizada
VI00769,TE02091,2026-01-30,Jaboticabal,Serviço,Realizada
VI00770,TE00669,2026-02-12,Jaboticabal,Entrega,Realizada
VI00771,TE02478,2025-10-12,Guarulhos,Serviço,Realizada
VI00772,TE02046,2025-10-25,Jaboticabal,Reunião,Realizada
VI00773,TE01067,2024-02-28,Jaboticabal,Entrega,Agendada
VI00774,TE00476,2026-07-22,Joinville,Serviço,Realizada
VI00775,TE02617,2024-04-06,Guarulhos,Entrega,Realizada
VI00776,TE00443,2024-11-21,Guarulhos,Serviço,Realizada
VI00777,TE03051,2026-03-26,Joinville,Reunião,Cancelada
VI00778,TE01606,2025-12-31,Jaboticabal,Entrega,Realizada
VI00779,TE01365,2025-12-10,Guarulhos,Reunião,Realizada
VI00780,TE01392,2024-03-01,Guarulhos,Auditoria,Realizada
VI00781,TE00321,2025-06-25,Joinville,Reunião,Realizada
VI00782,TE02596,2025-11-10,Joinville,Serviço,Agendada
VI00783,TE02926,2024-12-04,Joinville,Reunião,Realizada
VI00784,TE01925,2025-01-26,Joinville,Auditoria,Realizada
VI00785,TE00327,2026-02-08,Jaboticabal,Serviço,Realizada
VI00786,TE01186,2024-05-10,Joinville,Auditoria,Realizada
VI00787,TE02485,2025-10-21,Joinville,Auditoria,Realizada
VI00788,TE01917,2026-02-09,Joinville,Reunião,Realizada
VI00789,TE00725,2024-09-22,Jaboticabal,Reunião,Realizada
VI00790,TE00438,2025-04-25,Guarulhos,Entrega,Agendada
VI00791,TE01531,2026-03-12,Jaboticabal,Auditoria,Realizada
VI00792,TE01875,2024-04-11,Joinville,Reunião,Realizada
VI00793,TE00571,2025-07-11,Guarulhos,Entrega,Realizada
VI00794,TE01655,2025-04-12,Jaboticabal,Entrega,Realizada
VI00795,TE02785,2024-05-29,Jaboticabal,Entrega,Realizada
VI00796,TE02974,2025-02-05,Jaboticabal,Serviço,Realizada
